,学习率,最大树深度,最小采样叶子节点,样本采样率,最大叶子节点,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,13
5424,0.0775,6,5,0.75,9,0.893972311,0.947822971,0.078759969,0.099228629,0.06605506,0.132402198,0.872538207,0.806054872,automl\GBM_AutoMl_5424
5713,0.0775,7,5,0.625,8,0.892583343,0.949408783,0.079612165,0.108721837,0.06656562,0.150878053,0.881361273,0.80925859,automl\GBM_AutoMl_5713
3698,0.055,5,6,1,13,0.892028719,0.95168049,0.081285993,0.122685135,0.078083061,0.167287209,0.895698755,0.820405513,automl\GBM_AutoMl_3698
3747,0.055,5,7,1,12,0.89004957,0.955455903,0.082609304,0.142319813,0.080076377,0.204563249,0.925161494,0.829671494,automl\GBM_AutoMl_3747
5183,0.0775,5,6,0.875,8,0.889696785,0.950124003,0.081909781,0.116591005,0.066999788,0.166182221,0.884039704,0.807163921,automl\GBM_AutoMl_5183
5122,0.0775,5,5,0.75,7,0.889488701,0.943546918,0.080614839,0.098134349,0.074756172,0.121512526,0.843705688,0.793157076,automl\GBM_AutoMl_5122
3749,0.055,5,7,1,14,0.889251648,0.957680033,0.081283566,0.149688183,0.095109517,0.204266849,0.923113282,0.830298307,automl\GBM_AutoMl_3749
5133,0.0775,5,5,0.875,8,0.888737315,0.946708168,0.083291977,0.113654169,0.068307799,0.159000538,0.87064755,0.805187236,automl\GBM_AutoMl_5133
5415,0.0775,6,5,0.625,10,0.888728922,0.955129021,0.082404531,0.134686438,0.076621622,0.192751255,0.91507799,0.816877637,automl\GBM_AutoMl_5415
3748,0.055,5,7,1,13,0.888150533,0.953612701,0.084257495,0.14082649,0.088642671,0.19301031,0.912557114,0.824073415,automl\GBM_AutoMl_3748
3648,0.055,5,5,1,13,0.887765219,0.946540792,0.085157986,0.115812923,0.071142476,0.16048337,0.87364109,0.805490994,automl\GBM_AutoMl_3648
4811,0.0775,4,5,0.625,6,0.887552197,0.947087418,0.085055847,0.115896993,0.065210111,0.166583875,0.87064755,0.804074209,automl\GBM_AutoMl_4811
5487,0.0775,6,6,0.875,12,0.887468305,0.9517317,0.082037994,0.131332098,0.08640047,0.176263727,0.897431858,0.811511611,automl\GBM_AutoMl_5487
5414,0.0775,6,5,0.625,9,0.886976457,0.945724651,0.08553221,0.115439576,0.059742851,0.1711363,0.890972113,0.803152961,automl\GBM_AutoMl_5414
5436,0.0775,6,5,0.875,11,0.886747119,0.945584047,0.084524792,0.115943976,0.055872179,0.176015773,0.876792185,0.801873199,automl\GBM_AutoMl_5436
5434,0.0775,6,5,0.875,9,0.886463948,0.947184085,0.087332187,0.120095069,0.06071212,0.179478018,0.882936821,0.806098964,automl\GBM_AutoMl_5434
5197,0.0775,5,6,1,12,0.886011364,0.951476654,0.086423989,0.134751454,0.075009512,0.194493396,0.904836931,0.813744244,automl\GBM_AutoMl_5197
3935,0.055,6,5,0.875,10,0.885962348,0.943490455,0.083908316,0.119783379,0.092057156,0.147509603,0.875689302,0.804050633,automl\GBM_AutoMl_3935
5483,0.0775,6,6,0.875,8,0.885786957,0.942616189,0.08731636,0.112712765,0.085509877,0.139915653,0.85473452,0.800560761,automl\GBM_AutoMl_5483
3637,0.055,5,5,0.875,12,0.88551708,0.945344731,0.086469658,0.120684348,0.071265374,0.170103323,0.875374193,0.803877595,automl\GBM_AutoMl_3637
5172,0.0775,5,6,0.75,7,0.88536498,0.939472263,0.082961093,0.104993395,0.092086358,0.117900431,0.838979045,0.789942145,automl\GBM_AutoMl_5172
5413,0.0775,6,5,0.625,8,0.885272532,0.94543985,0.08449975,0.108026612,0.060966631,0.155086594,0.871750433,0.788176638,automl\GBM_AutoMl_5413
5778,0.0775,7,6,0.75,13,0.885109785,0.944117919,0.085524723,0.116567897,0.076583176,0.156552619,0.872380652,0.798413843,automl\GBM_AutoMl_5778
3936,0.055,6,5,0.875,11,0.885077393,0.94359578,0.083401537,0.118861278,0.098644587,0.139077969,0.86103671,0.798976608,automl\GBM_AutoMl_3936
5729,0.0775,7,5,0.75,14,0.884863173,0.946042229,0.087350138,0.12446403,0.071003122,0.177924939,0.883882149,0.80522463,automl\GBM_AutoMl_5729
5247,0.0775,5,7,1,12,0.884857145,0.951198956,0.090812742,0.135326346,0.0668488,0.203803892,0.90546715,0.814368712,automl\GBM_AutoMl_5247
5297,0.0775,5,8,1,12,0.884676108,0.946935322,0.089358718,0.130541352,0.086052424,0.175030279,0.88986923,0.811669182,automl\GBM_AutoMl_5297
5788,0.0775,7,6,0.875,13,0.884563847,0.944385511,0.084841874,0.112506691,0.082291395,0.142721987,0.85174098,0.791218441,automl\GBM_AutoMl_5788
4218,0.055,7,5,0.625,13,0.884547681,0.944509942,0.089432321,0.113579711,0.051002475,0.176156948,0.888136127,0.796692813,automl\GBM_AutoMl_4218
3937,0.055,6,5,0.875,12,0.884544355,0.94139286,0.087270167,0.11684337,0.076345297,0.157341443,0.871120214,0.800898095,automl\GBM_AutoMl_3937
3619,0.055,5,5,0.625,14,0.884530505,0.94763263,0.090241398,0.128275534,0.063289804,0.193261264,0.897274303,0.809006321,automl\GBM_AutoMl_3619
3687,0.055,5,6,0.875,12,0.884495995,0.944615954,0.088431406,0.123619995,0.072576765,0.174663225,0.880415945,0.805419429,automl\GBM_AutoMl_3687
4289,0.055,7,6,0.875,14,0.884195611,0.941356581,0.091595509,0.118077255,0.060784193,0.175370318,0.890657003,0.805098626,automl\GBM_AutoMl_4289
4925,0.0775,4,7,0.75,10,0.884190049,0.944359806,0.088389823,0.116648669,0.059945446,0.173351893,0.863400032,0.797438882,automl\GBM_AutoMl_4925
5135,0.0775,5,5,0.875,10,0.883908015,0.94284607,0.087312399,0.110599285,0.070029659,0.151168911,0.85174098,0.790697674,automl\GBM_AutoMl_5135
5777,0.0775,7,6,0.75,12,0.88386878,0.944037777,0.085734956,0.121020253,0.091766527,0.150273978,0.862769813,0.798192552,automl\GBM_AutoMl_5777
5195,0.0775,5,6,1,10,0.883688865,0.944672257,0.087427147,0.117609487,0.063874854,0.17134412,0.86765401,0.795119838,automl\GBM_AutoMl_5195
5486,0.0775,6,6,0.875,11,0.883634857,0.943169784,0.086867912,0.122164511,0.071796769,0.172532253,0.878210178,0.800402068,automl\GBM_AutoMl_5486
5489,0.0775,6,6,0.875,14,0.88345476,0.943235372,0.086844073,0.113579876,0.071988071,0.15517168,0.850953206,0.791007616,automl\GBM_AutoMl_5489
4035,0.055,6,7,0.875,10,0.883398481,0.942073486,0.088661552,0.120875605,0.078108582,0.163642628,0.883094375,0.801057596,automl\GBM_AutoMl_4035
4036,0.055,6,7,0.875,11,0.883386299,0.94198352,0.085439218,0.124336121,0.10336366,0.145308583,0.868756893,0.801337015,automl\GBM_AutoMl_4036
5826,0.0775,7,7,0.75,11,0.883104597,0.938173253,0.087537578,0.102636264,0.066952467,0.13832006,0.851898535,0.784418976,automl\GBM_AutoMl_5826
5716,0.0775,7,5,0.625,11,0.883048037,0.944239544,0.090020297,0.125238839,0.060176814,0.190300863,0.914132661,0.803211739,automl\GBM_AutoMl_5716
4334,0.055,7,7,0.875,9,0.882896102,0.940908348,0.084505484,0.130072345,0.12365098,0.135851574,0.864502915,0.805253889,automl\GBM_AutoMl_4334
5774,0.0775,7,6,0.75,9,0.88279488,0.938641176,0.087851269,0.107290599,0.081276524,0.133304674,0.852213644,0.78768021,automl\GBM_AutoMl_5774
4825,0.0775,4,5,0.75,10,0.882700049,0.940154616,0.090489455,0.108485257,0.045500268,0.171470246,0.848589885,0.78962029,automl\GBM_AutoMl_4825
5131,0.0775,5,5,0.875,6,0.882689055,0.939941538,0.082432914,0.119508943,0.113306439,0.125091196,0.838033717,0.792756539,automl\GBM_AutoMl_5131
5431,0.0775,6,5,0.875,6,0.882689055,0.939941538,0.082432914,0.119508943,0.113306439,0.125091196,0.838033717,0.792756539,automl\GBM_AutoMl_5431
5731,0.0775,7,5,0.875,6,0.882689055,0.939941538,0.082432914,0.119508943,0.113306439,0.125091196,0.838033717,0.792756539,automl\GBM_AutoMl_5731
3685,0.055,5,6,0.875,10,0.882651638,0.942188212,0.086065955,0.126488007,0.109319245,0.143656769,0.856625177,0.800972304,automl\GBM_AutoMl_3685
5743,0.0775,7,5,1,8,0.882622712,0.938229715,0.088369262,0.112386323,0.091372872,0.133399775,0.844493461,0.793016718,automl\GBM_AutoMl_5743
3635,0.055,5,5,0.875,10,0.882520797,0.943110026,0.085950167,0.132326707,0.105334387,0.159319027,0.865133134,0.805250037,automl\GBM_AutoMl_3635
4932,0.0775,4,7,0.875,7,0.88251369,0.940852008,0.087404398,0.120706106,0.087508014,0.153904198,0.850953206,0.797313257,automl\GBM_AutoMl_4932
4038,0.055,6,7,0.875,13,0.882504379,0.941419204,0.086948425,0.123960011,0.097959807,0.149960216,0.868284229,0.799506746,automl\GBM_AutoMl_4038
5128,0.0775,5,5,0.75,13,0.882492166,0.94050719,0.093478381,0.11165591,0.049799497,0.173512324,0.866393572,0.794595766,automl\GBM_AutoMl_5128
5714,0.0775,7,5,0.625,9,0.882460996,0.945253601,0.08681516,0.125219049,0.071147087,0.17929101,0.884985032,0.796624592,automl\GBM_AutoMl_5714
5476,0.0775,6,6,0.75,11,0.882416453,0.941647968,0.086405776,0.111644601,0.076662829,0.146626372,0.862297148,0.786068223,automl\GBM_AutoMl_5476
4216,0.055,7,5,0.625,11,0.882409775,0.941311982,0.090828335,0.119703725,0.069643137,0.169764314,0.882621711,0.79885918,automl\GBM_AutoMl_4216
5828,0.0775,7,7,0.75,13,0.882396189,0.944128561,0.092003233,0.123390127,0.062889516,0.183890738,0.891129668,0.800849558,automl\GBM_AutoMl_5828
4287,0.055,7,6,0.875,12,0.882350084,0.942666653,0.086652455,0.126498104,0.097145206,0.155851002,0.87096266,0.799884243,automl\GBM_AutoMl_4287
3988,0.055,6,6,0.875,13,0.882328843,0.941906057,0.087064925,0.123411198,0.089742042,0.157080355,0.867969119,0.797885437,automl\GBM_AutoMl_3988
3986,0.055,6,6,0.875,11,0.882272342,0.941110977,0.084489888,0.120006821,0.108952383,0.13106126,0.846226564,0.792475101,automl\GBM_AutoMl_3986
5188,0.0775,5,6,0.875,13,0.88220356,0.948216586,0.089657338,0.132124108,0.070670036,0.193578179,0.892705215,0.802379098,automl\GBM_AutoMl_5188
5837,0.0775,7,7,0.875,12,0.882175264,0.945501012,0.091729937,0.130773361,0.06642692,0.195119803,0.894753427,0.805703341,automl\GBM_AutoMl_5837
5529,0.0775,6,7,0.75,14,0.88207626,0.944340069,0.089724363,0.121441936,0.066785706,0.176098166,0.885142587,0.795131272,automl\GBM_AutoMl_5529
5784,0.0775,7,6,0.875,9,0.881876363,0.940398457,0.08924173,0.110562686,0.06460031,0.156525061,0.854419411,0.786911413,automl\GBM_AutoMl_5784
3736,0.055,5,7,0.875,11,0.881675527,0.940596422,0.086347088,0.121280137,0.10709044,0.135469834,0.846069009,0.79373291,automl\GBM_AutoMl_3736
5182,0.0775,5,6,0.875,7,0.881662237,0.942348828,0.087905803,0.121654357,0.070543699,0.172765015,0.871907988,0.793860278,automl\GBM_AutoMl_5182
4237,0.055,7,5,0.875,12,0.881486777,0.939507031,0.087668389,0.1140451,0.091852359,0.136237842,0.849062549,0.788153565,automl\GBM_AutoMl_4237
5727,0.0775,7,5,0.75,12,0.881183569,0.941621539,0.08729251,0.120965868,0.09614452,0.145787216,0.852528754,0.791371115,automl\GBM_AutoMl_5727
5526,0.0775,6,7,0.75,11,0.881054678,0.942321522,0.090377064,0.123253129,0.073778329,0.172727928,0.87994328,0.795527384,automl\GBM_AutoMl_5526
5123,0.0775,5,5,0.75,8,0.881037724,0.937951801,0.088723868,0.101514544,0.069181217,0.133847871,0.82653222,0.776437505,automl\GBM_AutoMl_5123
5192,0.0775,5,6,1,7,0.88101241,0.939458759,0.088356226,0.117828882,0.085536639,0.150121126,0.850953206,0.790775988,automl\GBM_AutoMl_5192
5789,0.0775,7,6,0.875,14,0.880884252,0.944454126,0.08868558,0.135332746,0.084093485,0.186572006,0.905782259,0.803101208,automl\GBM_AutoMl_5789
5836,0.0775,7,7,0.875,11,0.880857377,0.943118534,0.088340816,0.12743779,0.071240602,0.183634979,0.904521821,0.796089579,automl\GBM_AutoMl_5836
5496,0.0775,6,6,1,11,0.880766521,0.940679329,0.088724912,0.124873021,0.088241595,0.161504447,0.868284229,0.79598469,automl\GBM_AutoMl_5496
3735,0.055,5,7,0.875,10,0.880753571,0.940451455,0.088015491,0.131294668,0.106011352,0.156577984,0.863400032,0.801872988,automl\GBM_AutoMl_3735
3686,0.055,5,6,0.875,11,0.880534801,0.939104992,0.08876232,0.118031005,0.083133063,0.152928947,0.85142587,0.789827536,automl\GBM_AutoMl_3686
3797,0.055,5,8,1,12,0.880458443,0.945522067,0.09265837,0.142050157,0.093440542,0.190659772,0.890499449,0.811020232,automl\GBM_AutoMl_3797
3647,0.055,5,5,1,12,0.880431875,0.946668372,0.093207458,0.140739516,0.074066319,0.207412713,0.908618245,0.809006102,automl\GBM_AutoMl_3647
3614,0.055,5,5,0.625,9,0.880416496,0.941103749,0.086742351,0.136266844,0.11627012,0.156263567,0.879155507,0.803571429,automl\GBM_AutoMl_3614
5147,0.0775,5,5,1,12,0.880327899,0.953179701,0.089366199,0.148070933,0.08796566,0.208176205,0.916180873,0.805569024,automl\GBM_AutoMl_5147
5537,0.0775,6,7,0.875,12,0.880321544,0.940347119,0.088956398,0.114718808,0.077611438,0.151826179,0.846856783,0.784614262,automl\GBM_AutoMl_5537
4337,0.055,7,7,0.875,12,0.880089037,0.939525582,0.086942651,0.13363909,0.11488233,0.152395849,0.876161966,0.801412307,automl\GBM_AutoMl_4337
3738,0.055,5,7,0.875,13,0.880035729,0.941745818,0.091745652,0.12164144,0.066468257,0.176814624,0.862454703,0.79178419,automl\GBM_AutoMl_3738
5484,0.0775,6,6,0.875,9,0.880005894,0.940690911,0.091291189,0.117901445,0.06467733,0.17112556,0.861824484,0.788525299,automl\GBM_AutoMl_5484
4510,0.0775,3,5,0.625,5,0.879967973,0.938933643,0.087858028,0.118024294,0.081258215,0.154790373,0.84843233,0.786820573,automl\GBM_AutoMl_4510
4217,0.055,7,5,0.625,12,0.87993418,0.939222804,0.0896464,0.121037377,0.087178084,0.154896671,0.863872696,0.791197691,automl\GBM_AutoMl_4217
4225,0.055,7,5,0.75,10,0.879893341,0.938472654,0.086721621,0.122428019,0.110290848,0.134565189,0.847959666,0.790250349,automl\GBM_AutoMl_4225
5142,0.0775,5,5,1,7,0.879826584,0.937856542,0.089406204,0.121464609,0.085242568,0.15768665,0.85504963,0.792320607,automl\GBM_AutoMl_5142
5838,0.0775,7,7,0.875,13,0.879821719,0.940799872,0.087833229,0.120788718,0.094749732,0.146827703,0.854261856,0.78710895,automl\GBM_AutoMl_5838
5433,0.0775,6,5,0.875,8,0.879732218,0.938203355,0.087540982,0.119326925,0.102552672,0.136101178,0.830155979,0.787593423,automl\GBM_AutoMl_5433
5185,0.0775,5,6,0.875,10,0.879730962,0.942412927,0.090220081,0.121715413,0.068196726,0.175234099,0.868756893,0.788446415,automl\GBM_AutoMl_5185
4511,0.0775,3,5,0.625,6,0.879534167,0.94167151,0.089043533,0.121234823,0.065257623,0.177212023,0.860248937,0.786743516,automl\GBM_AutoMl_4511
5839,0.0775,7,7,0.875,14,0.879442976,0.940282234,0.089831333,0.118836684,0.073942681,0.163730686,0.867969119,0.786157688,automl\GBM_AutoMl_5839
3697,0.055,5,6,1,12,0.87933077,0.944633247,0.091825167,0.142245885,0.085335261,0.199156509,0.894910982,0.806760883,automl\GBM_AutoMl_3697
3917,0.055,6,5,0.625,12,0.87913382,0.938280553,0.091089854,0.114437253,0.07705705,0.151817456,0.855837403,0.783781834,automl\GBM_AutoMl_3917
5536,0.0775,6,7,0.875,11,0.878974572,0.940962969,0.090298142,0.128090404,0.080425336,0.175755473,0.87994328,0.793323864,automl\GBM_AutoMl_5536
3985,0.055,6,6,0.875,10,0.878966045,0.937785808,0.090370727,0.116437182,0.098836078,0.134038287,0.842760359,0.78488628,automl\GBM_AutoMl_3985
5834,0.0775,7,7,0.875,9,0.878698684,0.94395229,0.091303217,0.131624246,0.076141967,0.187106526,0.88325193,0.793769912,automl\GBM_AutoMl_5834
5429,0.0775,6,5,0.75,14,0.878661552,0.939377257,0.091669075,0.112395211,0.063968286,0.160822137,0.850795651,0.779333237,automl\GBM_AutoMl_5429
5734,0.0775,7,5,0.875,9,0.878554621,0.935198963,0.091710915,0.111852806,0.066149917,0.157555694,0.84244525,0.782583242,automl\GBM_AutoMl_5734
5113,0.0775,5,5,0.625,8,0.878469566,0.937992543,0.090633842,0.11856687,0.079327726,0.157806014,0.844335907,0.785086434,automl\GBM_AutoMl_5113
5779,0.0775,7,6,0.75,14,0.878452443,0.938340142,0.093615933,0.120694932,0.066784706,0.174605158,0.864502915,0.789780497,automl\GBM_AutoMl_5779
5485,0.0775,6,6,0.875,10,0.878426592,0.942507394,0.091838313,0.129274736,0.078167013,0.18038246,0.88656058,0.792312025,automl\GBM_AutoMl_5485
4335,0.055,7,7,0.875,10,0.878422063,0.941358201,0.084839712,0.143678936,0.135487066,0.151870805,0.862297148,0.800848698,automl\GBM_AutoMl_4335
5226,0.0775,5,7,0.75,11,0.878395908,0.938524038,0.091040536,0.125730757,0.076268681,0.175192834,0.870489995,0.791830885,automl\GBM_AutoMl_5226
5725,0.0775,7,5,0.75,10,0.87837473,0.936954446,0.086586742,0.110790194,0.090607206,0.130973182,0.823853789,0.773921409,automl\GBM_AutoMl_5725
3639,0.055,5,5,0.875,14,0.878305426,0.938149099,0.089383048,0.118140085,0.086676531,0.149603638,0.827477548,0.782595738,automl\GBM_AutoMl_3639
4812,0.0775,4,5,0.625,7,0.878204742,0.939366227,0.092903599,0.12952503,0.07682881,0.182221249,0.86466047,0.795881372,automl\GBM_AutoMl_4812
3939,0.055,6,5,0.875,14,0.878201847,0.938111969,0.091067158,0.119766018,0.085240648,0.154291388,0.856940287,0.785528596,automl\GBM_AutoMl_3939
4284,0.055,7,6,0.875,9,0.878183758,0.937280978,0.087405841,0.128300325,0.115968418,0.139399041,0.846069009,0.791160221,automl\GBM_AutoMl_4284
3634,0.055,5,5,0.875,9,0.878147822,0.939447414,0.087647094,0.122346082,0.107815333,0.13687683,0.822435796,0.783137049,automl\GBM_AutoMl_3634
3938,0.055,6,5,0.875,13,0.878113856,0.939600718,0.088991181,0.13205396,0.113984224,0.150123696,0.853001418,0.793899846,automl\GBM_AutoMl_3938
5787,0.0775,7,6,0.875,12,0.878036635,0.939846662,0.089771565,0.126759783,0.097184596,0.15633497,0.850165432,0.788831226,automl\GBM_AutoMl_5787
4274,0.055,7,6,0.75,9,0.878023033,0.938957303,0.08309667,0.116441175,0.10814126,0.12474109,0.810776745,0.772672673,automl\GBM_AutoMl_4274
4285,0.055,7,6,0.875,10,0.878016556,0.940098993,0.084808469,0.135173577,0.133875893,0.13647126,0.846226564,0.791949277,automl\GBM_AutoMl_4285
5132,0.0775,5,5,0.875,7,0.877929239,0.941259206,0.08862052,0.132261996,0.088457817,0.176066174,0.875374193,0.791340265,automl\GBM_AutoMl_5132
5735,0.0775,7,5,0.875,10,0.877859454,0.938396876,0.093710208,0.123835731,0.075712641,0.17195882,0.862769813,0.790586876,automl\GBM_AutoMl_5735
4238,0.055,7,5,0.875,13,0.877850089,0.937852472,0.091751111,0.12604833,0.08574731,0.16634935,0.870332441,0.791347325,automl\GBM_AutoMl_4238
5835,0.0775,7,7,0.875,10,0.87782051,0.939532508,0.095068619,0.121515539,0.062328118,0.18070296,0.868756893,0.788333691,automl\GBM_AutoMl_5835
3739,0.055,5,7,0.875,14,0.877767161,0.940816023,0.091943372,0.125300379,0.07855102,0.172049739,0.855364739,0.787496374,automl\GBM_AutoMl_3739
5416,0.0775,6,5,0.625,11,0.877764807,0.944856583,0.094372049,0.130646084,0.065048432,0.196243735,0.914447771,0.791220776,automl\GBM_AutoMl_5416
3633,0.055,5,5,0.875,8,0.877712002,0.938869899,0.084830641,0.116587634,0.120894176,0.112711746,0.798802584,0.773396385,automl\GBM_AutoMl_3633
5724,0.0775,7,5,0.75,9,0.877644507,0.936799154,0.087823747,0.120608458,0.10976251,0.131454405,0.835512841,0.782211078,automl\GBM_AutoMl_5724
5488,0.0775,6,6,0.875,13,0.877641981,0.937238742,0.09143979,0.120816612,0.081027421,0.160605804,0.858673389,0.785585586,automl\GBM_AutoMl_5488
5535,0.0775,6,7,0.875,10,0.877640162,0.937309529,0.092405216,0.116995779,0.0707425,0.163249059,0.86434536,0.782652115,automl\GBM_AutoMl_5535
5785,0.0775,7,6,0.875,10,0.877623497,0.940082626,0.09530516,0.127205868,0.067787781,0.186623956,0.868441784,0.792922391,automl\GBM_AutoMl_5785
3618,0.055,5,5,0.625,13,0.877576192,0.938407281,0.097688418,0.120870236,0.049243139,0.192497334,0.887348354,0.79045614,automl\GBM_AutoMl_3618
5242,0.0775,5,7,1,7,0.8775194,0.934259352,0.088021798,0.11552444,0.116257528,0.114791352,0.821175358,0.779364486,automl\GBM_AutoMl_5242
5184,0.0775,5,6,0.875,9,0.877422315,0.937062564,0.09073649,0.121762589,0.081406368,0.16211881,0.848274775,0.785125775,automl\GBM_AutoMl_5184
4810,0.0775,4,5,0.625,5,0.877401756,0.935435354,0.086069186,0.115959687,0.110054306,0.12127453,0.809831416,0.776200544,automl\GBM_AutoMl_4810
5110,0.0775,5,5,0.625,5,0.877401756,0.935435354,0.086069186,0.115959687,0.110054306,0.12127453,0.809831416,0.776200544,automl\GBM_AutoMl_5110
5410,0.0775,6,5,0.625,5,0.877401756,0.935435354,0.086069186,0.115959687,0.110054306,0.12127453,0.809831416,0.776200544,automl\GBM_AutoMl_5410
5710,0.0775,7,5,0.625,5,0.877401756,0.935435354,0.086069186,0.115959687,0.110054306,0.12127453,0.809831416,0.776200544,automl\GBM_AutoMl_5710
5829,0.0775,7,7,0.75,14,0.877348458,0.939804516,0.096803484,0.127470244,0.066766345,0.188174144,0.888608792,0.793863045,automl\GBM_AutoMl_5829
5425,0.0775,6,5,0.75,10,0.877318523,0.935356302,0.093474624,0.113474895,0.066853166,0.160096623,0.853946746,0.78086731,automl\GBM_AutoMl_5425
5292,0.0775,5,8,1,7,0.877263555,0.935778534,0.086500593,0.12187236,0.114022526,0.129722194,0.825429337,0.781648639,automl\GBM_AutoMl_5292
3916,0.055,6,5,0.625,11,0.877228917,0.938076323,0.092955025,0.122396851,0.076750934,0.168042768,0.871907988,0.78619122,automl\GBM_AutoMl_3916
5138,0.0775,5,5,0.875,13,0.877228384,0.944229201,0.093446012,0.130493248,0.066192674,0.194793823,0.884669923,0.788623596,automl\GBM_AutoMl_5138
3313,0.055,4,5,0.625,8,0.877210238,0.937839077,0.089296428,0.131817179,0.110018496,0.153615862,0.851583425,0.792115483,automl\GBM_AutoMl_3313
5738,0.0775,7,5,0.875,13,0.877185767,0.944810224,0.092073542,0.128165777,0.077443412,0.178888142,0.88986923,0.784172162,automl\GBM_AutoMl_5738
5786,0.0775,7,6,0.875,11,0.877099909,0.939950508,0.092847746,0.122889502,0.07290157,0.172877434,0.875059083,0.784186375,automl\GBM_AutoMl_5786
5428,0.0775,6,5,0.75,13,0.877060288,0.939904176,0.091147519,0.118930633,0.071700141,0.166161125,0.865920908,0.778415126,automl\GBM_AutoMl_5428
5134,0.0775,5,5,0.875,9,0.877059328,0.939414038,0.092381726,0.123485366,0.075957953,0.171012779,0.862454703,0.784690367,automl\GBM_AutoMl_5134
4339,0.055,7,7,0.875,14,0.877048879,0.938419135,0.093714368,0.129852415,0.080029452,0.179675378,0.890026784,0.793343164,automl\GBM_AutoMl_4339
3919,0.055,6,5,0.625,14,0.877039476,0.937861536,0.094835228,0.125834421,0.082533963,0.169134879,0.885615251,0.790966017,automl\GBM_AutoMl_3919
5538,0.0775,6,7,0.875,13,0.877015151,0.9400937,0.093855968,0.127072361,0.075535538,0.178609183,0.870805105,0.788895233,automl\GBM_AutoMl_5538
4239,0.055,7,5,0.875,14,0.877011136,0.935994124,0.093381604,0.116907358,0.079733404,0.154081312,0.855679849,0.782339383,automl\GBM_AutoMl_4239
4288,0.055,7,6,0.875,13,0.877006894,0.936309658,0.090883775,0.118499748,0.088854165,0.148145332,0.841342366,0.781101441,automl\GBM_AutoMl_4288
5439,0.0775,6,5,0.875,14,0.876986838,0.938708712,0.0907044,0.121304716,0.08135515,0.161254282,0.857255396,0.781247756,automl\GBM_AutoMl_5439
5412,0.0775,6,5,0.625,7,0.876904028,0.935999676,0.090174284,0.124854117,0.085801846,0.163906389,0.870489995,0.786644835,automl\GBM_AutoMl_5412
5712,0.0775,7,5,0.625,7,0.876904028,0.935999676,0.090174284,0.124854117,0.085801846,0.163906389,0.870489995,0.786644835,automl\GBM_AutoMl_5712
5249,0.0775,5,7,1,14,0.876857982,0.937927333,0.092490906,0.120517197,0.083119188,0.157915206,0.837561052,0.782512696,automl\GBM_AutoMl_5249
4928,0.0775,4,7,0.75,13,0.876790489,0.942980611,0.093836417,0.137436781,0.081162596,0.193710967,0.876792185,0.795454545,automl\GBM_AutoMl_4928
5181,0.0775,5,6,0.875,6,0.876727972,0.936884495,0.084159324,0.117306836,0.1146029,0.119740379,0.801638569,0.771493556,automl\GBM_AutoMl_5181
5481,0.0775,6,6,0.875,6,0.876727972,0.936884495,0.084159324,0.117306836,0.1146029,0.119740379,0.801638569,0.771493556,automl\GBM_AutoMl_5481
5781,0.0775,7,6,0.875,6,0.876727972,0.936884495,0.084159324,0.117306836,0.1146029,0.119740379,0.801638569,0.771493556,automl\GBM_AutoMl_5781
5102,0.0775,5,5,0.5,7,0.876693508,0.932780075,0.090160906,0.105053042,0.089512169,0.120593916,0.815503387,0.769207906,automl\GBM_AutoMl_5102
5737,0.0775,7,5,0.875,12,0.876607698,0.938942032,0.093992516,0.12906606,0.089602328,0.168529793,0.867023791,0.790547335,automl\GBM_AutoMl_5737
5715,0.0775,7,5,0.625,10,0.876475501,0.942540002,0.092744478,0.130781028,0.076050337,0.185511718,0.898219631,0.786887509,automl\GBM_AutoMl_5715
5478,0.0775,6,6,0.75,13,0.876462216,0.935050197,0.092051078,0.114024039,0.075144601,0.152903476,0.850007878,0.776873785,automl\GBM_AutoMl_5478
5419,0.0775,6,5,0.625,14,0.876456554,0.941754254,0.098891046,0.121814253,0.04556249,0.198066016,0.904836931,0.784777262,automl\GBM_AutoMl_5419
5723,0.0775,7,5,0.75,8,0.876450256,0.934583447,0.089060773,0.111265032,0.086991523,0.135538542,0.816763825,0.771543384,automl\GBM_AutoMl_5723
5115,0.0775,5,5,0.625,10,0.876338799,0.941468011,0.096014939,0.12544828,0.062201169,0.188695392,0.898692296,0.785350406,automl\GBM_AutoMl_5115
5231,0.0775,5,7,0.875,6,0.876300006,0.936736166,0.084040576,0.125189041,0.14055331,0.1113612,0.807468095,0.777693475,automl\GBM_AutoMl_5231
5531,0.0775,6,7,0.875,6,0.876300006,0.936736166,0.084040576,0.125189041,0.14055331,0.1113612,0.807468095,0.777693475,automl\GBM_AutoMl_5531
5831,0.0775,7,7,0.875,6,0.876300006,0.936736166,0.084040576,0.125189041,0.14055331,0.1113612,0.807468095,0.777693475,automl\GBM_AutoMl_5831
3915,0.055,6,5,0.625,10,0.876297685,0.936539782,0.088182163,0.12003484,0.097451498,0.142618183,0.837088388,0.776867963,automl\GBM_AutoMl_3915
5474,0.0775,6,6,0.75,9,0.876189034,0.933611821,0.088549969,0.121998469,0.123487309,0.120509629,0.830155979,0.781692753,automl\GBM_AutoMl_5474
