,学习率,叶子节点数量,叶子节点最小样本数量,子采样率,特征采样率,最大深度,max_bin,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,15,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,24
7635,0.125,10,4,0.7,0.3,8,15,0.872284173,0.93777837,0.103633188,0.145895593,0.095371846,0.161709203,0.856940287,0.783887007,automl\lightGBM_AutoMl2021_7635,0.833740726,0.917485801,0.107006179,0.175594579,0.111026863,0.187023545,0.738614289,0.739971889,automl\lightGBM_AutoMl2023_7635
7677,0.125,10,4,0.8,0.3,8,15,0.872284173,0.93777837,0.103633188,0.145895593,0.095371846,0.161709203,0.856940287,0.783887007,automl\lightGBM_AutoMl2021_7677,0.833740726,0.917485801,0.107006179,0.175594579,0.111026863,0.187023545,0.738614289,0.739971889,automl\lightGBM_AutoMl2023_7677
7719,0.125,10,4,1,0.3,8,15,0.872284173,0.93777837,0.103633188,0.145895593,0.095371846,0.161709203,0.856940287,0.783887007,automl\lightGBM_AutoMl2021_7719,0.833740726,0.917485801,0.107006179,0.175594579,0.111026863,0.187023545,0.738614289,0.739971889,automl\lightGBM_AutoMl2023_7719
8262,0.125,10,19,0.6,0.3,7,15,0.872222667,0.939434733,0.1036208,0.145805369,0.103036732,0.160056768,0.870489995,0.775874175,automl\lightGBM_AutoMl2021_8262,0.831933043,0.914614277,0.108375285,0.171965205,0.099777609,0.184720146,0.727606303,0.72949578,automl\lightGBM_AutoMl2023_8262
8304,0.125,10,19,0.7,0.3,7,15,0.872222667,0.939434733,0.1036208,0.145805369,0.103036732,0.160056768,0.870489995,0.775874175,automl\lightGBM_AutoMl2021_8304,0.831933043,0.914614277,0.108375285,0.171965205,0.099777609,0.184720146,0.727606303,0.72949578,automl\lightGBM_AutoMl2023_8304
8346,0.125,10,19,0.8,0.3,7,15,0.872222667,0.939434733,0.1036208,0.145805369,0.103036732,0.160056768,0.870489995,0.775874175,automl\lightGBM_AutoMl2021_8346,0.831933043,0.914614277,0.108375285,0.171965205,0.099777609,0.184720146,0.727606303,0.72949578,automl\lightGBM_AutoMl2023_8346
8388,0.125,10,19,1,0.3,7,15,0.872222667,0.939434733,0.1036208,0.145805369,0.103036732,0.160056768,0.870489995,0.775874175,automl\lightGBM_AutoMl2021_8388,0.831933043,0.914614277,0.108375285,0.171965205,0.099777609,0.184720146,0.727606303,0.72949578,automl\lightGBM_AutoMl2023_8388
7250,0.125,9,14,0.6,0.3,5,100,0.872215527,0.942033001,0.098989375,0.147910599,0.123797984,0.155732464,0.874113755,0.787844362,automl\lightGBM_AutoMl2021_7250,0.835196318,0.920640895,0.102888258,0.16854597,0.108907038,0.17895477,0.732570689,0.738307592,automl\lightGBM_AutoMl2023_7250
7292,0.125,9,14,0.7,0.3,5,100,0.872215527,0.942033001,0.098989375,0.147910599,0.123797984,0.155732464,0.874113755,0.787844362,automl\lightGBM_AutoMl2021_7292,0.835196318,0.920640895,0.102888258,0.16854597,0.108907038,0.17895477,0.732570689,0.738307592,automl\lightGBM_AutoMl2023_7292
7334,0.125,9,14,0.8,0.3,5,100,0.872215527,0.942033001,0.098989375,0.147910599,0.123797984,0.155732464,0.874113755,0.787844362,automl\lightGBM_AutoMl2021_7334,0.835196318,0.920640895,0.102888258,0.16854597,0.108907038,0.17895477,0.732570689,0.738307592,automl\lightGBM_AutoMl2023_7334
7376,0.125,9,14,1,0.3,5,100,0.872215527,0.942033001,0.098989375,0.147910599,0.123797984,0.155732464,0.874113755,0.787844362,automl\lightGBM_AutoMl2021_7376,0.835196318,0.920640895,0.102888258,0.16854597,0.108907038,0.17895477,0.732570689,0.738307592,automl\lightGBM_AutoMl2023_7376
5733,0.11,11,19,0.6,0.3,4,15,0.872198788,0.938590856,0.10560008,0.140350766,0.079391805,0.160373034,0.854104301,0.76584022,automl\lightGBM_AutoMl2021_5733,0.83725938,0.915856403,0.110759118,0.179658891,0.111325678,0.192294626,0.761061947,0.748381619,automl\lightGBM_AutoMl2023_5733
5775,0.11,11,19,0.7,0.3,4,15,0.872198788,0.938590856,0.10560008,0.140350766,0.079391805,0.160373034,0.854104301,0.76584022,automl\lightGBM_AutoMl2021_5775,0.83725938,0.915856403,0.110759118,0.179658891,0.111325678,0.192294626,0.761061947,0.748381619,automl\lightGBM_AutoMl2023_5775
5817,0.11,11,19,0.8,0.3,4,15,0.872198788,0.938590856,0.10560008,0.140350766,0.079391805,0.160373034,0.854104301,0.76584022,automl\lightGBM_AutoMl2021_5817,0.83725938,0.915856403,0.110759118,0.179658891,0.111325678,0.192294626,0.761061947,0.748381619,automl\lightGBM_AutoMl2023_5817
5859,0.11,11,19,1,0.3,4,15,0.872198788,0.938590856,0.10560008,0.140350766,0.079391805,0.160373034,0.854104301,0.76584022,automl\lightGBM_AutoMl2021_5859,0.83725938,0.915856403,0.110759118,0.179658891,0.111325678,0.192294626,0.761061947,0.748381619,automl\lightGBM_AutoMl2023_5859
7251,0.125,9,14,0.6,0.3,6,15,0.871944047,0.931585759,0.107659017,0.142163163,0.084538732,0.1616349,0.866551127,0.767888307,automl\lightGBM_AutoMl2021_7251,0.835844243,0.913549474,0.111260658,0.177010165,0.094128554,0.192579334,0.750701489,0.733213872,automl\lightGBM_AutoMl2023_7251
7293,0.125,9,14,0.7,0.3,6,15,0.871944047,0.931585759,0.107659017,0.142163163,0.084538732,0.1616349,0.866551127,0.767888307,automl\lightGBM_AutoMl2021_7293,0.835844243,0.913549474,0.111260658,0.177010165,0.094128554,0.192579334,0.750701489,0.733213872,automl\lightGBM_AutoMl2023_7293
7335,0.125,9,14,0.8,0.3,6,15,0.871944047,0.931585759,0.107659017,0.142163163,0.084538732,0.1616349,0.866551127,0.767888307,automl\lightGBM_AutoMl2021_7335,0.835844243,0.913549474,0.111260658,0.177010165,0.094128554,0.192579334,0.750701489,0.733213872,automl\lightGBM_AutoMl2023_7335
7377,0.125,9,14,1,0.3,6,15,0.871944047,0.931585759,0.107659017,0.142163163,0.084538732,0.1616349,0.866551127,0.767888307,automl\lightGBM_AutoMl2021_7377,0.835844243,0.913549474,0.111260658,0.177010165,0.094128554,0.192579334,0.750701489,0.733213872,automl\lightGBM_AutoMl2023_7377
9935,0.125,13,19,0.6,0.3,4,100,0.871804998,0.935373296,0.105944111,0.136143472,0.069740454,0.158717231,0.853158973,0.754125757,automl\lightGBM_AutoMl2021_9935,0.838900741,0.91874259,0.106553929,0.173033818,0.107560976,0.185531931,0.762357004,0.739453575,automl\lightGBM_AutoMl2023_9935
9977,0.125,13,19,0.7,0.3,4,100,0.871804998,0.935373296,0.105944111,0.136143472,0.069740454,0.158717231,0.853158973,0.754125757,automl\lightGBM_AutoMl2021_9977,0.838900741,0.91874259,0.106553929,0.173033818,0.107560976,0.185531931,0.762357004,0.739453575,automl\lightGBM_AutoMl2023_9977
10019,0.125,13,19,0.8,0.3,4,100,0.871804998,0.935373296,0.105944111,0.136143472,0.069740454,0.158717231,0.853158973,0.754125757,automl\lightGBM_AutoMl2021_10019,0.838900741,0.91874259,0.106553929,0.173033818,0.107560976,0.185531931,0.762357004,0.739453575,automl\lightGBM_AutoMl2023_10019
10061,0.125,13,19,1,0.3,4,100,0.871804998,0.935373296,0.105944111,0.136143472,0.069740454,0.158717231,0.853158973,0.754125757,automl\lightGBM_AutoMl2021_10061,0.838900741,0.91874259,0.106553929,0.173033818,0.107560976,0.185531931,0.762357004,0.739453575,automl\lightGBM_AutoMl2023_10061
7922,0.125,10,12,0.6,0.3,5,100,0.871723384,0.93856165,0.103071966,0.13874256,0.078672799,0.157807157,0.844335907,0.767930071,automl\lightGBM_AutoMl2021_7922,0.831516163,0.912195518,0.110397062,0.175796573,0.102777778,0.18887331,0.734081589,0.731791286,automl\lightGBM_AutoMl2023_7922
7964,0.125,10,12,0.7,0.3,5,100,0.871723384,0.93856165,0.103071966,0.13874256,0.078672799,0.157807157,0.844335907,0.767930071,automl\lightGBM_AutoMl2021_7964,0.831516163,0.912195518,0.110397062,0.175796573,0.102777778,0.18887331,0.734081589,0.731791286,automl\lightGBM_AutoMl2023_7964
8006,0.125,10,12,0.8,0.3,5,100,0.871723384,0.93856165,0.103071966,0.13874256,0.078672799,0.157807157,0.844335907,0.767930071,automl\lightGBM_AutoMl2021_8006,0.831516163,0.912195518,0.110397062,0.175796573,0.102777778,0.18887331,0.734081589,0.731791286,automl\lightGBM_AutoMl2023_8006
8048,0.125,10,12,1,0.3,5,100,0.871723384,0.93856165,0.103071966,0.13874256,0.078672799,0.157807157,0.844335907,0.767930071,automl\lightGBM_AutoMl2021_8048,0.831516163,0.912195518,0.110397062,0.175796573,0.102777778,0.18887331,0.734081589,0.731791286,automl\lightGBM_AutoMl2023_8048
7258,0.125,9,14,0.6,0.3,8,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7258,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7258
7261,0.125,9,14,0.6,0.3,9,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7261,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7261
7264,0.125,9,14,0.6,0.3,11,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7264,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7264
7300,0.125,9,14,0.7,0.3,8,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7300,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7300
7303,0.125,9,14,0.7,0.3,9,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7303,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7303
7306,0.125,9,14,0.7,0.3,11,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7306,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7306
7342,0.125,9,14,0.8,0.3,8,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7342,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7342
7345,0.125,9,14,0.8,0.3,9,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7345,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7345
7348,0.125,9,14,0.8,0.3,11,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7348,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7348
7384,0.125,9,14,1,0.3,8,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7384,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7384
7387,0.125,9,14,1,0.3,9,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7387,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7387
7390,0.125,9,14,1,0.3,11,60,0.871501212,0.943212923,0.101047582,0.16118621,0.149188679,0.165221254,0.899007405,0.798209415,automl\lightGBM_AutoMl2021_7390,0.836613129,0.920586332,0.105618899,0.173250472,0.109805764,0.184976453,0.750053961,0.737713619,automl\lightGBM_AutoMl2023_7390
7756,0.125,10,8,0.6,0.3,6,60,0.87135525,0.938407834,0.102527105,0.15092915,0.112548769,0.162739598,0.861824484,0.793904209,automl\lightGBM_AutoMl2021_7756,0.835709708,0.920891523,0.104183157,0.171891901,0.112675593,0.182213635,0.73796676,0.744150615,automl\lightGBM_AutoMl2023_7756
7798,0.125,10,8,0.7,0.3,6,60,0.87135525,0.938407834,0.102527105,0.15092915,0.112548769,0.162739598,0.861824484,0.793904209,automl\lightGBM_AutoMl2021_7798,0.835709708,0.920891523,0.104183157,0.171891901,0.112675593,0.182213635,0.73796676,0.744150615,automl\lightGBM_AutoMl2023_7798
7840,0.125,10,8,0.8,0.3,6,60,0.87135525,0.938407834,0.102527105,0.15092915,0.112548769,0.162739598,0.861824484,0.793904209,automl\lightGBM_AutoMl2021_7840,0.835709708,0.920891523,0.104183157,0.171891901,0.112675593,0.182213635,0.73796676,0.744150615,automl\lightGBM_AutoMl2023_7840
7882,0.125,10,8,1,0.3,6,60,0.87135525,0.938407834,0.102527105,0.15092915,0.112548769,0.162739598,0.861824484,0.793904209,automl\lightGBM_AutoMl2021_7882,0.835709708,0.920891523,0.104183157,0.171891901,0.112675593,0.182213635,0.73796676,0.744150615,automl\lightGBM_AutoMl2023_7882
9944,0.125,13,19,0.6,0.3,7,100,0.871349241,0.934089572,0.104268371,0.131247626,0.066072588,0.152259597,0.838191271,0.757403189,automl\lightGBM_AutoMl2021_9944,0.825740689,0.910902477,0.107828325,0.169213853,0.108432772,0.180184416,0.716814159,0.712202445,automl\lightGBM_AutoMl2023_9944
9986,0.125,13,19,0.7,0.3,7,100,0.871349241,0.934089572,0.104268371,0.131247626,0.066072588,0.152259597,0.838191271,0.757403189,automl\lightGBM_AutoMl2021_9986,0.825740689,0.910902477,0.107828325,0.169213853,0.108432772,0.180184416,0.716814159,0.712202445,automl\lightGBM_AutoMl2023_9986
10028,0.125,13,19,0.8,0.3,7,100,0.871349241,0.934089572,0.104268371,0.131247626,0.066072588,0.152259597,0.838191271,0.757403189,automl\lightGBM_AutoMl2021_10028,0.825740689,0.910902477,0.107828325,0.169213853,0.108432772,0.180184416,0.716814159,0.712202445,automl\lightGBM_AutoMl2023_10028
10070,0.125,13,19,1,0.3,7,100,0.871349241,0.934089572,0.104268371,0.131247626,0.066072588,0.152259597,0.838191271,0.757403189,automl\lightGBM_AutoMl2021_10070,0.825740689,0.910902477,0.107828325,0.169213853,0.108432772,0.180184416,0.716814159,0.712202445,automl\lightGBM_AutoMl2023_10070
6751,0.125,9,4,0.6,0.3,7,60,0.87121266,0.931701405,0.105700602,0.143947069,0.097061318,0.158969402,0.861666929,0.780616614,automl\lightGBM_AutoMl2021_6751,0.840497091,0.924292823,0.102407443,0.169766078,0.11037155,0.180532251,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6751
6793,0.125,9,4,0.7,0.3,7,60,0.87121266,0.931701405,0.105700602,0.143947069,0.097061318,0.158969402,0.861666929,0.780616614,automl\lightGBM_AutoMl2021_6793,0.840497091,0.924292823,0.102407443,0.169766078,0.11037155,0.180532251,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6793
6835,0.125,9,4,0.8,0.3,7,60,0.87121266,0.931701405,0.105700602,0.143947069,0.097061318,0.158969402,0.861666929,0.780616614,automl\lightGBM_AutoMl2021_6835,0.840497091,0.924292823,0.102407443,0.169766078,0.11037155,0.180532251,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6835
6877,0.125,9,4,1,0.3,7,60,0.87121266,0.931701405,0.105700602,0.143947069,0.097061318,0.158969402,0.861666929,0.780616614,automl\lightGBM_AutoMl2021_6877,0.840497091,0.924292823,0.102407443,0.169766078,0.11037155,0.180532251,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6877
7921,0.125,10,12,0.6,0.3,5,60,0.87114826,0.938624744,0.103362244,0.138870774,0.081564736,0.157295109,0.846384118,0.765678449,automl\lightGBM_AutoMl2021_7921,0.83135912,0.911833018,0.110931002,0.175982277,0.103263666,0.189015137,0.734513274,0.731985373,automl\lightGBM_AutoMl2023_7921
7963,0.125,10,12,0.7,0.3,5,60,0.87114826,0.938624744,0.103362244,0.138870774,0.081564736,0.157295109,0.846384118,0.765678449,automl\lightGBM_AutoMl2021_7963,0.83135912,0.911833018,0.110931002,0.175982277,0.103263666,0.189015137,0.734513274,0.731985373,automl\lightGBM_AutoMl2023_7963
8005,0.125,10,12,0.8,0.3,5,60,0.87114826,0.938624744,0.103362244,0.138870774,0.081564736,0.157295109,0.846384118,0.765678449,automl\lightGBM_AutoMl2021_8005,0.83135912,0.911833018,0.110931002,0.175982277,0.103263666,0.189015137,0.734513274,0.731985373,automl\lightGBM_AutoMl2023_8005
8047,0.125,10,12,1,0.3,5,60,0.87114826,0.938624744,0.103362244,0.138870774,0.081564736,0.157295109,0.846384118,0.765678449,automl\lightGBM_AutoMl2021_8047,0.83135912,0.911833018,0.110931002,0.175982277,0.103263666,0.189015137,0.734513274,0.731985373,automl\lightGBM_AutoMl2023_8047
3386,0.11,9,4,0.6,0.3,5,100,0.871095357,0.936360493,0.104882231,0.154269026,0.126470009,0.16310547,0.877895069,0.797937849,automl\lightGBM_AutoMl2021_3386,0.832087452,0.914838937,0.109909977,0.176220108,0.106870719,0.188671124,0.736887546,0.733799033,automl\lightGBM_AutoMl2023_3386
3428,0.11,9,4,0.7,0.3,5,100,0.871095357,0.936360493,0.104882231,0.154269026,0.126470009,0.16310547,0.877895069,0.797937849,automl\lightGBM_AutoMl2021_3428,0.832087452,0.914838937,0.109909977,0.176220108,0.106870719,0.188671124,0.736887546,0.733799033,automl\lightGBM_AutoMl2023_3428
3470,0.11,9,4,0.8,0.3,5,100,0.871095357,0.936360493,0.104882231,0.154269026,0.126470009,0.16310547,0.877895069,0.797937849,automl\lightGBM_AutoMl2021_3470,0.832087452,0.914838937,0.109909977,0.176220108,0.106870719,0.188671124,0.736887546,0.733799033,automl\lightGBM_AutoMl2023_3470
3512,0.11,9,4,1,0.3,5,100,0.871095357,0.936360493,0.104882231,0.154269026,0.126470009,0.16310547,0.877895069,0.797937849,automl\lightGBM_AutoMl2021_3512,0.832087452,0.914838937,0.109909977,0.176220108,0.106870719,0.188671124,0.736887546,0.733799033,automl\lightGBM_AutoMl2023_3512
6752,0.125,9,4,0.6,0.3,7,100,0.870987038,0.931572888,0.105744667,0.143902748,0.097252676,0.158841846,0.86103671,0.78021272,automl\lightGBM_AutoMl2021_6752,0.84044082,0.924280246,0.10241003,0.169801916,0.110658174,0.180522629,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6752
6794,0.125,9,4,0.7,0.3,7,100,0.870987038,0.931572888,0.105744667,0.143902748,0.097252676,0.158841846,0.86103671,0.78021272,automl\lightGBM_AutoMl2021_6794,0.84044082,0.924280246,0.10241003,0.169801916,0.110658174,0.180522629,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6794
6836,0.125,9,4,0.8,0.3,7,100,0.870987038,0.931572888,0.105744667,0.143902748,0.097252676,0.158841846,0.86103671,0.78021272,automl\lightGBM_AutoMl2021_6836,0.84044082,0.924280246,0.10241003,0.169801916,0.110658174,0.180522629,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6836
6878,0.125,9,4,1,0.3,7,100,0.870987038,0.931572888,0.105744667,0.143902748,0.097252676,0.158841846,0.86103671,0.78021272,automl\lightGBM_AutoMl2021_6878,0.84044082,0.924280246,0.10241003,0.169801916,0.110658174,0.180522629,0.753723289,0.747511506,automl\lightGBM_AutoMl2023_6878
6922,0.125,9,8,0.6,0.3,8,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6922,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6922
6925,0.125,9,8,0.6,0.3,9,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6925,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6925
6928,0.125,9,8,0.6,0.3,11,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6928,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6928
6964,0.125,9,8,0.7,0.3,8,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6964,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6964
6967,0.125,9,8,0.7,0.3,9,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6967,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6967
6970,0.125,9,8,0.7,0.3,11,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_6970,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_6970
7006,0.125,9,8,0.8,0.3,8,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7006,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7006
7009,0.125,9,8,0.8,0.3,9,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7009,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7009
7012,0.125,9,8,0.8,0.3,11,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7012,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7012
7048,0.125,9,8,1,0.3,8,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7048,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7048
7051,0.125,9,8,1,0.3,9,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7051,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7051
7054,0.125,9,8,1,0.3,11,60,0.870979636,0.939939669,0.102879575,0.154982905,0.125012862,0.164768194,0.878840397,0.789973092,automl\lightGBM_AutoMl2021_7054,0.837053225,0.921700186,0.105908688,0.175184075,0.111098278,0.186952414,0.751564861,0.741245343,automl\lightGBM_AutoMl2023_7054
8759,0.125,11,12,0.6,0.3,4,100,0.870942635,0.937744002,0.103605636,0.132984045,0.072491294,0.152661003,0.840397038,0.756595745,automl\lightGBM_AutoMl2021_8759,0.835925367,0.91882588,0.106561619,0.174899003,0.116038653,0.185357595,0.747032161,0.747193437,automl\lightGBM_AutoMl2023_8759
8801,0.125,11,12,0.7,0.3,4,100,0.870942635,0.937744002,0.103605636,0.132984045,0.072491294,0.152661003,0.840397038,0.756595745,automl\lightGBM_AutoMl2021_8801,0.835925367,0.91882588,0.106561619,0.174899003,0.116038653,0.185357595,0.747032161,0.747193437,automl\lightGBM_AutoMl2023_8801
8843,0.125,11,12,0.8,0.3,4,100,0.870942635,0.937744002,0.103605636,0.132984045,0.072491294,0.152661003,0.840397038,0.756595745,automl\lightGBM_AutoMl2021_8843,0.835925367,0.91882588,0.106561619,0.174899003,0.116038653,0.185357595,0.747032161,0.747193437,automl\lightGBM_AutoMl2023_8843
8885,0.125,11,12,1,0.3,4,100,0.870942635,0.937744002,0.103605636,0.132984045,0.072491294,0.152661003,0.840397038,0.756595745,automl\lightGBM_AutoMl2021_8885,0.835925367,0.91882588,0.106561619,0.174899003,0.116038653,0.185357595,0.747032161,0.747193437,automl\lightGBM_AutoMl2023_8885
7594,0.125,10,4,0.6,0.3,8,60,0.870850943,0.934870124,0.102894789,0.139087628,0.08969207,0.154341206,0.844808571,0.777101449,automl\lightGBM_AutoMl2021_7594,0.838182529,0.923183097,0.104168247,0.169772594,0.106540792,0.180979366,0.742715303,0.743678409,automl\lightGBM_AutoMl2023_7594
7636,0.125,10,4,0.7,0.3,8,60,0.870850943,0.934870124,0.102894789,0.139087628,0.08969207,0.154341206,0.844808571,0.777101449,automl\lightGBM_AutoMl2021_7636,0.838182529,0.923183097,0.104168247,0.169772594,0.106540792,0.180979366,0.742715303,0.743678409,automl\lightGBM_AutoMl2023_7636
7678,0.125,10,4,0.8,0.3,8,60,0.870850943,0.934870124,0.102894789,0.139087628,0.08969207,0.154341206,0.844808571,0.777101449,automl\lightGBM_AutoMl2021_7678,0.838182529,0.923183097,0.104168247,0.169772594,0.106540792,0.180979366,0.742715303,0.743678409,automl\lightGBM_AutoMl2023_7678
7720,0.125,10,4,1,0.3,8,60,0.870850943,0.934870124,0.102894789,0.139087628,0.08969207,0.154341206,0.844808571,0.777101449,automl\lightGBM_AutoMl2021_7720,0.838182529,0.923183097,0.104168247,0.169772594,0.106540792,0.180979366,0.742715303,0.743678409,automl\lightGBM_AutoMl2023_7720
6916,0.125,9,8,0.6,0.3,6,60,0.870850719,0.93338972,0.103222139,0.140553375,0.099729459,0.153230926,0.852686308,0.782533256,automl\lightGBM_AutoMl2021_6916,0.838031495,0.922067925,0.101219118,0.164724376,0.109480898,0.174545298,0.740772717,0.740772717,automl\lightGBM_AutoMl2023_6916
6958,0.125,9,8,0.7,0.3,6,60,0.870850719,0.93338972,0.103222139,0.140553375,0.099729459,0.153230926,0.852686308,0.782533256,automl\lightGBM_AutoMl2021_6958,0.838031495,0.922067925,0.101219118,0.164724376,0.109480898,0.174545298,0.740772717,0.740772717,automl\lightGBM_AutoMl2023_6958
7000,0.125,9,8,0.8,0.3,6,60,0.870850719,0.93338972,0.103222139,0.140553375,0.099729459,0.153230926,0.852686308,0.782533256,automl\lightGBM_AutoMl2021_7000,0.838031495,0.922067925,0.101219118,0.164724376,0.109480898,0.174545298,0.740772717,0.740772717,automl\lightGBM_AutoMl2023_7000
7042,0.125,9,8,1,0.3,6,60,0.870850719,0.93338972,0.103222139,0.140553375,0.099729459,0.153230926,0.852686308,0.782533256,automl\lightGBM_AutoMl2021_7042,0.838031495,0.922067925,0.101219118,0.164724376,0.109480898,0.174545298,0.740772717,0.740772717,automl\lightGBM_AutoMl2023_7042
