,学习率,叶子节点数量,叶子节点最小样本数量,子采样率,特征采样率,最大深度,max_bin,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,15,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,24
2196,0.95,11,14,0.6,0.5,8,15,0.731910035,0.818238324,0.16149812,0.154648917,0.291347041,0.093608325,0.660154404,0.52056156,automl\lightGBM_AutoMl2021_2196,0.77790433,0.857815063,0.131970685,0.155696553,0.264572801,0.117884734,0.783293762,0.578557194,automl\lightGBM_AutoMl2023_2196
2238,0.95,11,14,0.7,0.5,8,15,0.731910035,0.818238324,0.16149812,0.154648917,0.291347041,0.093608325,0.660154404,0.52056156,automl\lightGBM_AutoMl2021_2238,0.77790433,0.857815063,0.131970685,0.155696553,0.264572801,0.117884734,0.783293762,0.578557194,automl\lightGBM_AutoMl2023_2238
2280,0.95,11,14,0.8,0.5,8,15,0.731910035,0.818238324,0.16149812,0.154648917,0.291347041,0.093608325,0.660154404,0.52056156,automl\lightGBM_AutoMl2021_2280,0.77790433,0.857815063,0.131970685,0.155696553,0.264572801,0.117884734,0.783293762,0.578557194,automl\lightGBM_AutoMl2023_2280
2322,0.95,11,14,1,0.5,8,15,0.731910035,0.818238324,0.16149812,0.154648917,0.291347041,0.093608325,0.660154404,0.52056156,automl\lightGBM_AutoMl2021_2322,0.77790433,0.857815063,0.131970685,0.155696553,0.264572801,0.117884734,0.783293762,0.578557194,automl\lightGBM_AutoMl2023_2322
3037,0.95,13,14,0.6,0.5,8,60,0.731898482,0.842481687,0.17559801,0.205633468,0.343218578,0.10646756,0.772490941,0.500868322,automl\lightGBM_AutoMl2021_3037,0.74117739,0.844350529,0.140021982,0.15935362,0.306169831,0.10936763,0.692208073,0.516051171,automl\lightGBM_AutoMl2023_3037
3079,0.95,13,14,0.7,0.5,8,60,0.731898482,0.842481687,0.17559801,0.205633468,0.343218578,0.10646756,0.772490941,0.500868322,automl\lightGBM_AutoMl2021_3079,0.74117739,0.844350529,0.140021982,0.15935362,0.306169831,0.10936763,0.692208073,0.516051171,automl\lightGBM_AutoMl2023_3079
3121,0.95,13,14,0.8,0.5,8,60,0.731898482,0.842481687,0.17559801,0.205633468,0.343218578,0.10646756,0.772490941,0.500868322,automl\lightGBM_AutoMl2021_3121,0.74117739,0.844350529,0.140021982,0.15935362,0.306169831,0.10936763,0.692208073,0.516051171,automl\lightGBM_AutoMl2023_3121
3163,0.95,13,14,1,0.5,8,60,0.731898482,0.842481687,0.17559801,0.205633468,0.343218578,0.10646756,0.772490941,0.500868322,automl\lightGBM_AutoMl2021_3163,0.74117739,0.844350529,0.140021982,0.15935362,0.306169831,0.10936763,0.692208073,0.516051171,automl\lightGBM_AutoMl2023_3163
3060,0.95,13,14,0.6,0.3,9,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3060,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3060
3063,0.95,13,14,0.6,0.3,11,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3063,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3063
3102,0.95,13,14,0.7,0.3,9,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3102,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3102
3105,0.95,13,14,0.7,0.3,11,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3105,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3105
3144,0.95,13,14,0.8,0.3,9,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3144,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3144
3147,0.95,13,14,0.8,0.3,11,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3147,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3147
3186,0.95,13,14,1,0.3,9,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3186,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3186
3189,0.95,13,14,1,0.3,11,15,0.73186362,0.826385551,0.179394796,0.195480879,0.340678652,0.102294699,0.762564991,0.517785504,automl\lightGBM_AutoMl2021_3189,0.73542845,0.836066299,0.155072776,0.187943898,0.339592318,0.11497732,0.77034319,0.4887702,automl\lightGBM_AutoMl2023_3189
3035,0.95,13,14,0.6,0.5,7,100,0.731783459,0.82756763,0.179800715,0.196389452,0.345928758,0.086145026,0.78241689,0.502835156,automl\lightGBM_AutoMl2021_3035,0.747129041,0.833845112,0.148058486,0.175462631,0.304782417,0.130252166,0.735592489,0.541640178,automl\lightGBM_AutoMl2023_3035
3077,0.95,13,14,0.7,0.5,7,100,0.731783459,0.82756763,0.179800715,0.196389452,0.345928758,0.086145026,0.78241689,0.502835156,automl\lightGBM_AutoMl2021_3077,0.747129041,0.833845112,0.148058486,0.175462631,0.304782417,0.130252166,0.735592489,0.541640178,automl\lightGBM_AutoMl2023_3077
3119,0.95,13,14,0.8,0.5,7,100,0.731783459,0.82756763,0.179800715,0.196389452,0.345928758,0.086145026,0.78241689,0.502835156,automl\lightGBM_AutoMl2021_3119,0.747129041,0.833845112,0.148058486,0.175462631,0.304782417,0.130252166,0.735592489,0.541640178,automl\lightGBM_AutoMl2023_3119
3161,0.95,13,14,1,0.5,7,100,0.731783459,0.82756763,0.179800715,0.196389452,0.345928758,0.086145026,0.78241689,0.502835156,automl\lightGBM_AutoMl2021_3161,0.747129041,0.833845112,0.148058486,0.175462631,0.304782417,0.130252166,0.735592489,0.541640178,automl\lightGBM_AutoMl2023_3161
2711,0.95,13,8,0.6,0.3,4,100,0.731295513,0.792313193,0.172723445,0.173157528,0.275514165,0.126303706,0.683472507,0.533382516,automl\lightGBM_AutoMl2021_2711,0.749002043,0.847813631,0.142783659,0.173965596,0.30753327,0.123507496,0.742931146,0.527550004,automl\lightGBM_AutoMl2023_2711
2753,0.95,13,8,0.7,0.3,4,100,0.731295513,0.792313193,0.172723445,0.173157528,0.275514165,0.126303706,0.683472507,0.533382516,automl\lightGBM_AutoMl2021_2753,0.749002043,0.847813631,0.142783659,0.173965596,0.30753327,0.123507496,0.742931146,0.527550004,automl\lightGBM_AutoMl2023_2753
2795,0.95,13,8,0.8,0.3,4,100,0.731295513,0.792313193,0.172723445,0.173157528,0.275514165,0.126303706,0.683472507,0.533382516,automl\lightGBM_AutoMl2021_2795,0.749002043,0.847813631,0.142783659,0.173965596,0.30753327,0.123507496,0.742931146,0.527550004,automl\lightGBM_AutoMl2023_2795
2837,0.95,13,8,1,0.3,4,100,0.731295513,0.792313193,0.172723445,0.173157528,0.275514165,0.126303706,0.683472507,0.533382516,automl\lightGBM_AutoMl2021_2837,0.749002043,0.847813631,0.142783659,0.173965596,0.30753327,0.123507496,0.742931146,0.527550004,automl\lightGBM_AutoMl2023_2837
3225,0.95,13,19,0.6,0.3,8,15,0.731150908,0.803568726,0.169857455,0.161816196,0.301762151,0.076381666,0.718764771,0.498007751,automl\lightGBM_AutoMl2021_3225,0.779567299,0.865068252,0.119490225,0.134816251,0.22842029,0.107672102,0.718109216,0.576953091,automl\lightGBM_AutoMl2023_3225
3267,0.95,13,19,0.7,0.3,8,15,0.731150908,0.803568726,0.169857455,0.161816196,0.301762151,0.076381666,0.718764771,0.498007751,automl\lightGBM_AutoMl2021_3267,0.779567299,0.865068252,0.119490225,0.134816251,0.22842029,0.107672102,0.718109216,0.576953091,automl\lightGBM_AutoMl2023_3267
3309,0.95,13,19,0.8,0.3,8,15,0.731150908,0.803568726,0.169857455,0.161816196,0.301762151,0.076381666,0.718764771,0.498007751,automl\lightGBM_AutoMl2021_3309,0.779567299,0.865068252,0.119490225,0.134816251,0.22842029,0.107672102,0.718109216,0.576953091,automl\lightGBM_AutoMl2023_3309
3351,0.95,13,19,1,0.3,8,15,0.731150908,0.803568726,0.169857455,0.161816196,0.301762151,0.076381666,0.718764771,0.498007751,automl\lightGBM_AutoMl2021_3351,0.779567299,0.865068252,0.119490225,0.134816251,0.22842029,0.107672102,0.718109216,0.576953091,automl\lightGBM_AutoMl2023_3351
199,0.95,9,8,0.6,0.3,7,60,0.731097845,0.815410475,0.182580138,0.179709067,0.352371534,0.066444299,0.768552072,0.51728526,automl\lightGBM_AutoMl2021_199,0.752791714,0.844948766,0.127445536,0.132503095,0.265735375,0.091316216,0.672782215,0.524703308,automl\lightGBM_AutoMl2023_199
241,0.95,9,8,0.7,0.3,7,60,0.731097845,0.815410475,0.182580138,0.179709067,0.352371534,0.066444299,0.768552072,0.51728526,automl\lightGBM_AutoMl2021_241,0.752791714,0.844948766,0.127445536,0.132503095,0.265735375,0.091316216,0.672782215,0.524703308,automl\lightGBM_AutoMl2023_241
283,0.95,9,8,0.8,0.3,7,60,0.731097845,0.815410475,0.182580138,0.179709067,0.352371534,0.066444299,0.768552072,0.51728526,automl\lightGBM_AutoMl2021_283,0.752791714,0.844948766,0.127445536,0.132503095,0.265735375,0.091316216,0.672782215,0.524703308,automl\lightGBM_AutoMl2023_283
325,0.95,9,8,1,0.3,7,60,0.731097845,0.815410475,0.182580138,0.179709067,0.352371534,0.066444299,0.768552072,0.51728526,automl\lightGBM_AutoMl2021_325,0.752791714,0.844948766,0.127445536,0.132503095,0.265735375,0.091316216,0.672782215,0.524703308,automl\lightGBM_AutoMl2023_325
9576,0.125,13,12,0.6,0.5,4,15,0.730466905,0.867432334,0.120238222,0.102258769,0.150054681,0.094170121,0.410587679,0.477333089,automl\lightGBM_AutoMl2021_9576,0.857846653,0.939596704,0.078037605,0.133917052,0.105150967,0.139122196,0.765162961,0.759425878,automl\lightGBM_AutoMl2023_9576
9618,0.125,13,12,0.7,0.5,4,15,0.730466905,0.867432334,0.120238222,0.102258769,0.150054681,0.094170121,0.410587679,0.477333089,automl\lightGBM_AutoMl2021_9618,0.857846653,0.939596704,0.078037605,0.133917052,0.105150967,0.139122196,0.765162961,0.759425878,automl\lightGBM_AutoMl2023_9618
9660,0.125,13,12,0.8,0.5,4,15,0.730466905,0.867432334,0.120238222,0.102258769,0.150054681,0.094170121,0.410587679,0.477333089,automl\lightGBM_AutoMl2021_9660,0.857846653,0.939596704,0.078037605,0.133917052,0.105150967,0.139122196,0.765162961,0.759425878,automl\lightGBM_AutoMl2023_9660
9702,0.125,13,12,1,0.5,4,15,0.730466905,0.867432334,0.120238222,0.102258769,0.150054681,0.094170121,0.410587679,0.477333089,automl\lightGBM_AutoMl2021_9702,0.857846653,0.939596704,0.078037605,0.133917052,0.105150967,0.139122196,0.765162961,0.759425878,automl\lightGBM_AutoMl2023_9702
2549,0.95,13,4,0.6,0.3,6,100,0.730263854,0.785674318,0.175405365,0.162740598,0.300217985,0.103442612,0.685678273,0.548594479,automl\lightGBM_AutoMl2021_2549,0.73647795,0.808742146,0.152651372,0.193896201,0.28000072,0.168697621,0.687027844,0.549646002,automl\lightGBM_AutoMl2023_2549
2591,0.95,13,4,0.7,0.3,6,100,0.730263854,0.785674318,0.175405365,0.162740598,0.300217985,0.103442612,0.685678273,0.548594479,automl\lightGBM_AutoMl2021_2591,0.73647795,0.808742146,0.152651372,0.193896201,0.28000072,0.168697621,0.687027844,0.549646002,automl\lightGBM_AutoMl2023_2591
2633,0.95,13,4,0.8,0.3,6,100,0.730263854,0.785674318,0.175405365,0.162740598,0.300217985,0.103442612,0.685678273,0.548594479,automl\lightGBM_AutoMl2021_2633,0.73647795,0.808742146,0.152651372,0.193896201,0.28000072,0.168697621,0.687027844,0.549646002,automl\lightGBM_AutoMl2023_2633
2675,0.95,13,4,1,0.3,6,100,0.730263854,0.785674318,0.175405365,0.162740598,0.300217985,0.103442612,0.685678273,0.548594479,automl\lightGBM_AutoMl2021_2675,0.73647795,0.808742146,0.152651372,0.193896201,0.28000072,0.168697621,0.687027844,0.549646002,automl\lightGBM_AutoMl2023_2675
3049,0.95,13,14,0.6,0.3,5,60,0.730255301,0.782602206,0.160564158,0.155498924,0.231501928,0.127251509,0.619190169,0.527304441,automl\lightGBM_AutoMl2021_3049,0.740535095,0.817007232,0.139283929,0.158658044,0.25197215,0.129597308,0.661774228,0.514343231,automl\lightGBM_AutoMl2023_3049
3091,0.95,13,14,0.7,0.3,5,60,0.730255301,0.782602206,0.160564158,0.155498924,0.231501928,0.127251509,0.619190169,0.527304441,automl\lightGBM_AutoMl2021_3091,0.740535095,0.817007232,0.139283929,0.158658044,0.25197215,0.129597308,0.661774228,0.514343231,automl\lightGBM_AutoMl2023_3091
3133,0.95,13,14,0.8,0.3,5,60,0.730255301,0.782602206,0.160564158,0.155498924,0.231501928,0.127251509,0.619190169,0.527304441,automl\lightGBM_AutoMl2021_3133,0.740535095,0.817007232,0.139283929,0.158658044,0.25197215,0.129597308,0.661774228,0.514343231,automl\lightGBM_AutoMl2023_3133
3175,0.95,13,14,1,0.3,5,60,0.730255301,0.782602206,0.160564158,0.155498924,0.231501928,0.127251509,0.619190169,0.527304441,automl\lightGBM_AutoMl2021_3175,0.740535095,0.817007232,0.139283929,0.158658044,0.25197215,0.129597308,0.661774228,0.514343231,automl\lightGBM_AutoMl2023_3175
1517,0.95,10,19,0.6,0.5,5,100,0.730008619,0.78099822,0.156986811,0.124431746,0.243299745,0.07972031,0.608318891,0.515452907,automl\lightGBM_AutoMl2021_1517,0.781277287,0.871543235,0.122255452,0.151764188,0.221712003,0.12885364,0.745737103,0.566115025,automl\lightGBM_AutoMl2023_1517
1559,0.95,10,19,0.7,0.5,5,100,0.730008619,0.78099822,0.156986811,0.124431746,0.243299745,0.07972031,0.608318891,0.515452907,automl\lightGBM_AutoMl2021_1559,0.781277287,0.871543235,0.122255452,0.151764188,0.221712003,0.12885364,0.745737103,0.566115025,automl\lightGBM_AutoMl2023_1559
1601,0.95,10,19,0.8,0.5,5,100,0.730008619,0.78099822,0.156986811,0.124431746,0.243299745,0.07972031,0.608318891,0.515452907,automl\lightGBM_AutoMl2021_1601,0.781277287,0.871543235,0.122255452,0.151764188,0.221712003,0.12885364,0.745737103,0.566115025,automl\lightGBM_AutoMl2023_1601
1643,0.95,10,19,1,0.5,5,100,0.730008619,0.78099822,0.156986811,0.124431746,0.243299745,0.07972031,0.608318891,0.515452907,automl\lightGBM_AutoMl2021_1643,0.781277287,0.871543235,0.122255452,0.151764188,0.221712003,0.12885364,0.745737103,0.566115025,automl\lightGBM_AutoMl2023_1643
2385,0.95,11,19,0.6,0.3,8,15,0.729281486,0.797135388,0.15684521,0.147275864,0.252999779,0.104928172,0.622183709,0.51349067,automl\lightGBM_AutoMl2021_2385,0.744784561,0.837016713,0.126968505,0.137126148,0.254115593,0.106032208,0.626160155,0.523740747,automl\lightGBM_AutoMl2023_2385
2427,0.95,11,19,0.7,0.3,8,15,0.729281486,0.797135388,0.15684521,0.147275864,0.252999779,0.104928172,0.622183709,0.51349067,automl\lightGBM_AutoMl2021_2427,0.744784561,0.837016713,0.126968505,0.137126148,0.254115593,0.106032208,0.626160155,0.523740747,automl\lightGBM_AutoMl2023_2427
2469,0.95,11,19,0.8,0.3,8,15,0.729281486,0.797135388,0.15684521,0.147275864,0.252999779,0.104928172,0.622183709,0.51349067,automl\lightGBM_AutoMl2021_2469,0.744784561,0.837016713,0.126968505,0.137126148,0.254115593,0.106032208,0.626160155,0.523740747,automl\lightGBM_AutoMl2023_2469
2511,0.95,11,19,1,0.3,8,15,0.729281486,0.797135388,0.15684521,0.147275864,0.252999779,0.104928172,0.622183709,0.51349067,automl\lightGBM_AutoMl2021_2511,0.744784561,0.837016713,0.126968505,0.137126148,0.254115593,0.106032208,0.626160155,0.523740747,automl\lightGBM_AutoMl2023_2511
1204,0.95,10,12,0.6,0.3,6,60,0.729032573,0.81474419,0.173180514,0.172386666,0.327862054,0.081725806,0.72270364,0.510176844,automl\lightGBM_AutoMl2021_1204,0.727152912,0.816301641,0.138437402,0.150244347,0.267525664,0.114880422,0.616447226,0.486376022,automl\lightGBM_AutoMl2023_1204
1246,0.95,10,12,0.7,0.3,6,60,0.729032573,0.81474419,0.173180514,0.172386666,0.327862054,0.081725806,0.72270364,0.510176844,automl\lightGBM_AutoMl2021_1246,0.727152912,0.816301641,0.138437402,0.150244347,0.267525664,0.114880422,0.616447226,0.486376022,automl\lightGBM_AutoMl2023_1246
1288,0.95,10,12,0.8,0.3,6,60,0.729032573,0.81474419,0.173180514,0.172386666,0.327862054,0.081725806,0.72270364,0.510176844,automl\lightGBM_AutoMl2021_1288,0.727152912,0.816301641,0.138437402,0.150244347,0.267525664,0.114880422,0.616447226,0.486376022,automl\lightGBM_AutoMl2023_1288
1330,0.95,10,12,1,0.3,6,60,0.729032573,0.81474419,0.173180514,0.172386666,0.327862054,0.081725806,0.72270364,0.510176844,automl\lightGBM_AutoMl2021_1330,0.727152912,0.816301641,0.138437402,0.150244347,0.267525664,0.114880422,0.616447226,0.486376022,automl\lightGBM_AutoMl2023_1330
2866,0.95,13,12,0.6,0.5,7,60,0.728537592,0.783792562,0.189406543,0.1902922,0.307675329,0.11832295,0.753584371,0.521222688,automl\lightGBM_AutoMl2021_2866,0.734323491,0.836209271,0.158893882,0.201858669,0.336557581,0.140034699,0.768616447,0.498425362,automl\lightGBM_AutoMl2023_2866
2908,0.95,13,12,0.7,0.5,7,60,0.728537592,0.783792562,0.189406543,0.1902922,0.307675329,0.11832295,0.753584371,0.521222688,automl\lightGBM_AutoMl2021_2908,0.734323491,0.836209271,0.158893882,0.201858669,0.336557581,0.140034699,0.768616447,0.498425362,automl\lightGBM_AutoMl2023_2908
2950,0.95,13,12,0.8,0.5,7,60,0.728537592,0.783792562,0.189406543,0.1902922,0.307675329,0.11832295,0.753584371,0.521222688,automl\lightGBM_AutoMl2021_2950,0.734323491,0.836209271,0.158893882,0.201858669,0.336557581,0.140034699,0.768616447,0.498425362,automl\lightGBM_AutoMl2023_2950
2992,0.95,13,12,1,0.5,7,60,0.728537592,0.783792562,0.189406543,0.1902922,0.307675329,0.11832295,0.753584371,0.521222688,automl\lightGBM_AutoMl2021_2992,0.734323491,0.836209271,0.158893882,0.201858669,0.336557581,0.140034699,0.768616447,0.498425362,automl\lightGBM_AutoMl2023_2992
2207,0.95,11,14,0.6,0.3,4,100,0.728319711,0.791739089,0.15843843,0.134755287,0.243807494,0.091882773,0.608791555,0.506388834,automl\lightGBM_AutoMl2021_2207,0.78840012,0.863475084,0.1199736,0.139726005,0.193500298,0.124687318,0.726527088,0.593598448,automl\lightGBM_AutoMl2023_2207
2249,0.95,11,14,0.7,0.3,4,100,0.728319711,0.791739089,0.15843843,0.134755287,0.243807494,0.091882773,0.608791555,0.506388834,automl\lightGBM_AutoMl2021_2249,0.78840012,0.863475084,0.1199736,0.139726005,0.193500298,0.124687318,0.726527088,0.593598448,automl\lightGBM_AutoMl2023_2249
2291,0.95,11,14,0.8,0.3,4,100,0.728319711,0.791739089,0.15843843,0.134755287,0.243807494,0.091882773,0.608791555,0.506388834,automl\lightGBM_AutoMl2021_2291,0.78840012,0.863475084,0.1199736,0.139726005,0.193500298,0.124687318,0.726527088,0.593598448,automl\lightGBM_AutoMl2023_2291
2333,0.95,11,14,1,0.3,4,100,0.728319711,0.791739089,0.15843843,0.134755287,0.243807494,0.091882773,0.608791555,0.506388834,automl\lightGBM_AutoMl2021_2333,0.78840012,0.863475084,0.1199736,0.139726005,0.193500298,0.124687318,0.726527088,0.593598448,automl\lightGBM_AutoMl2023_2333
2865,0.95,13,12,0.6,0.5,7,15,0.728103502,0.797796071,0.176432741,0.148038812,0.32347155,0.06781694,0.684417835,0.534350206,automl\lightGBM_AutoMl2021_2865,0.869061363,0.927247334,0.078663659,0.090011077,0.073336138,0.093530282,0.793006691,0.736125025,automl\lightGBM_AutoMl2023_2865
2907,0.95,13,12,0.7,0.5,7,15,0.728103502,0.797796071,0.176432741,0.148038812,0.32347155,0.06781694,0.684417835,0.534350206,automl\lightGBM_AutoMl2021_2907,0.869061363,0.927247334,0.078663659,0.090011077,0.073336138,0.093530282,0.793006691,0.736125025,automl\lightGBM_AutoMl2023_2907
2949,0.95,13,12,0.8,0.5,7,15,0.728103502,0.797796071,0.176432741,0.148038812,0.32347155,0.06781694,0.684417835,0.534350206,automl\lightGBM_AutoMl2021_2949,0.869061363,0.927247334,0.078663659,0.090011077,0.073336138,0.093530282,0.793006691,0.736125025,automl\lightGBM_AutoMl2023_2949
2991,0.95,13,12,1,0.5,7,15,0.728103502,0.797796071,0.176432741,0.148038812,0.32347155,0.06781694,0.684417835,0.534350206,automl\lightGBM_AutoMl2021_2991,0.869061363,0.927247334,0.078663659,0.090011077,0.073336138,0.093530282,0.793006691,0.736125025,automl\lightGBM_AutoMl2023_2991
9241,0.125,13,4,0.6,0.5,4,60,0.728071747,0.860127873,0.120698984,0.104289604,0.150317749,0.096828784,0.405230818,0.478378127,automl\lightGBM_AutoMl2021_9241,0.851888209,0.936999674,0.081753506,0.133219848,0.106024961,0.137924676,0.743362832,0.751965066,automl\lightGBM_AutoMl2023_9241
9283,0.125,13,4,0.7,0.5,4,60,0.728071747,0.860127873,0.120698984,0.104289604,0.150317749,0.096828784,0.405230818,0.478378127,automl\lightGBM_AutoMl2021_9283,0.851888209,0.936999674,0.081753506,0.133219848,0.106024961,0.137924676,0.743362832,0.751965066,automl\lightGBM_AutoMl2023_9283
9325,0.125,13,4,0.8,0.5,4,60,0.728071747,0.860127873,0.120698984,0.104289604,0.150317749,0.096828784,0.405230818,0.478378127,automl\lightGBM_AutoMl2021_9325,0.851888209,0.936999674,0.081753506,0.133219848,0.106024961,0.137924676,0.743362832,0.751965066,automl\lightGBM_AutoMl2023_9325
9367,0.125,13,4,1,0.5,4,60,0.728071747,0.860127873,0.120698984,0.104289604,0.150317749,0.096828784,0.405230818,0.478378127,automl\lightGBM_AutoMl2021_9367,0.851888209,0.936999674,0.081753506,0.133219848,0.106024961,0.137924676,0.743362832,0.751965066,automl\lightGBM_AutoMl2023_9367
1536,0.95,10,19,0.6,0.3,5,15,0.727636485,0.825726244,0.165456138,0.171114031,0.324662584,0.077009191,0.710099259,0.491226158,automl\lightGBM_AutoMl2021_1536,0.767105455,0.862242239,0.123024822,0.148634912,0.243309011,0.118188375,0.710986402,0.544372831,automl\lightGBM_AutoMl2023_1536
1578,0.95,10,19,0.7,0.3,5,15,0.727636485,0.825726244,0.165456138,0.171114031,0.324662584,0.077009191,0.710099259,0.491226158,automl\lightGBM_AutoMl2021_1578,0.767105455,0.862242239,0.123024822,0.148634912,0.243309011,0.118188375,0.710986402,0.544372831,automl\lightGBM_AutoMl2023_1578
1620,0.95,10,19,0.8,0.3,5,15,0.727636485,0.825726244,0.165456138,0.171114031,0.324662584,0.077009191,0.710099259,0.491226158,automl\lightGBM_AutoMl2021_1620,0.767105455,0.862242239,0.123024822,0.148634912,0.243309011,0.118188375,0.710986402,0.544372831,automl\lightGBM_AutoMl2023_1620
1662,0.95,10,19,1,0.3,5,15,0.727636485,0.825726244,0.165456138,0.171114031,0.324662584,0.077009191,0.710099259,0.491226158,automl\lightGBM_AutoMl2021_1662,0.767105455,0.862242239,0.123024822,0.148634912,0.243309011,0.118188375,0.710986402,0.544372831,automl\lightGBM_AutoMl2023_1662
1855,0.95,11,8,0.6,0.5,6,60,0.727419659,0.817163355,0.158267903,0.137732683,0.311358263,0.065218562,0.637624074,0.517089376,automl\lightGBM_AutoMl2021_1855,0.784987152,0.870914574,0.123002958,0.146908191,0.251460104,0.114318376,0.765594647,0.594784942,automl\lightGBM_AutoMl2023_1855
1897,0.95,11,8,0.7,0.5,6,60,0.727419659,0.817163355,0.158267903,0.137732683,0.311358263,0.065218562,0.637624074,0.517089376,automl\lightGBM_AutoMl2021_1897,0.784987152,0.870914574,0.123002958,0.146908191,0.251460104,0.114318376,0.765594647,0.594784942,automl\lightGBM_AutoMl2023_1897
1939,0.95,11,8,0.8,0.5,6,60,0.727419659,0.817163355,0.158267903,0.137732683,0.311358263,0.065218562,0.637624074,0.517089376,automl\lightGBM_AutoMl2021_1939,0.784987152,0.870914574,0.123002958,0.146908191,0.251460104,0.114318376,0.765594647,0.594784942,automl\lightGBM_AutoMl2023_1939
1981,0.95,11,8,1,0.5,6,60,0.727419659,0.817163355,0.158267903,0.137732683,0.311358263,0.065218562,0.637624074,0.517089376,automl\lightGBM_AutoMl2021_1981,0.784987152,0.870914574,0.123002958,0.146908191,0.251460104,0.114318376,0.765594647,0.594784942,automl\lightGBM_AutoMl2023_1981
6057,0.11,13,8,0.6,0.5,7,15,0.727030369,0.870464019,0.120508115,0.113136318,0.183423733,0.101408334,0.419095636,0.489690722,automl\lightGBM_AutoMl2021_6057,0.844920011,0.932266859,0.081332181,0.135751287,0.118565139,0.138649343,0.728253831,0.744647981,automl\lightGBM_AutoMl2023_6057
6099,0.11,13,8,0.7,0.5,7,15,0.727030369,0.870464019,0.120508115,0.113136318,0.183423733,0.101408334,0.419095636,0.489690722,automl\lightGBM_AutoMl2021_6099,0.844920011,0.932266859,0.081332181,0.135751287,0.118565139,0.138649343,0.728253831,0.744647981,automl\lightGBM_AutoMl2023_6099
6141,0.11,13,8,0.8,0.5,7,15,0.727030369,0.870464019,0.120508115,0.113136318,0.183423733,0.101408334,0.419095636,0.489690722,automl\lightGBM_AutoMl2021_6141,0.844920011,0.932266859,0.081332181,0.135751287,0.118565139,0.138649343,0.728253831,0.744647981,automl\lightGBM_AutoMl2023_6141
6183,0.11,13,8,1,0.5,7,15,0.727030369,0.870464019,0.120508115,0.113136318,0.183423733,0.101408334,0.419095636,0.489690722,automl\lightGBM_AutoMl2021_6183,0.844920011,0.932266859,0.081332181,0.135751287,0.118565139,0.138649343,0.728253831,0.744647981,automl\lightGBM_AutoMl2023_6183
175,0.95,9,8,0.6,0.5,6,60,0.726972533,0.809740842,0.146854775,0.116867165,0.248609283,0.069459512,0.571293524,0.493132055,automl\lightGBM_AutoMl2021_175,0.800654571,0.893566074,0.101309137,0.11848244,0.162965729,0.106853861,0.701705159,0.591413498,automl\lightGBM_AutoMl2023_175
217,0.95,9,8,0.7,0.5,6,60,0.726972533,0.809740842,0.146854775,0.116867165,0.248609283,0.069459512,0.571293524,0.493132055,automl\lightGBM_AutoMl2021_217,0.800654571,0.893566074,0.101309137,0.11848244,0.162965729,0.106853861,0.701705159,0.591413498,automl\lightGBM_AutoMl2023_217
259,0.95,9,8,0.8,0.5,6,60,0.726972533,0.809740842,0.146854775,0.116867165,0.248609283,0.069459512,0.571293524,0.493132055,automl\lightGBM_AutoMl2021_259,0.800654571,0.893566074,0.101309137,0.11848244,0.162965729,0.106853861,0.701705159,0.591413498,automl\lightGBM_AutoMl2023_259
