,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,16
1170,0.3,6,1.5,1,0.5,0.5,0.5,0.860976531,0.924278376,0.097961715,0.113726277,0.064317854,0.128796752,0.815938069,0.701648588,automl\Xgboost_AutoMl_1170
216,0.15,6,0.8,0.5,0.5,0.5,0.5,0.860910874,0.928761247,0.099344793,0.140673068,0.083824912,0.155327968,0.810746812,0.749799958,automl\Xgboost_AutoMl_216
677,0.2,6,0.8,1,0.3,0.5,1,0.860897596,0.929085384,0.092630397,0.107118429,0.025721519,0.12624425,0.745081967,0.716688568,automl\Xgboost_AutoMl_677
681,0.2,6,0.8,1,0.3,1,0.5,0.860897596,0.929085384,0.092630397,0.107118429,0.025721519,0.12624425,0.745081967,0.716688568,automl\Xgboost_AutoMl_681
104,0.15,4,1.5,1,0.3,0.8,1,0.860874919,0.935470871,0.086048047,0.122595613,0.104007337,0.126843304,0.781693989,0.760735653,automl\Xgboost_AutoMl_104
106,0.15,4,1.5,1,0.3,1,0.8,0.860874919,0.935470871,0.086048047,0.122595613,0.104007337,0.126843304,0.781693989,0.760735653,automl\Xgboost_AutoMl_106
893,0.3,4,0.8,1,0.3,0.5,1,0.860803065,0.92450942,0.098977047,0.121632253,0.039924115,0.142052319,0.774772313,0.726070072,automl\Xgboost_AutoMl_893
897,0.3,4,0.8,1,0.3,1,0.5,0.860803065,0.92450942,0.098977047,0.121632253,0.039924115,0.142052319,0.774772313,0.726070072,automl\Xgboost_AutoMl_897
281,0.15,6,1.1,1,0.3,0.5,1,0.86069069,0.93254883,0.091324504,0.113373848,0.041235508,0.129811332,0.748360656,0.729168515,automl\Xgboost_AutoMl_281
285,0.15,6,1.1,1,0.3,1,0.5,0.86069069,0.93254883,0.091324504,0.113373848,0.041235508,0.129811332,0.748360656,0.729168515,automl\Xgboost_AutoMl_285
234,0.15,6,0.8,1,0.5,0.5,0.5,0.860640186,0.923280889,0.103806567,0.141059215,0.072121519,0.15981893,0.818214936,0.739332593,automl\Xgboost_AutoMl_234
469,0.2,4,1.1,0.5,0.5,0.5,0.8,0.860465519,0.924902115,0.095515643,0.1071674,0.042133065,0.123334068,0.764571949,0.718135158,automl\Xgboost_AutoMl_469
65,0.15,4,1.1,1,0.3,0.5,1,0.860417758,0.93936938,0.082461756,0.121649112,0.112339632,0.12376542,0.779417122,0.760170545,automl\Xgboost_AutoMl_65
69,0.15,4,1.1,1,0.3,1,0.5,0.860417758,0.93936938,0.082461756,0.121649112,0.112339632,0.12376542,0.779417122,0.760170545,automl\Xgboost_AutoMl_69
119,0.15,5,0.8,0.5,0.3,0.5,1,0.860260814,0.921274124,0.106721276,0.140515719,0.073417384,0.16007766,0.831602914,0.729342226,automl\Xgboost_AutoMl_119
123,0.15,5,0.8,0.5,0.3,1,0.5,0.860260814,0.921274124,0.106721276,0.140515719,0.073417384,0.16007766,0.831602914,0.729342226,automl\Xgboost_AutoMl_123
751,0.2,6,1.5,1,0.3,0.8,0.8,0.860085983,0.934866697,0.1063894,0.154712437,0.120496759,0.166584844,0.886703097,0.720544701,automl\Xgboost_AutoMl_751
110,0.15,5,0.8,0.5,0.5,0.5,1,0.860000557,0.917242699,0.100481343,0.114203141,0.03742382,0.135690874,0.789799636,0.705069312,automl\Xgboost_AutoMl_110
114,0.15,5,0.8,0.5,0.5,1,0.5,0.860000557,0.917242699,0.100481343,0.114203141,0.03742382,0.135690874,0.789799636,0.705069312,automl\Xgboost_AutoMl_114
1025,0.3,5,1.1,0.5,0.3,1,1,0.859909266,0.920266965,0.100156795,0.116862015,0.066912232,0.131547755,0.81284153,0.710278143,automl\Xgboost_AutoMl_1025
198,0.15,5,1.5,1,0.5,0.5,0.5,0.859834035,0.931791746,0.095732823,0.135063903,0.088086049,0.146632816,0.79571949,0.750375746,automl\Xgboost_AutoMl_198
490,0.2,4,1.1,1,0.5,0.8,0.8,0.85975785,0.912919481,0.107828632,0.138226133,0.04919039,0.162351033,0.808743169,0.732129607,automl\Xgboost_AutoMl_490
99,0.15,4,1.5,1,0.3,0.5,0.5,0.859598697,0.932827734,0.088810349,0.120420828,0.101008598,0.125099629,0.786520947,0.748483273,automl\Xgboost_AutoMl_99
100,0.15,4,1.5,1,0.3,0.5,0.8,0.859598697,0.932827734,0.088810349,0.120420828,0.101008598,0.125099629,0.786520947,0.748483273,automl\Xgboost_AutoMl_100
446,0.2,4,0.8,0.5,0.3,0.8,1,0.859554157,0.921162258,0.09898613,0.124657204,0.063769721,0.140511484,0.793169399,0.73040634,automl\Xgboost_AutoMl_446
448,0.2,4,0.8,0.5,0.3,1,0.8,0.859554157,0.921162258,0.09898613,0.124657204,0.063769721,0.140511484,0.793169399,0.73040634,automl\Xgboost_AutoMl_448
265,0.15,6,1.1,0.5,0.3,0.8,0.8,0.85931188,0.93226058,0.088012702,0.118210719,0.091830968,0.124355637,0.774225865,0.747439223,automl\Xgboost_AutoMl_265
968,0.3,4,1.5,1,0.3,0.8,1,0.859309276,0.920892926,0.10172425,0.131676086,0.067903272,0.150323193,0.818943534,0.717322803,automl\Xgboost_AutoMl_968
970,0.3,4,1.5,1,0.3,1,0.8,0.859309276,0.920892926,0.10172425,0.131676086,0.067903272,0.150323193,0.818943534,0.717322803,automl\Xgboost_AutoMl_970
145,0.15,5,1.1,0.5,0.5,0.5,0.8,0.859273465,0.927719482,0.092934823,0.110054269,0.055822028,0.123513968,0.766393443,0.720338983,automl\Xgboost_AutoMl_145
459,0.2,4,0.8,1,0.3,0.5,0.5,0.859251168,0.934629575,0.085817705,0.119658168,0.107498517,0.122500149,0.780965392,0.75288643,automl\Xgboost_AutoMl_459
460,0.2,4,0.8,1,0.3,0.5,0.8,0.859251168,0.934629575,0.085817705,0.119658168,0.107498517,0.122500149,0.780965392,0.75288643,automl\Xgboost_AutoMl_460
98,0.15,4,1.5,1,0.5,1,1,0.859246338,0.91999063,0.095202517,0.111371664,0.046699017,0.127641521,0.769581056,0.71917954,automl\Xgboost_AutoMl_98
155,0.15,5,1.1,0.5,0.3,0.5,1,0.859184885,0.921275351,0.106453825,0.140457917,0.05895598,0.16368269,0.816484517,0.723217167,automl\Xgboost_AutoMl_155
159,0.15,5,1.1,0.5,0.3,1,0.5,0.859184885,0.921275351,0.106453825,0.140457917,0.05895598,0.16368269,0.816484517,0.723217167,automl\Xgboost_AutoMl_159
362,0.15,7,1.1,0.5,0.5,0.5,1,0.859119043,0.918426973,0.098578905,0.10988247,0.047770576,0.125959051,0.776047359,0.716471874,automl\Xgboost_AutoMl_362
366,0.15,7,1.1,0.5,0.5,1,0.5,0.859119043,0.918426973,0.098578905,0.10988247,0.047770576,0.125959051,0.776047359,0.716471874,automl\Xgboost_AutoMl_366
647,0.2,5,1.5,1,0.3,1,1,0.858963056,0.914996615,0.100661638,0.117302752,0.048953943,0.135840103,0.790437158,0.715262898,automl\Xgboost_AutoMl_647
445,0.2,4,0.8,0.5,0.3,0.8,0.8,0.858863838,0.925965879,0.097398331,0.128291481,0.072543517,0.14200208,0.784881603,0.740568875,automl\Xgboost_AutoMl_445
296,0.15,6,1.5,0.5,0.5,1,1,0.858557893,0.929651376,0.089598853,0.111589223,0.064359478,0.122813127,0.759836066,0.727407472,automl\Xgboost_AutoMl_296
917,0.3,4,1.1,0.5,0.3,1,1,0.858354062,0.920184094,0.105778967,0.139795607,0.06996529,0.159993479,0.822040073,0.723440067,automl\Xgboost_AutoMl_917
13,0.15,4,0.8,0.5,0.3,0.8,0.8,0.858286469,0.935636631,0.089250039,0.123737195,0.099138525,0.129372065,0.773861566,0.752346379,automl\Xgboost_AutoMl_13
135,0.15,5,0.8,1,0.3,0.5,0.5,0.858113322,0.935100862,0.083937872,0.105667769,0.096095832,0.107866705,0.760655738,0.738624807,automl\Xgboost_AutoMl_135
136,0.15,5,0.8,1,0.3,0.5,0.8,0.858113322,0.935100862,0.083937872,0.105667769,0.096095832,0.107866705,0.760655738,0.738624807,automl\Xgboost_AutoMl_136
606,0.2,5,1.1,1,0.3,0.8,0.5,0.857818797,0.921303405,0.102496174,0.131039466,0.063858551,0.149080901,0.797905282,0.725098283,automl\Xgboost_AutoMl_606
482,0.2,4,1.1,0.5,0.3,0.8,1,0.857794483,0.916400108,0.102303864,0.126624065,0.068493125,0.142642902,0.804644809,0.723143033,automl\Xgboost_AutoMl_482
484,0.2,4,1.1,0.5,0.3,1,0.8,0.857794483,0.916400108,0.102303864,0.126624065,0.068493125,0.142642902,0.804644809,0.723143033,automl\Xgboost_AutoMl_484
324,0.15,7,0.8,0.5,0.5,0.5,0.5,0.857758095,0.92683579,0.097369526,0.129824829,0.079527719,0.142204882,0.785519126,0.740915729,automl\Xgboost_AutoMl_324
144,0.15,5,1.1,0.5,0.5,0.5,0.5,0.857730779,0.934796251,0.091479226,0.135340066,0.107109712,0.142124706,0.79143898,0.754078445,automl\Xgboost_AutoMl_144
937,0.3,4,1.5,0.5,0.5,0.5,0.8,0.857640815,0.917900902,0.100309609,0.113263062,0.075915,0.124245777,0.809836066,0.707595591,automl\Xgboost_AutoMl_937
518,0.2,4,1.5,0.5,0.3,0.8,1,0.857319872,0.919643949,0.100567454,0.12867843,0.086415026,0.140607758,0.815027322,0.72490887,automl\Xgboost_AutoMl_518
520,0.2,4,1.5,0.5,0.3,1,0.8,0.857319872,0.919643949,0.100567454,0.12867843,0.086415026,0.140607758,0.815027322,0.72490887,automl\Xgboost_AutoMl_520
1056,0.3,5,1.5,0.5,0.3,0.8,0.5,0.857267877,0.927094923,0.095852785,0.12127019,0.081625119,0.131320694,0.784517304,0.730743129,automl\Xgboost_AutoMl_1056
263,0.15,6,1.1,0.5,0.3,0.5,1,0.857233084,0.921974058,0.100800304,0.124242959,0.0636321,0.140743029,0.793351548,0.716748262,automl\Xgboost_AutoMl_263
267,0.15,6,1.1,0.5,0.3,1,0.5,0.857233084,0.921974058,0.100800304,0.124242959,0.0636321,0.140743029,0.793351548,0.716748262,automl\Xgboost_AutoMl_267
739,0.2,6,1.5,1,0.5,0.5,0.8,0.85714844,0.918886988,0.112421618,0.150197489,0.082959306,0.171601613,0.851183971,0.718398094,automl\Xgboost_AutoMl_739
767,0.2,7,0.8,0.5,0.3,0.5,1,0.857128824,0.92330651,0.098895622,0.121517453,0.091782383,0.130346397,0.819034608,0.712627283,automl\Xgboost_AutoMl_767
771,0.2,7,0.8,0.5,0.3,1,0.5,0.857128824,0.92330651,0.098895622,0.121517453,0.091782383,0.130346397,0.819034608,0.712627283,automl\Xgboost_AutoMl_771
207,0.15,5,1.5,1,0.3,0.5,0.5,0.857072787,0.939606215,0.081323832,0.120716258,0.128619396,0.118933013,0.775136612,0.758353381,automl\Xgboost_AutoMl_207
208,0.15,5,1.5,1,0.3,0.5,0.8,0.857072787,0.939606215,0.081323832,0.120716258,0.128619396,0.118933013,0.775136612,0.758353381,automl\Xgboost_AutoMl_208
1094,0.3,6,0.8,0.5,0.3,0.8,1,0.857069533,0.921466701,0.09469166,0.106608651,0.074804153,0.115436094,0.789617486,0.707437477,automl\Xgboost_AutoMl_1094
1096,0.3,6,0.8,0.5,0.3,1,0.8,0.857069533,0.921466701,0.09469166,0.106608651,0.074804153,0.115436094,0.789617486,0.707437477,automl\Xgboost_AutoMl_1096
112,0.15,5,0.8,0.5,0.5,0.8,0.8,0.856846863,0.925631766,0.091599744,0.107848174,0.072260713,0.116770589,0.768214936,0.718943107,automl\Xgboost_AutoMl_112
47,0.15,4,1.1,0.5,0.3,0.5,1,0.856843175,0.92329442,0.102205158,0.141504769,0.086080586,0.15627313,0.809471767,0.738083375,automl\Xgboost_AutoMl_47
51,0.15,4,1.1,0.5,0.3,1,0.5,0.856843175,0.92329442,0.102205158,0.141504769,0.086080586,0.15627313,0.809471767,0.738083375,automl\Xgboost_AutoMl_51
93,0.15,4,1.5,1,0.5,0.8,0.5,0.856793739,0.916287534,0.10189726,0.117759545,0.044072522,0.137202967,0.776867031,0.711337197,automl\Xgboost_AutoMl_93
257,0.15,6,1.1,0.5,0.5,0.8,1,0.856781408,0.918374865,0.105864854,0.129083042,0.084218983,0.143823994,0.841256831,0.700223629,automl\Xgboost_AutoMl_257
259,0.15,6,1.1,0.5,0.5,1,0.8,0.856781408,0.918374865,0.105864854,0.129083042,0.084218983,0.143823994,0.841256831,0.700223629,automl\Xgboost_AutoMl_259
116,0.15,5,0.8,0.5,0.5,1,1,0.856692825,0.924711353,0.090967341,0.096108025,0.04612523,0.107989865,0.740163934,0.70848226,automl\Xgboost_AutoMl_116
1092,0.3,6,0.8,0.5,0.3,0.8,0.5,0.856621654,0.923906783,0.103004126,0.133459908,0.095720532,0.144702211,0.828324226,0.719683482,automl\Xgboost_AutoMl_1092
938,0.3,4,1.5,0.5,0.5,0.5,1,0.856619155,0.917602881,0.100866332,0.123650493,0.073200889,0.138817191,0.814754098,0.705075662,automl\Xgboost_AutoMl_938
942,0.3,4,1.5,0.5,0.5,1,0.5,0.856619155,0.917602881,0.100866332,0.123650493,0.073200889,0.138817191,0.814754098,0.705075662,automl\Xgboost_AutoMl_942
642,0.2,5,1.5,1,0.3,0.8,0.5,0.856499477,0.923388148,0.101243905,0.135318391,0.077428113,0.15070215,0.799635701,0.729963419,automl\Xgboost_AutoMl_642
426,0.15,7,1.5,1,0.3,0.8,0.5,0.856444109,0.932821967,0.088734918,0.12016634,0.09920242,0.1250753,0.771129326,0.742817037,automl\Xgboost_AutoMl_426
1083,0.3,6,0.8,0.5,0.5,0.8,0.5,0.856344887,0.926821291,0.094562128,0.108689509,0.112165359,0.107545086,0.833515483,0.693149544,automl\Xgboost_AutoMl_1083
171,0.15,5,1.1,1,0.3,0.5,0.5,0.856279517,0.937169877,0.080171509,0.10893356,0.127047767,0.104788493,0.768852459,0.7478076,automl\Xgboost_AutoMl_171
172,0.15,5,1.1,1,0.3,0.5,0.8,0.856279517,0.937169877,0.080171509,0.10893356,0.127047767,0.104788493,0.768852459,0.7478076,automl\Xgboost_AutoMl_172
530,0.2,4,1.5,1,0.5,1,1,0.856048927,0.924050328,0.099203782,0.131995601,0.082790596,0.145866093,0.807559199,0.718674015,automl\Xgboost_AutoMl_530
371,0.15,7,1.1,0.5,0.3,0.5,1,0.855773294,0.915621736,0.105649202,0.126546996,0.060067707,0.145097959,0.797996357,0.713285575,automl\Xgboost_AutoMl_371
375,0.15,7,1.1,0.5,0.3,1,0.5,0.855773294,0.915621736,0.105649202,0.126546996,0.060067707,0.145097959,0.797996357,0.713285575,automl\Xgboost_AutoMl_375
246,0.15,6,0.8,1,0.3,0.8,0.5,0.855757464,0.934045981,0.088879051,0.125661507,0.108656673,0.129680893,0.777595628,0.746100406,automl\Xgboost_AutoMl_246
914,0.3,4,1.1,0.5,0.3,0.8,1,0.85572177,0.929431985,0.108175696,0.15203269,0.127001467,0.160952438,0.882969035,0.709139451,automl\Xgboost_AutoMl_914
916,0.3,4,1.1,0.5,0.3,1,0.8,0.85572177,0.929431985,0.108175696,0.15203269,0.127001467,0.160952438,0.882969035,0.709139451,automl\Xgboost_AutoMl_916
368,0.15,7,1.1,0.5,0.5,1,1,0.855596917,0.923079666,0.091712329,0.096604958,0.045875739,0.108942473,0.741621129,0.703073735,automl\Xgboost_AutoMl_368
1045,0.3,5,1.5,0.5,0.5,0.5,0.8,0.855521041,0.920383345,0.098992308,0.114861437,0.056173373,0.130789291,0.778506375,0.704263646,automl\Xgboost_AutoMl_1045
22,0.15,4,0.8,1,0.5,0.8,0.8,0.855503913,0.917637529,0.100348681,0.131814971,0.066228574,0.147780451,0.77723133,0.736546843,automl\Xgboost_AutoMl_22
768,0.2,7,0.8,0.5,0.3,0.8,0.5,0.855458829,0.930419973,0.087474357,0.106470569,0.094659571,0.109310582,0.763570128,0.727367371,automl\Xgboost_AutoMl_768
188,0.15,5,1.5,0.5,0.5,1,1,0.855354524,0.926409979,0.09167363,0.10643926,0.077599558,0.11379418,0.767941712,0.7134879,automl\Xgboost_AutoMl_188
332,0.15,7,0.8,0.5,0.5,1,1,0.8551788,0.918877682,0.100756884,0.115758164,0.090811771,0.123912418,0.828415301,0.691106637,automl\Xgboost_AutoMl_332
218,0.15,6,0.8,0.5,0.5,0.5,1,0.854890512,0.923915287,0.091250745,0.104631354,0.065678386,0.114040167,0.752003643,0.71498463,automl\Xgboost_AutoMl_218
222,0.15,6,0.8,0.5,0.5,1,0.5,0.854890512,0.923915287,0.091250745,0.104631354,0.065678386,0.114040167,0.752003643,0.71498463,automl\Xgboost_AutoMl_222
309,0.15,6,1.5,1,0.5,0.8,0.5,0.854794416,0.91529283,0.104750012,0.122361999,0.038955162,0.144799711,0.775409836,0.704131001,automl\Xgboost_AutoMl_309
181,0.15,5,1.5,0.5,0.5,0.5,0.8,0.854772094,0.924255003,0.094643438,0.115988568,0.091086854,0.122388391,0.781967213,0.724129206,automl\Xgboost_AutoMl_181
724,0.2,6,1.5,0.5,0.5,0.8,0.8,0.854712196,0.919182589,0.095114838,0.102748788,0.079996769,0.109302939,0.790255009,0.696695973,automl\Xgboost_AutoMl_724
605,0.2,5,1.1,1,0.3,0.5,1,0.854665242,0.921193207,0.098153928,0.113398735,0.030535577,0.132523269,0.73579235,0.713094135,automl\Xgboost_AutoMl_605
609,0.2,5,1.1,1,0.3,1,0.5,0.854665242,0.921193207,0.098153928,0.113398735,0.030535577,0.132523269,0.73579235,0.713094135,automl\Xgboost_AutoMl_609
667,0.2,6,0.8,1,0.5,0.5,0.8,0.854633509,0.920621981,0.106725191,0.136083459,0.068222988,0.155900322,0.809107468,0.709103245,automl\Xgboost_AutoMl_667
1190,0.3,7,0.8,0.5,0.5,0.5,1,0.854570993,0.935100254,0.078496656,0.061097107,0.046724444,0.064265559,0.693533698,0.685110211,automl\Xgboost_AutoMl_1190
1194,0.3,7,0.8,0.5,0.5,1,0.5,0.854570993,0.935100254,0.078496656,0.061097107,0.046724444,0.064265559,0.693533698,0.685110211,automl\Xgboost_AutoMl_1194
1261,0.3,7,1.5,0.5,0.5,0.5,0.8,0.854472866,0.933171624,0.081647902,0.085273434,0.08969386,0.084246325,0.737522769,0.712757999,automl\Xgboost_AutoMl_1261
1128,0.3,6,1.1,0.5,0.3,0.8,0.5,0.854208663,0.917182522,0.112524239,0.14289843,0.075444503,0.164435277,0.835063752,0.703872875,automl\Xgboost_AutoMl_1128
1226,0.3,7,1.1,0.5,0.5,0.5,1,0.854208052,0.928610253,0.084933993,0.074032626,0.062704315,0.076802342,0.728870674,0.689438318,automl\Xgboost_AutoMl_1226
1230,0.3,7,1.1,0.5,0.5,1,0.5,0.854208052,0.928610253,0.084933993,0.074032626,0.062704315,0.076802342,0.728870674,0.689438318,automl\Xgboost_AutoMl_1230
1163,0.3,6,1.5,0.5,0.3,0.5,1,0.854093537,0.926699057,0.10071594,0.123999711,0.122974235,0.124356256,0.853005464,0.692546584,automl\Xgboost_AutoMl_1163
1167,0.3,6,1.5,0.5,0.3,1,0.5,0.854093537,0.926699057,0.10071594,0.123999711,0.122974235,0.124356256,0.853005464,0.692546584,automl\Xgboost_AutoMl_1167
410,0.15,7,1.5,0.5,0.3,0.8,1,0.854056602,0.918266417,0.09848485,0.120297197,0.07903207,0.131021038,0.782604736,0.721282579,automl\Xgboost_AutoMl_410
412,0.15,7,1.5,0.5,0.3,1,0.8,0.854056602,0.918266417,0.09848485,0.120297197,0.07903207,0.131021038,0.782604736,0.721282579,automl\Xgboost_AutoMl_412
569,0.2,5,0.8,1,0.3,0.5,1,0.854035439,0.917512824,0.101790413,0.117461706,0.038830395,0.136717969,0.753005464,0.71177686,automl\Xgboost_AutoMl_569
573,0.2,5,0.8,1,0.3,1,0.5,0.854035439,0.917512824,0.101790413,0.117461706,0.038830395,0.136717969,0.753005464,0.71177686,automl\Xgboost_AutoMl_573
860,0.2,7,1.5,1,0.3,0.8,1,0.85398359,0.915388704,0.105444375,0.127727915,0.065995755,0.145461732,0.800819672,0.706861208,automl\Xgboost_AutoMl_860
862,0.2,7,1.5,1,0.3,1,0.8,0.85398359,0.915388704,0.105444375,0.127727915,0.065995755,0.145461732,0.800819672,0.706861208,automl\Xgboost_AutoMl_862
63,0.15,4,1.1,1,0.3,0.5,0.5,0.853931652,0.932823273,0.087258052,0.111673517,0.090102716,0.116552152,0.748360656,0.731440271,automl\Xgboost_AutoMl_63
64,0.15,4,1.1,1,0.3,0.5,0.8,0.853931652,0.932823273,0.087258052,0.111673517,0.090102716,0.116552152,0.748360656,0.731440271,automl\Xgboost_AutoMl_64
1227,0.3,7,1.1,0.5,0.5,0.8,0.5,0.853900649,0.920068142,0.096987566,0.114538711,0.079807974,0.124281426,0.79007286,0.704597141,automl\Xgboost_AutoMl_1227
626,0.2,5,1.5,0.5,0.3,0.8,1,0.853857917,0.91448849,0.105159106,0.132945313,0.076045361,0.148745538,0.803278689,0.719530103,automl\Xgboost_AutoMl_626
628,0.2,5,1.5,0.5,0.3,1,0.8,0.853857917,0.91448849,0.105159106,0.132945313,0.076045361,0.148745538,0.803278689,0.719530103,automl\Xgboost_AutoMl_628
372,0.15,7,1.1,0.5,0.3,0.8,0.5,0.853814466,0.926945832,0.094607255,0.124552038,0.099162293,0.130854059,0.780601093,0.733661459,automl\Xgboost_AutoMl_372
847,0.2,7,1.5,1,0.5,0.5,0.8,0.85379852,0.91924304,0.109565095,0.136124402,0.095174188,0.150438787,0.853278689,0.691133078,automl\Xgboost_AutoMl_847
436,0.2,4,0.8,0.5,0.5,0.8,0.8,0.853747668,0.925594877,0.088950191,0.102381105,0.101236498,0.102663151,0.766666667,0.722792255,automl\Xgboost_AutoMl_436
27,0.15,4,0.8,1,0.3,0.5,0.5,0.853676566,0.932518322,0.087450386,0.111683954,0.088760632,0.116887313,0.747723133,0.729712914,automl\Xgboost_AutoMl_27
28,0.15,4,0.8,1,0.3,0.5,0.8,0.853676566,0.932518322,0.087450386,0.111683954,0.088760632,0.116887313,0.747723133,0.729712914,automl\Xgboost_AutoMl_28
253,0.15,6,1.1,0.5,0.5,0.5,0.8,0.853588692,0.922982709,0.092253513,0.095269901,0.064592381,0.10346085,0.759107468,0.691557768,automl\Xgboost_AutoMl_253
1062,0.3,5,1.5,1,0.5,0.5,0.5,0.853526801,0.919806102,0.103634411,0.127080858,0.0878301,0.139362958,0.82140255,0.698497522,automl\Xgboost_AutoMl_1062
678,0.2,6,0.8,1,0.3,0.8,0.5,0.853447522,0.938105095,0.081204056,0.1147362,0.118044125,0.113993315,0.755737705,0.740826712,automl\Xgboost_AutoMl_678
1020,0.3,5,1.1,0.5,0.3,0.8,0.5,0.853438781,0.925030401,0.095124972,0.119593944,0.091281866,0.126684468,0.775500911,0.726102157,automl\Xgboost_AutoMl_1020
39,0.15,4,1.1,0.5,0.5,0.8,0.5,0.853430536,0.938884147,0.085250284,0.130163611,0.130935268,0.129991854,0.770218579,0.757829652,automl\Xgboost_AutoMl_39
342,0.15,7,0.8,1,0.5,0.5,0.5,0.853174981,0.91420737,0.108089212,0.130966411,0.05319408,0.152174735,0.786794171,0.710298047,automl\Xgboost_AutoMl_342
713,0.2,6,1.1,1,0.3,0.5,1,0.853092745,0.922681366,0.100021069,0.118409813,0.05203028,0.135716165,0.763570128,0.702766136,automl\Xgboost_AutoMl_713
717,0.2,6,1.1,1,0.3,1,0.5,0.853092745,0.922681366,0.100021069,0.118409813,0.05203028,0.135716165,0.763570128,0.702766136,automl\Xgboost_AutoMl_717
972,0.3,5,0.8,0.5,0.5,0.5,0.5,0.853015167,0.922814067,0.099766771,0.127566552,0.084599425,0.13838995,0.779326047,0.727883634,automl\Xgboost_AutoMl_972
271,0.15,6,1.1,1,0.5,0.5,0.8,0.852861215,0.915320768,0.115412432,0.147805947,0.075842415,0.170549921,0.83442623,0.706481089,automl\Xgboost_AutoMl_271
224,0.15,6,0.8,0.5,0.5,1,1,0.852816353,0.919595845,0.099894252,0.116382743,0.091786691,0.124183673,0.81575592,0.68961004,automl\Xgboost_AutoMl_224
365,0.15,7,1.1,0.5,0.5,0.8,1,0.85280116,0.91650102,0.099159429,0.107431521,0.052699336,0.122213386,0.76557377,0.694022457,automl\Xgboost_AutoMl_365
367,0.15,7,1.1,0.5,0.5,1,0.8,0.85280116,0.91650102,0.099159429,0.107431521,0.052699336,0.122213386,0.76557377,0.694022457,automl\Xgboost_AutoMl_367
481,0.2,4,1.1,0.5,0.3,0.8,0.8,0.85263325,0.922755352,0.096571491,0.123659324,0.073371648,0.135668112,0.760291439,0.726355173,automl\Xgboost_AutoMl_481
900,0.3,4,1.1,0.5,0.5,0.5,0.5,0.852582243,0.913131865,0.103882291,0.112696285,0.051028649,0.130058746,0.777595628,0.692373191,automl\Xgboost_AutoMl_900
526,0.2,4,1.5,1,0.5,0.8,0.8,0.852344538,0.909529755,0.106161642,0.126874538,0.049471898,0.147517236,0.777959927,0.709085627,automl\Xgboost_AutoMl_526
260,0.15,6,1.1,0.5,0.5,1,1,0.852308998,0.918052633,0.103676911,0.122541023,0.080992071,0.136173899,0.82003643,0.682974931,automl\Xgboost_AutoMl_260
902,0.3,4,1.1,0.5,0.5,0.5,1,0.852087274,0.918266517,0.102221878,0.124921326,0.055998432,0.143798961,0.777140255,0.700258504,automl\Xgboost_AutoMl_902
906,0.3,4,1.1,0.5,0.5,1,0.5,0.852087274,0.918266517,0.102221878,0.124921326,0.055998432,0.143798961,0.777140255,0.700258504,automl\Xgboost_AutoMl_906
356,0.15,7,0.8,1,0.3,0.8,1,0.852067635,0.917875031,0.102646713,0.119989724,0.070634446,0.134599018,0.795081967,0.692719698,automl\Xgboost_AutoMl_356
358,0.15,7,0.8,1,0.3,1,0.8,0.852067635,0.917875031,0.102646713,0.119989724,0.070634446,0.134599018,0.795081967,0.692719698,automl\Xgboost_AutoMl_358
577,0.2,5,1.1,0.5,0.5,0.5,0.8,0.851989446,0.915593639,0.105610525,0.129973347,0.085130164,0.143139617,0.809380692,0.707676382,automl\Xgboost_AutoMl_577
913,0.3,4,1.1,0.5,0.3,0.8,0.8,0.851832776,0.915624551,0.102773448,0.120328506,0.063165968,0.135944846,0.778961749,0.702678278,automl\Xgboost_AutoMl_913
431,0.15,7,1.5,1,0.3,1,1,0.851782006,0.911887133,0.101616479,0.112862464,0.05180545,0.129298785,0.767941712,0.697147582,automl\Xgboost_AutoMl_431
401,0.15,7,1.5,0.5,0.5,0.8,1,0.851640857,0.917800117,0.09550669,0.092729039,0.026788239,0.108503452,0.719854281,0.687214711,automl\Xgboost_AutoMl_401
403,0.15,7,1.5,0.5,0.5,1,0.8,0.851640857,0.917800117,0.09550669,0.092729039,0.026788239,0.108503452,0.719854281,0.687214711,automl\Xgboost_AutoMl_403
881,0.3,4,0.8,0.5,0.3,1,1,0.851622864,0.913625533,0.102595065,0.121062265,0.072569674,0.134608077,0.788160291,0.704178364,automl\Xgboost_AutoMl_881
292,0.15,6,1.5,0.5,0.5,0.8,0.8,0.851550965,0.920994127,0.093361421,0.110547991,0.087864912,0.116245304,0.764845173,0.715240813,automl\Xgboost_AutoMl_292
824,0.2,7,1.1,1,0.3,0.8,1,0.851433388,0.920367146,0.101374848,0.125382133,0.091171221,0.135825509,0.80992714,0.696234244,automl\Xgboost_AutoMl_824
826,0.2,7,1.1,1,0.3,1,0.8,0.851433388,0.920367146,0.101374848,0.125382133,0.091171221,0.135825509,0.80992714,0.696234244,automl\Xgboost_AutoMl_826
734,0.2,6,1.5,0.5,0.3,0.8,1,0.851243654,0.910290787,0.104531666,0.118685174,0.071545069,0.131378773,0.782058288,0.709874757,automl\Xgboost_AutoMl_734
