,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,,,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,16
437,0.4,4,0.8,0.8,0.4,0.8,0.8,0.833928354,0.910514676,0.112678419,0.123363303,0.099151401,0.13080202,0.743185757,0.685062813,,,0.874704035,0.935812778,0.079737906,0.111857366,0.070597028,0.120902681,0.823224692,0.751379039,automl\Xgboost_AutoMl2023_437
266,0.3,7,1.1,0.8,0.3,0.8,0.5,0.84861947,0.911089871,0.121321926,0.141246676,0.092487155,0.158821439,0.824484008,0.711198695,,,0.874680541,0.940343193,0.080211615,0.115864664,0.077051238,0.124863547,0.836391107,0.744476465,automl\Xgboost_AutoMl2023_266
507,0.4,6,0.8,0.8,0.3,0.8,0.8,0.780821759,0.858433037,0.131514435,0.117481322,0.144417539,0.108888007,0.639514731,0.580396082,,,0.874473452,0.934329541,0.073176246,0.099995113,0.055053561,0.108826453,0.786963091,0.753773,automl\Xgboost_AutoMl2023_507
146,0.3,4,0.8,0.8,0.3,0.8,0.5,0.813362663,0.919054791,0.101714523,0.123091047,0.108226221,0.126738685,0.643926264,0.650226712,,,0.874399913,0.944449839,0.072423026,0.118733303,0.101182532,0.122226454,0.816533564,0.777754934,automl\Xgboost_AutoMl2023_146
302,0.35,4,1.1,0.8,0.3,0.8,0.5,0.896936572,0.944456792,0.090375259,0.119846144,0.0603326,0.14063648,0.911296676,0.796419966,,,0.874317713,0.944946639,0.071405302,0.099094286,0.099141484,0.099083233,0.832721779,0.737878933,automl\Xgboost_AutoMl2023_302
63,0.2,5,1.5,0.8,0.3,0.8,0.8,0.823431579,0.887894227,0.116106481,0.109248765,0.076619403,0.118032787,0.686623602,0.668046294,,,0.874210182,0.937347096,0.080024504,0.118741448,0.058397646,0.131001333,0.805093892,0.7599837,automl\Xgboost_AutoMl2023_63
164,0.3,4,1.1,1,0.3,0.8,0.5,0.856495912,0.926135092,0.095150515,0.111056414,0.117094528,0.109302872,0.790452182,0.745689655,,,0.874169257,0.937593082,0.075940273,0.109475793,0.065271761,0.118238601,0.797323548,0.760786737,automl\Xgboost_AutoMl2023_164
95,0.2,6,1.1,1,0.4,0.8,0.8,0.81837807,0.890104638,0.119702133,0.12026719,0.123123213,0.11923392,0.743185757,0.640070561,,,0.873991243,0.936281755,0.07799056,0.108249169,0.062245565,0.117971309,0.80725232,0.748898678,automl\Xgboost_AutoMl2023_95
3,0.2,4,0.8,0.8,0.3,0.8,0.8,0.826050143,0.903264732,0.106379641,0.097826706,0.076301057,0.103233057,0.666614148,0.666929382,,,0.873902388,0.94441355,0.070055433,0.11446211,0.102390259,0.116805096,0.807899849,0.77800873,automl\Xgboost_AutoMl2023_3
464,0.4,4,1.5,1,0.3,0.8,0.5,0.879584738,0.935003151,0.098457883,0.11908003,0.053641208,0.140837763,0.852843863,0.760840537,,,0.873759416,0.931658294,0.082035619,0.112838014,0.059424037,0.124778761,0.821713792,0.743482082,automl\Xgboost_AutoMl2023_464
322,0.35,4,1.5,1,0.4,0.8,0.5,0.821723117,0.895967168,0.117690317,0.123261998,0.110099856,0.127476282,0.726800063,0.658623644,,,0.87368676,0.93718891,0.081259967,0.125451228,0.093701833,0.132909877,0.851715951,0.753628724,automl\Xgboost_AutoMl2023_322
352,0.35,5,1.5,0.8,0.4,0.8,0.5,0.807343588,0.874547144,0.129116309,0.119762251,0.107473962,0.123775776,0.698282653,0.627584254,,,0.873643179,0.934007723,0.086980953,0.12501629,0.075057909,0.13726572,0.853874379,0.741032125,automl\Xgboost_AutoMl2023_352
8,0.2,4,0.8,1,0.3,0.8,0.5,0.875306367,0.940460596,0.086045849,0.12158098,0.116425832,0.123130687,0.847329447,0.788100821,,,0.873622027,0.94250276,0.075132974,0.130885515,0.113672655,0.134243109,0.825598964,0.79332158,automl\Xgboost_AutoMl2023_8
528,0.4,6,1.5,0.8,0.2,0.8,0.5,0.892645807,0.946157242,0.091358928,0.123162277,0.061030488,0.144946126,0.899952734,0.78531656,,,0.873564414,0.933835714,0.07865651,0.119919202,0.063978015,0.13093293,0.802287934,0.767816567,automl\Xgboost_AutoMl2023_528
529,0.4,6,1.5,0.8,0.2,0.8,0.8,0.892645807,0.946157242,0.091358928,0.123162277,0.061030488,0.144946126,0.899952734,0.78531656,,,0.873564414,0.933835714,0.07865651,0.119919202,0.063978015,0.13093293,0.802287934,0.767816567,automl\Xgboost_AutoMl2023_529
71,0.2,5,1.5,1,0.4,0.8,0.8,0.861512194,0.918558413,0.107816228,0.123016652,0.070733028,0.140309433,0.819442256,0.7326384,,,0.873526013,0.935550543,0.081507539,0.12181371,0.059632726,0.134859682,0.812432549,0.756126959,automl\Xgboost_AutoMl2023_71
466,0.4,4,1.5,1,0.4,0.8,0.5,0.818884332,0.888383957,0.115231709,0.114690705,0.113143008,0.115101767,0.691507799,0.676479655,,,0.873356017,0.93932667,0.072734842,0.091796442,0.067046729,0.097020991,0.794733434,0.737654012,automl\Xgboost_AutoMl2023_466
177,0.3,4,1.5,1,0.3,0.8,0.8,0.900248174,0.951110064,0.090174683,0.123532671,0.042929515,0.150618576,0.904049157,0.802966695,,,0.873260497,0.933556446,0.085197494,0.133384375,0.066933989,0.147548516,0.827109864,0.764412527,automl\Xgboost_AutoMl2023_177
165,0.3,4,1.1,1,0.3,0.8,0.8,0.899963975,0.958765838,0.086797456,0.138017602,0.079828641,0.158318388,0.931306129,0.814355583,,,0.873112849,0.936257422,0.08029699,0.120365544,0.066621972,0.131857278,0.816317721,0.753386454,automl\Xgboost_AutoMl2023_165
404,0.35,7,0.8,1,0.3,0.8,0.5,0.86231881,0.919697869,0.102761744,0.106925098,0.056266614,0.122764295,0.793760832,0.726407613,,,0.872632772,0.931727003,0.078388662,0.090077865,0.044998183,0.099925569,0.792790848,0.724743489,automl\Xgboost_AutoMl2023_404
218,0.3,6,0.8,0.8,0.3,0.8,0.5,0.83040839,0.898791778,0.114888589,0.126228315,0.136183715,0.122875582,0.774066488,0.686892695,,,0.872508272,0.94637632,0.07434642,0.11415749,0.121711497,0.112285035,0.857975394,0.740913327,automl\Xgboost_AutoMl2023_218
53,0.2,5,1.1,0.8,0.4,0.8,0.8,0.783622118,0.852167188,0.128771021,0.121886476,0.148347679,0.115022725,0.628170789,0.620399907,,,0.872506169,0.934745445,0.085606682,0.139706457,0.082829116,0.15199683,0.838333693,0.770100129,automl\Xgboost_AutoMl2023_53
68,0.2,5,1.5,1,0.3,0.8,0.5,0.840917357,0.908389846,0.114197247,0.13016177,0.091731025,0.142148434,0.768867181,0.704337158,,,0.872326496,0.933978039,0.087913281,0.143682804,0.074991017,0.15889844,0.841787179,0.764780861,automl\Xgboost_AutoMl2023_68
123,0.2,7,1.1,0.8,0.3,0.8,0.8,0.839064777,0.897852744,0.114943134,0.1137204,0.070793524,0.127170298,0.750118166,0.685874811,,,0.872205028,0.935934548,0.081232728,0.109057145,0.04814899,0.122344922,0.802072092,0.733662389,automl\Xgboost_AutoMl2023_123
176,0.3,4,1.5,1,0.3,0.8,0.5,0.873505966,0.935712213,0.086922589,0.112177093,0.124297847,0.108418357,0.849062549,0.779658565,,,0.872204623,0.940439639,0.071030488,0.100962729,0.083668825,0.104282358,0.786963091,0.761487051,automl\Xgboost_AutoMl2023_176
9,0.2,4,0.8,1,0.3,0.8,0.8,0.857340457,0.91792478,0.107396974,0.124995251,0.072844828,0.140691928,0.793603277,0.737751739,,,0.872127029,0.935623898,0.082451718,0.134475793,0.075531915,0.146415139,0.817181092,0.772416607,automl\Xgboost_AutoMl2023_9
200,0.3,5,1.1,1,0.3,0.8,0.5,0.849153891,0.920692525,0.107727719,0.133181905,0.090511621,0.145454916,0.773278714,0.732373349,,,0.872082397,0.940556932,0.074150018,0.110085033,0.081092067,0.115869123,0.797971077,0.759293489,automl\Xgboost_AutoMl2023_200
159,0.3,4,1.1,0.8,0.3,0.8,0.8,0.811184272,0.87980311,0.124291158,0.12338388,0.120335653,0.124376757,0.713407909,0.641905302,,,0.871895566,0.938772888,0.080537129,0.12466443,0.075858779,0.134711637,0.811785021,0.761875823,automl\Xgboost_AutoMl2023_159
60,0.2,5,1.5,0.8,0.2,0.8,0.5,0.902376468,0.946289232,0.089480324,0.117823224,0.041868146,0.143687405,0.91176934,0.80537193,,,0.871794096,0.937605319,0.081895617,0.135407572,0.090873635,0.144340139,0.821497949,0.779838131,automl\Xgboost_AutoMl2023_60
61,0.2,5,1.5,0.8,0.2,0.8,0.8,0.902376468,0.946289232,0.089480324,0.117823224,0.041868146,0.143687405,0.91176934,0.80537193,,,0.871794096,0.937605319,0.081895617,0.135407572,0.090873635,0.144340139,0.821497949,0.779838131,automl\Xgboost_AutoMl2023_61
446,0.4,4,1.1,0.8,0.3,0.8,0.5,0.871765703,0.940107526,0.093783899,0.110541978,0.074671307,0.122219891,0.826059556,0.743424318,,,0.871721152,0.943061623,0.072166478,0.095526813,0.105655067,0.093135873,0.828836607,0.731777037,automl\Xgboost_AutoMl2023_446
5,0.2,4,0.8,0.8,0.4,0.8,0.8,0.801042978,0.872695933,0.126886982,0.137724769,0.130300621,0.139686812,0.670868127,0.657606178,,,0.87168958,0.93586036,0.080782759,0.124016094,0.073364804,0.134197089,0.807036477,0.765404299,automl\Xgboost_AutoMl2023_5
56,0.2,5,1.1,1,0.3,0.8,0.5,0.838124425,0.905559363,0.114304985,0.129416234,0.1046316,0.137158793,0.768236962,0.703303043,,,0.8714732,0.933213156,0.090343417,0.142770574,0.064251677,0.160546188,0.838549536,0.754442179,automl\Xgboost_AutoMl2023_56
17,0.2,4,1.1,0.8,0.4,0.8,0.8,0.81197113,0.888183564,0.124360161,0.150761365,0.143717429,0.152732982,0.71640145,0.686080724,,,0.871450916,0.936157492,0.07957777,0.120288982,0.081902705,0.128344501,0.815454349,0.758863111,automl\Xgboost_AutoMl2023_17
21,0.2,4,1.1,1,0.3,0.8,0.8,0.872487012,0.937818291,0.097710225,0.137658288,0.098766995,0.149771652,0.851110761,0.780128529,,,0.871386768,0.936614865,0.080914567,0.135055711,0.089621152,0.144041208,0.816965249,0.780331925,automl\Xgboost_AutoMl2023_21
147,0.3,4,0.8,0.8,0.3,0.8,0.8,0.819894791,0.878278141,0.135461683,0.147117576,0.12232807,0.156598757,0.785252875,0.660745062,,,0.871374294,0.934818316,0.08659867,0.129171825,0.067729839,0.143084469,0.830131664,0.746796117,automl\Xgboost_AutoMl2023_147
192,0.3,5,1.1,0.8,0.2,0.8,0.5,0.895482011,0.950178112,0.094280415,0.132752944,0.063712731,0.157974585,0.922325508,0.791134536,,,0.871104356,0.931703486,0.086995991,0.13454584,0.064305936,0.149794798,0.824735592,0.756034824,automl\Xgboost_AutoMl2023_192
193,0.3,5,1.1,0.8,0.2,0.8,0.8,0.895482011,0.950178112,0.094280415,0.132752944,0.063712731,0.157974585,0.922325508,0.791134536,,,0.871104356,0.931703486,0.086995991,0.13454584,0.064305936,0.149794798,0.824735592,0.756034824,automl\Xgboost_AutoMl2023_193
45,0.2,5,0.8,1,0.3,0.8,0.8,0.868952816,0.92869896,0.103384965,0.126025706,0.076670717,0.143415532,0.850480542,0.740618783,,,0.870960178,0.929173351,0.088763951,0.135138789,0.05412523,0.152551061,0.819771207,0.75484448,automl\Xgboost_AutoMl2023_45
135,0.2,7,1.5,0.8,0.3,0.8,0.8,0.860802155,0.920447913,0.105208532,0.115162403,0.061672562,0.133049594,0.80762565,0.718782865,,,0.870699228,0.937460306,0.077797159,0.100355118,0.061733596,0.108932553,0.800345349,0.726275585,automl\Xgboost_AutoMl2023_135
75,0.2,6,0.8,0.8,0.3,0.8,0.8,0.814611732,0.872425732,0.124911059,0.12739648,0.095004213,0.13682409,0.701433748,0.661122661,,,0.87058113,0.937217422,0.079644239,0.118352121,0.062536982,0.130289488,0.804446363,0.742356339,automl\Xgboost_AutoMl2023_75
39,0.2,5,0.8,0.8,0.3,0.8,0.8,0.821556745,0.881650678,0.11891053,0.102348993,0.057458013,0.115190131,0.680478966,0.645928363,,,0.870390146,0.935174609,0.082180588,0.119459829,0.055564235,0.133226745,0.804446363,0.739924558,automl\Xgboost_AutoMl2023_39
422,0.35,7,1.5,0.8,0.3,0.8,0.5,0.804153696,0.886661991,0.12720489,0.131956756,0.159825731,0.120984999,0.741137545,0.61611002,,,0.870198154,0.93936293,0.079115994,0.105626507,0.077163462,0.112291918,0.818476149,0.72525581,automl\Xgboost_AutoMl2023_422
33,0.2,4,1.5,1,0.3,0.8,0.8,0.886591781,0.945727345,0.093180852,0.130843991,0.077351036,0.148146053,0.880573499,0.79462572,,,0.869947441,0.936707196,0.07984592,0.132162638,0.099884608,0.138418381,0.812216706,0.78265391,automl\Xgboost_AutoMl2023_33
166,0.3,4,1.1,1,0.4,0.8,0.5,0.834450624,0.885825305,0.12743469,0.134530518,0.075665364,0.155138479,0.778635576,0.679873435,,,0.869869849,0.93333683,0.089391077,0.133974067,0.080409505,0.146811389,0.846967408,0.742689505,automl\Xgboost_AutoMl2023_166
540,0.4,7,0.8,0.8,0.2,0.8,0.5,0.885950259,0.944194202,0.098228914,0.134706218,0.068407186,0.158529133,0.897589412,0.775260257,,,0.869704039,0.927790337,0.083001868,0.114815599,0.044680953,0.12913087,0.789337362,0.743594957,automl\Xgboost_AutoMl2023_540
541,0.4,7,0.8,0.8,0.2,0.8,0.8,0.885950259,0.944194202,0.098228914,0.134706218,0.068407186,0.158529133,0.897589412,0.775260257,,,0.869704039,0.927790337,0.083001868,0.114815599,0.044680953,0.12913087,0.789337362,0.743594957,automl\Xgboost_AutoMl2023_541
38,0.2,5,0.8,0.8,0.3,0.8,0.5,0.790568136,0.866924555,0.128774022,0.119176586,0.145479939,0.110439862,0.671025681,0.598889123,,,0.869527248,0.935399802,0.085551847,0.129663778,0.071425289,0.142211816,0.816965249,0.751439349,automl\Xgboost_AutoMl2023_38
22,0.2,4,1.1,1,0.4,0.8,0.5,0.820798204,0.899872221,0.110414354,0.107154616,0.112812872,0.105627914,0.687253821,0.668045026,,,0.869513078,0.93443622,0.082555463,0.12213299,0.071079143,0.133300576,0.814375135,0.744034707,automl\Xgboost_AutoMl2023_22
26,0.2,4,1.5,0.8,0.3,0.8,0.5,0.807392003,0.910464911,0.110028227,0.135833228,0.130897553,0.137131633,0.661257287,0.649388829,,,0.869430625,0.938520368,0.081318957,0.13866065,0.109775487,0.144537346,0.827325707,0.780492771,automl\Xgboost_AutoMl2023_26
153,0.3,4,0.8,1,0.3,0.8,0.8,0.901398263,0.953636714,0.088669179,0.125237432,0.062042774,0.148104117,0.929888136,0.800814111,,,0.869365632,0.931091028,0.08490901,0.11881801,0.06348018,0.131648072,0.821282107,0.731027858,automl\Xgboost_AutoMl2023_153
279,0.3,7,1.5,0.8,0.3,0.8,0.8,0.803527285,0.874456079,0.137458631,0.145346334,0.182256236,0.127888785,0.797699701,0.614069133,,,0.869223602,0.934277669,0.079122283,0.10546198,0.066948847,0.113966669,0.802503777,0.730093274,automl\Xgboost_AutoMl2023_279
81,0.2,6,0.8,1,0.3,0.8,0.8,0.877105315,0.933068506,0.10641609,0.13268488,0.069464706,0.155959806,0.883094375,0.755034687,,,0.869148749,0.92946539,0.094462252,0.139054864,0.07106723,0.155707767,0.851068422,0.738943028,automl\Xgboost_AutoMl2023_81
552,0.4,7,1.1,0.8,0.2,0.8,0.5,0.880508018,0.945201826,0.100641364,0.147182474,0.095629047,0.166617262,0.910508902,0.770790263,,,0.869145615,0.924494134,0.086917584,0.123483417,0.056136649,0.138410945,0.815886035,0.74103117,automl\Xgboost_AutoMl2023_552
553,0.4,7,1.1,0.8,0.2,0.8,0.8,0.880508018,0.945201826,0.100641364,0.147182474,0.095629047,0.166617262,0.910508902,0.770790263,,,0.869145615,0.924494134,0.086917584,0.123483417,0.056136649,0.138410945,0.815886035,0.74103117,automl\Xgboost_AutoMl2023_553
398,0.35,7,0.8,0.8,0.3,0.8,0.5,0.812343939,0.887022882,0.130073012,0.140124414,0.155708704,0.133580932,0.780998897,0.631947986,,,0.868947315,0.936808756,0.083752368,0.115908647,0.086909199,0.122813723,0.831858407,0.73158694,automl\Xgboost_AutoMl2023_398
231,0.3,6,1.1,0.8,0.3,0.8,0.8,0.825681413,0.884488314,0.12252419,0.117193238,0.064968545,0.132923464,0.712305026,0.661981111,,,0.868735958,0.934461899,0.080073884,0.10895289,0.054152855,0.12073108,0.791927477,0.729206002,automl\Xgboost_AutoMl2023_231
560,0.4,7,1.1,1,0.3,0.8,0.5,0.813792386,0.886735391,0.126323706,0.1282544,0.157113779,0.115692021,0.783362218,0.62434859,,,0.868637531,0.941273261,0.072917203,0.09790187,0.109353059,0.095129896,0.827973235,0.722750824,automl\Xgboost_AutoMl2023_560
101,0.2,6,1.5,0.8,0.4,0.8,0.8,0.828462144,0.886774612,0.118763391,0.116987464,0.080538861,0.127983476,0.726012289,0.67427568,,,0.868624362,0.928561511,0.088274568,0.131323711,0.063961511,0.146055348,0.818691992,0.74805246,automl\Xgboost_AutoMl2023_101
47,0.2,5,0.8,1,0.4,0.8,0.8,0.773392082,0.861412161,0.124191738,0.088310434,0.114722573,0.081672873,0.553017173,0.5531479,,,0.868377319,0.931183383,0.08042896,0.106252036,0.052014174,0.117732512,0.787610619,0.730165083,automl\Xgboost_AutoMl2023_47
96,0.2,6,1.5,0.8,0.2,0.8,0.5,0.903867535,0.947867842,0.087823151,0.110548309,0.02828002,0.138464066,0.903103829,0.798885017,,,0.867991427,0.933343998,0.08310403,0.127922395,0.071728516,0.139172597,0.798618606,0.7587409,automl\Xgboost_AutoMl2023_96
97,0.2,6,1.5,0.8,0.2,0.8,0.8,0.903867535,0.947867842,0.087823151,0.110548309,0.02828002,0.138464066,0.903103829,0.798885017,,,0.867991427,0.933343998,0.08310403,0.127922395,0.071728516,0.139172597,0.798618606,0.7587409,automl\Xgboost_AutoMl2023_97
14,0.2,4,1.1,0.8,0.3,0.8,0.5,0.817092699,0.913455346,0.110795802,0.135356781,0.102754616,0.1441601,0.678588309,0.659419735,,,0.867911065,0.935677923,0.085706556,0.14344986,0.089414761,0.154479032,0.818907835,0.77145181,automl\Xgboost_AutoMl2023_14
240,0.3,6,1.5,0.8,0.2,0.8,0.5,0.887840105,0.942558491,0.095698423,0.125516019,0.061475558,0.148284556,0.892705215,0.774466922,,,0.867860805,0.927347752,0.087180908,0.135373363,0.068230337,0.149514869,0.814159292,0.756442394,automl\Xgboost_AutoMl2023_240
241,0.3,6,1.5,0.8,0.2,0.8,0.8,0.887840105,0.942558491,0.095698423,0.125516019,0.061475558,0.148284556,0.892705215,0.774466922,,,0.867860805,0.927347752,0.087180908,0.135373363,0.068230337,0.149514869,0.814159292,0.756442394,automl\Xgboost_AutoMl2023_241
183,0.3,5,0.8,0.8,0.3,0.8,0.8,0.787742362,0.850753521,0.133914437,0.124547296,0.103305696,0.130522654,0.632739877,0.604728204,,,0.86782991,0.930914571,0.08732576,0.124747508,0.05373101,0.14057831,0.808979063,0.732890106,automl\Xgboost_AutoMl2023_183
320,0.35,4,1.5,1,0.3,0.8,0.5,0.905547831,0.953625334,0.080298715,0.108468406,0.04574843,0.129044566,0.903576493,0.810600707,,,0.867756072,0.936548417,0.077794602,0.116449469,0.08836149,0.122190504,0.79969782,0.752895753,automl\Xgboost_AutoMl2023_320
89,0.2,6,1.1,0.8,0.4,0.8,0.8,0.841765726,0.898509791,0.109830701,0.103282892,0.064863702,0.11416037,0.732156925,0.697904934,,,0.867608638,0.935967908,0.077068686,0.108527725,0.086343313,0.112994129,0.791495791,0.750127851,automl\Xgboost_AutoMl2023_89
132,0.2,7,1.5,0.8,0.2,0.8,0.5,0.905553117,0.949287772,0.086926331,0.110657528,0.027543541,0.138756513,0.906254924,0.802903406,,,0.867415271,0.93263087,0.082151754,0.128376881,0.082306477,0.137479516,0.800129506,0.764566361,automl\Xgboost_AutoMl2023_132
133,0.2,7,1.5,0.8,0.2,0.8,0.8,0.905553117,0.949287772,0.086926331,0.110657528,0.027543541,0.138756513,0.906254924,0.802903406,,,0.867415271,0.93263087,0.082151754,0.128376881,0.082306477,0.137479516,0.800129506,0.764566361,automl\Xgboost_AutoMl2023_133
243,0.3,6,1.5,0.8,0.3,0.8,0.8,0.796450654,0.878228785,0.12725715,0.128222743,0.153528565,0.119156347,0.702221522,0.607262075,,,0.867399153,0.938233699,0.07465351,0.099752395,0.071626063,0.105452159,0.777466005,0.73472718,automl\Xgboost_AutoMl2023_243
454,0.4,4,1.1,1,0.4,0.8,0.5,0.796688734,0.84852832,0.140984368,0.13882487,0.124856751,0.143584465,0.709626595,0.626643478,,,0.867229545,0.931832622,0.089894794,0.136430573,0.10681537,0.144335865,0.874595295,0.73009009,automl\Xgboost_AutoMl2023_454
35,0.2,4,1.5,1,0.4,0.8,0.8,0.867634867,0.92822393,0.099960033,0.110602127,0.054368207,0.12768491,0.800850796,0.741664843,,,0.86715432,0.933078607,0.082631697,0.122383854,0.071457067,0.132925678,0.798618606,0.747701324,automl\Xgboost_AutoMl2023_35
36,0.2,5,0.8,0.8,0.2,0.8,0.5,0.89502976,0.944394278,0.09384266,0.124205394,0.057934349,0.147713042,0.910824011,0.790942673,,,0.866891421,0.935210462,0.084751148,0.136990943,0.094444444,0.145818253,0.817612778,0.76471182,automl\Xgboost_AutoMl2023_36
37,0.2,5,0.8,0.8,0.2,0.8,0.8,0.89502976,0.944394278,0.09384266,0.124205394,0.057934349,0.147713042,0.910824011,0.790942673,,,0.866891421,0.935210462,0.084751148,0.136990943,0.094444444,0.145818253,0.817612778,0.76471182,automl\Xgboost_AutoMl2023_37
10,0.2,4,0.8,1,0.4,0.8,0.5,0.76411988,0.863289017,0.122863428,0.095628087,0.156110525,0.082336757,0.533480384,0.562551919,,,0.866650038,0.933736716,0.079047358,0.11984264,0.089901171,0.125965349,0.800992877,0.753961804,automl\Xgboost_AutoMl2023_10
420,0.35,7,1.5,0.8,0.2,0.8,0.5,0.898372672,0.953391967,0.086874796,0.124480815,0.060762754,0.145939484,0.90546715,0.803495281,,,0.866557478,0.931605979,0.077858959,0.11889783,0.083458177,0.125477055,0.781135333,0.766818519,automl\Xgboost_AutoMl2023_420
421,0.35,7,1.5,0.8,0.2,0.8,0.8,0.898372672,0.953391967,0.086874796,0.124480815,0.060762754,0.145939484,0.90546715,0.803495281,,,0.866557478,0.931605979,0.077858959,0.11889783,0.083458177,0.125477055,0.781135333,0.766818519,automl\Xgboost_AutoMl2023_421
532,0.4,6,1.5,0.8,0.4,0.8,0.5,0.762086017,0.831088018,0.13292399,0.083286375,0.137863622,0.069435183,0.548763195,0.546738874,,,0.866373241,0.935397073,0.076800264,0.105530397,0.064556836,0.113564804,0.770774876,0.738954992,automl\Xgboost_AutoMl2023_532
303,0.35,4,1.1,0.8,0.3,0.8,0.8,0.798293195,0.858388416,0.12612446,0.102903001,0.098347286,0.104182887,0.6434536,0.615291902,,,0.866370264,0.934252707,0.078676636,0.104096892,0.048866561,0.114975822,0.76429959,0.731309376,automl\Xgboost_AutoMl2023_303
160,0.3,4,1.1,0.8,0.4,0.8,0.5,0.859515185,0.926783941,0.110547671,0.162368621,0.127253746,0.174562825,0.869072003,0.761405204,,,0.866130117,0.937017833,0.078536632,0.113284355,0.098866597,0.116612864,0.819555364,0.730895091,automl\Xgboost_AutoMl2023_160
124,0.2,7,1.1,0.8,0.4,0.8,0.5,0.817979394,0.891919049,0.12334225,0.122195137,0.12282176,0.121943754,0.758626123,0.625690339,,,0.86560504,0.931406663,0.082222922,0.10760735,0.061956912,0.117728069,0.793438377,0.720572381,automl\Xgboost_AutoMl2023_124
208,0.3,5,1.5,0.8,0.4,0.8,0.5,0.842921775,0.896605511,0.121068482,0.128388945,0.060219298,0.151431718,0.779738459,0.690863405,,,0.865587747,0.930187219,0.086272793,0.125632045,0.063689126,0.139846785,0.812432549,0.726500676,automl\Xgboost_AutoMl2023_208
76,0.2,6,0.8,0.8,0.4,0.8,0.5,0.754187134,0.835242355,0.135711297,0.100014246,0.123128779,0.094460913,0.519615566,0.529119204,,,0.865547417,0.925028379,0.09073122,0.129790839,0.057788342,0.145953844,0.812648392,0.733918129,automl\Xgboost_AutoMl2023_76
87,0.2,6,1.1,0.8,0.3,0.8,0.8,0.85325235,0.909121227,0.109946093,0.116767443,0.044251485,0.138334292,0.765873641,0.715484251,,,0.865458097,0.93550755,0.079322713,0.112003975,0.070980861,0.120419922,0.783293762,0.736254818,automl\Xgboost_AutoMl2023_87
440,0.4,4,0.8,1,0.3,0.8,0.5,0.856453518,0.919866924,0.110148225,0.127925161,0.082443464,0.144053133,0.823853789,0.715517241,,,0.865401262,0.924627317,0.09317279,0.131038639,0.073163298,0.145789043,0.844808979,0.720346002,automl\Xgboost_AutoMl2023_440
131,0.2,7,1.1,1,0.4,0.8,0.8,0.729298464,0.79652333,0.151260676,0.117169495,0.218698532,0.080515102,0.572711517,0.493684639,,,0.865341283,0.930180071,0.084783526,0.11492637,0.060615479,0.127341592,0.802935463,0.719257541,automl\Xgboost_AutoMl2023_131
516,0.4,6,1.1,0.8,0.2,0.8,0.5,0.891121333,0.945567321,0.089652276,0.116719957,0.051064973,0.138656713,0.877422404,0.78117548,,,0.865264391,0.934838293,0.07700472,0.117723334,0.08039606,0.124594939,0.771638247,0.760233918,automl\Xgboost_AutoMl2023_516
517,0.4,6,1.1,0.8,0.2,0.8,0.8,0.891121333,0.945567321,0.089652276,0.116719957,0.051064973,0.138656713,0.877422404,0.78117548,,,0.865264391,0.934838293,0.07700472,0.117723334,0.08039606,0.124594939,0.771638247,0.760233918,automl\Xgboost_AutoMl2023_517
228,0.3,6,1.1,0.8,0.2,0.8,0.5,0.884446088,0.938950896,0.099447453,0.124244966,0.054244609,0.149574262,0.884197259,0.7614654,,,0.86523266,0.928918876,0.086588106,0.132120284,0.076005435,0.144424803,0.814159292,0.743031616,automl\Xgboost_AutoMl2023_228
229,0.3,6,1.1,0.8,0.2,0.8,0.8,0.884446088,0.938950896,0.099447453,0.124244966,0.054244609,0.149574262,0.884197259,0.7614654,,,0.86523266,0.928918876,0.086588106,0.132120284,0.076005435,0.144424803,0.814159292,0.743031616,automl\Xgboost_AutoMl2023_229
154,0.3,4,0.8,1,0.4,0.8,0.5,0.842024216,0.900838395,0.116588174,0.126348613,0.0932125,0.137586909,0.789191744,0.698264446,,,0.864860544,0.925518578,0.088901307,0.118019808,0.057058669,0.132003244,0.806388949,0.721235521,automl\Xgboost_AutoMl2023_154
255,0.3,7,0.8,0.8,0.3,0.8,0.8,0.840464049,0.901353854,0.128436963,0.150210523,0.119612813,0.162923463,0.849377659,0.69031308,,,0.864581315,0.930576206,0.086046782,0.117369844,0.073197813,0.127779791,0.814159292,0.719366835,automl\Xgboost_AutoMl2023_255
497,0.4,5,1.5,0.8,0.4,0.8,0.8,0.795751001,0.854445749,0.12423379,0.102532607,0.116808299,0.098811709,0.636363636,0.627271315,,,0.864537922,0.931908197,0.079748167,0.115144654,0.077748691,0.122362795,0.777466005,0.750494843,automl\Xgboost_AutoMl2023_497
84,0.2,6,1.1,0.8,0.2,0.8,0.5,0.901811642,0.947641291,0.088656859,0.112322717,0.032972292,0.13896524,0.898692296,0.798488136,,,0.864518229,0.933255217,0.08293825,0.129590474,0.089902507,0.137361695,0.794301748,0.761983642,automl\Xgboost_AutoMl2023_84
85,0.2,6,1.1,0.8,0.2,0.8,0.8,0.901811642,0.947641291,0.088656859,0.112322717,0.032972292,0.13896524,0.898692296,0.798488136,,,0.864518229,0.933255217,0.08293825,0.129590474,0.089902507,0.137361695,0.794301748,0.761983642,automl\Xgboost_AutoMl2023_85
