,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,,,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,16
232,0.3,6,1.1,0.8,0.4,0.8,0.5,0.758412488,0.819603366,0.150017052,0.132118209,0.213098141,0.095462175,0.687253821,0.538851143,,,0.864488573,0.929625279,0.084025328,0.112640907,0.072173114,0.121895641,0.805093892,0.721051614,automl\Xgboost_AutoMl2023_232
326,0.35,5,0.8,0.8,0.3,0.8,0.5,0.815420658,0.877097211,0.133300849,0.142047613,0.124833142,0.148580662,0.767606743,0.648001596,,,0.864462849,0.936169522,0.084358844,0.11896299,0.106362851,0.122262076,0.846967408,0.71332485,automl\Xgboost_AutoMl2023_326
339,0.35,5,1.1,0.8,0.3,0.8,0.8,0.847337556,0.897185432,0.123537355,0.138101494,0.055199394,0.165861646,0.795809044,0.707869105,,,0.864459584,0.932251578,0.085504833,0.121662214,0.070174022,0.133087182,0.802935463,0.728911531,automl\Xgboost_AutoMl2023_339
41,0.2,5,0.8,0.8,0.4,0.8,0.8,0.823504335,0.882647419,0.121333813,0.119944283,0.077817192,0.132513667,0.712620135,0.664853741,,,0.864255137,0.930117147,0.087606328,0.126428618,0.079425547,0.137291433,0.818907835,0.72996633,automl\Xgboost_AutoMl2023_41
276,0.3,7,1.5,0.8,0.2,0.8,0.5,0.884413131,0.945705766,0.096777708,0.134282006,0.086692127,0.151830748,0.90515204,0.773372821,,,0.86398273,0.928230214,0.086301573,0.130600443,0.078436019,0.141952951,0.809626592,0.741377606,automl\Xgboost_AutoMl2023_276
277,0.3,7,1.5,0.8,0.2,0.8,0.8,0.884413131,0.945705766,0.096777708,0.134282006,0.086692127,0.151830748,0.90515204,0.773372821,,,0.86398273,0.928230214,0.086301573,0.130600443,0.078436019,0.141952951,0.809626592,0.741377606,automl\Xgboost_AutoMl2023_277
494,0.4,5,1.5,0.8,0.3,0.8,0.5,0.784140196,0.870719686,0.139096507,0.149393757,0.241369199,0.094798709,0.801953679,0.562027273,,,0.863938776,0.941067729,0.07373841,0.100156382,0.13574838,0.091747221,0.82451975,0.727688351,automl\Xgboost_AutoMl2023_494
40,0.2,5,0.8,0.8,0.4,0.8,0.5,0.808266486,0.892634677,0.116700959,0.112213499,0.074274019,0.121993709,0.633212541,0.626940176,,,0.863921222,0.931286124,0.083585001,0.124032384,0.083029653,0.133178594,0.809626592,0.733261656,automl\Xgboost_AutoMl2023_40
555,0.4,7,1.1,0.8,0.3,0.8,0.8,0.793720308,0.8734844,0.135156329,0.145950994,0.191989786,0.12278481,0.778162912,0.583771645,,,0.863889835,0.927783897,0.083830244,0.109250994,0.070831144,0.118029818,0.801424563,0.718042932,automl\Xgboost_AutoMl2023_555
2,0.2,4,0.8,0.8,0.3,0.8,0.5,0.796585147,0.904604331,0.115259775,0.138004939,0.106497418,0.145996547,0.618402395,0.61626629,,,0.863820314,0.93565465,0.08490773,0.146282661,0.112844346,0.153088852,0.818907835,0.772394137,automl\Xgboost_AutoMl2023_2
280,0.3,7,1.5,0.8,0.4,0.8,0.5,0.761360105,0.831555755,0.14104624,0.115322274,0.183150808,0.090929927,0.63116433,0.544959869,,,0.863595776,0.930861669,0.080470563,0.117475728,0.068300621,0.127029104,0.772933305,0.744026595,automl\Xgboost_AutoMl2023_280
347,0.35,5,1.1,1,0.4,0.8,0.8,0.802325271,0.86746203,0.124408169,0.115143409,0.110962894,0.11632332,0.663620608,0.633383459,,,0.863409995,0.92336111,0.085896904,0.114918225,0.044516255,0.128966703,0.769911504,0.732518739,automl\Xgboost_AutoMl2023_347
411,0.35,7,1.1,0.8,0.3,0.8,0.8,0.847428541,0.903452467,0.122873483,0.139176269,0.092786242,0.156709126,0.832204191,0.703750583,,,0.863250831,0.929444764,0.087503573,0.117495276,0.082999005,0.125932609,0.82300885,0.715049226,automl\Xgboost_AutoMl2023_411
219,0.3,6,0.8,0.8,0.3,0.8,0.8,0.810795227,0.878600928,0.136052538,0.157605736,0.152752688,0.159630743,0.790924846,0.641656548,,,0.863075459,0.93064212,0.083007511,0.113408158,0.061106458,0.124506339,0.781567019,0.723765741,automl\Xgboost_AutoMl2023_219
191,0.3,5,0.8,1,0.4,0.8,0.8,0.729478978,0.819737891,0.13845324,0.097796632,0.204604981,0.067461689,0.511265165,0.486725664,,,0.863071333,0.933928681,0.081268996,0.114466997,0.095003309,0.119239351,0.821929635,0.713308982,automl\Xgboost_AutoMl2023_191
254,0.3,7,0.8,0.8,0.3,0.8,0.5,0.797585798,0.864655988,0.13687148,0.136064328,0.157393814,0.127667108,0.737828896,0.613359528,,,0.863000492,0.938799756,0.08425959,0.12527204,0.124751164,0.12540466,0.849125836,0.724360155,automl\Xgboost_AutoMl2023_254
375,0.35,6,1.1,0.8,0.3,0.8,0.8,0.808873938,0.879331909,0.128304086,0.130131696,0.139461627,0.126568379,0.744761305,0.627047821,,,0.862989806,0.933439542,0.077652369,0.102585196,0.069321224,0.109417216,0.77034319,0.723714894,automl\Xgboost_AutoMl2023_375
65,0.2,5,1.5,0.8,0.4,0.8,0.8,0.843449892,0.894653311,0.122628435,0.133191402,0.061620455,0.156047949,0.777847802,0.705638534,,,0.862981245,0.925743598,0.090763171,0.132900567,0.073940716,0.14610699,0.813943449,0.735804878,automl\Xgboost_AutoMl2023_65
51,0.2,5,1.1,0.8,0.3,0.8,0.8,0.825409615,0.896992813,0.110441479,0.109107889,0.078182527,0.116981095,0.6782732,0.674923571,,,0.862906823,0.937914296,0.07804739,0.11569525,0.071353949,0.123886444,0.758471833,0.746151396,automl\Xgboost_AutoMl2023_51
399,0.35,7,0.8,0.8,0.3,0.8,0.8,0.834158535,0.908898128,0.12619526,0.154921173,0.148597461,0.157752062,0.853474082,0.672292895,,,0.862895015,0.931069536,0.087665918,0.123823874,0.095595855,0.130934416,0.836391107,0.716995097,automl\Xgboost_AutoMl2023_399
348,0.35,5,1.5,0.8,0.2,0.8,0.5,0.892458128,0.949894041,0.092973994,0.135154172,0.060794381,0.160108452,0.896801639,0.796975637,,,0.862773423,0.931877098,0.082598575,0.130266502,0.082112887,0.139648293,0.785020505,0.754720896,automl\Xgboost_AutoMl2023_348
349,0.35,5,1.5,0.8,0.2,0.8,0.8,0.892458128,0.949894041,0.092973994,0.135154172,0.060794381,0.160108452,0.896801639,0.796975637,,,0.862773423,0.931877098,0.082598575,0.130266502,0.082112887,0.139648293,0.785020505,0.754720896,automl\Xgboost_AutoMl2023_349
24,0.2,4,1.5,0.8,0.2,0.8,0.5,0.886418903,0.93941988,0.092343871,0.111176713,0.05058586,0.130217391,0.853631637,0.779568345,,,0.8627397,0.933257035,0.086374326,0.139812341,0.099337421,0.14779429,0.801856249,0.766849004,automl\Xgboost_AutoMl2023_24
25,0.2,4,1.5,0.8,0.2,0.8,0.8,0.886418903,0.93941988,0.092343871,0.111176713,0.05058586,0.130217391,0.853631637,0.779568345,,,0.8627397,0.933257035,0.086374326,0.139812341,0.099337421,0.14779429,0.801856249,0.766849004,automl\Xgboost_AutoMl2023_25
152,0.3,4,0.8,1,0.3,0.8,0.5,0.832287351,0.922266552,0.099742254,0.122385083,0.145155868,0.116435074,0.724909406,0.713831355,,,0.86271065,0.934695996,0.076976713,0.108752525,0.078342005,0.114666109,0.76732139,0.738317757,automl\Xgboost_AutoMl2023_152
274,0.3,7,1.1,1,0.4,0.8,0.5,0.773452864,0.855979937,0.133845034,0.122415158,0.193349699,0.094318483,0.674806995,0.55954014,,,0.862678839,0.926546447,0.083906878,0.10498143,0.070866455,0.112696241,0.794301748,0.7149796,automl\Xgboost_AutoMl2023_274
436,0.4,4,0.8,0.8,0.4,0.8,0.5,0.831673025,0.918350607,0.105516536,0.127997974,0.148845148,0.122188714,0.742082874,0.711964326,,,0.862657858,0.93563035,0.080738166,0.123515997,0.106612903,0.127399936,0.819123678,0.732060185,automl\Xgboost_AutoMl2023_436
267,0.3,7,1.1,0.8,0.3,0.8,0.8,0.845388508,0.907669009,0.122962709,0.144296885,0.092897052,0.162953055,0.819757366,0.705061319,,,0.862356489,0.930062969,0.088880674,0.127699225,0.082140451,0.138627,0.822145478,0.720650837,automl\Xgboost_AutoMl2023_267
70,0.2,5,1.5,1,0.4,0.8,0.5,0.778819946,0.860360578,0.129762378,0.112783335,0.129093328,0.107855847,0.614148417,0.570049722,,,0.862073465,0.930439392,0.086363732,0.126808171,0.096959459,0.133940825,0.826462335,0.725670425,automl\Xgboost_AutoMl2023_70
470,0.4,5,0.8,0.8,0.3,0.8,0.5,0.822688959,0.900063676,0.118360511,0.12286153,0.104425319,0.128479967,0.717819442,0.663897996,,,0.862012739,0.935259025,0.084356596,0.114450707,0.116052793,0.114018943,0.847399093,0.704278411,automl\Xgboost_AutoMl2023_470
461,0.4,4,1.5,0.8,0.4,0.8,0.8,0.850079009,0.927448444,0.101098623,0.116401798,0.101387576,0.120999256,0.77579959,0.71611402,,,0.861868024,0.931491834,0.080786371,0.109928651,0.0731889,0.11730995,0.771638247,0.731981982,automl\Xgboost_AutoMl2023_461
384,0.35,6,1.5,0.8,0.2,0.8,0.5,0.887930094,0.94656841,0.094119284,0.132737115,0.077536102,0.152665992,0.90515204,0.780252614,,,0.861862681,0.924337431,0.085836951,0.130155731,0.074325106,0.141506586,0.790848262,0.746308178,automl\Xgboost_AutoMl2023_384
385,0.35,6,1.5,0.8,0.2,0.8,0.8,0.887930094,0.94656841,0.094119284,0.132737115,0.077536102,0.152665992,0.90515204,0.780252614,,,0.861862681,0.924337431,0.085836951,0.130155731,0.074325106,0.141506586,0.790848262,0.746308178,automl\Xgboost_AutoMl2023_385
48,0.2,5,1.1,0.8,0.2,0.8,0.5,0.897837156,0.945781148,0.090873514,0.121869064,0.05121298,0.145572443,0.902788719,0.802408626,,,0.86180233,0.934738446,0.08261213,0.132581286,0.09445117,0.139923459,0.786099719,0.759620398,automl\Xgboost_AutoMl2023_48
49,0.2,5,1.1,0.8,0.2,0.8,0.8,0.897837156,0.945781148,0.090873514,0.121869064,0.05121298,0.145572443,0.902788719,0.802408626,,,0.86180233,0.934738446,0.08261213,0.132581286,0.09445117,0.139923459,0.786099719,0.759620398,automl\Xgboost_AutoMl2023_49
452,0.4,4,1.1,1,0.3,0.8,0.5,0.866377739,0.921083649,0.109060895,0.12230119,0.067776271,0.14230711,0.849220104,0.727101039,,,0.861629536,0.924375918,0.090955152,0.126852154,0.077134394,0.139337831,0.828836607,0.711506392,automl\Xgboost_AutoMl2023_452
173,0.3,4,1.5,0.8,0.4,0.8,0.8,0.835276519,0.914303496,0.109468805,0.146854818,0.135106154,0.150181785,0.762249882,0.726535516,,,0.861593286,0.933824727,0.0805477,0.119889881,0.083130487,0.127063702,0.77487589,0.744427164,automl\Xgboost_AutoMl2023_173
136,0.2,7,1.5,0.8,0.4,0.8,0.5,0.798343882,0.874239912,0.129400333,0.127135305,0.150267666,0.117424038,0.731054041,0.59157264,,,0.861513175,0.931818915,0.082790003,0.127888187,0.088155221,0.135476486,0.779840276,0.756253271,automl\Xgboost_AutoMl2023_136
12,0.2,4,1.1,0.8,0.2,0.8,0.5,0.886762252,0.937519124,0.096800649,0.115933266,0.043834253,0.139530022,0.863872696,0.775749859,,,0.861140582,0.930995464,0.089946661,0.148193458,0.095812976,0.158672831,0.804878049,0.764923077,automl\Xgboost_AutoMl2023_12
13,0.2,4,1.1,0.8,0.2,0.8,0.8,0.886762252,0.937519124,0.096800649,0.115933266,0.043834253,0.139530022,0.863872696,0.775749859,,,0.861140582,0.930995464,0.089946661,0.148193458,0.095812976,0.158672831,0.804878049,0.764923077,automl\Xgboost_AutoMl2023_13
423,0.35,7,1.5,0.8,0.3,0.8,0.8,0.786426426,0.851190197,0.142609171,0.14071008,0.192790374,0.116387238,0.757365685,0.586112297,,,0.861093906,0.931018782,0.081774471,0.10089757,0.104512548,0.099979573,0.821282107,0.701447138,automl\Xgboost_AutoMl2023_423
29,0.2,4,1.5,0.8,0.4,0.8,0.8,0.813908781,0.87579943,0.13291889,0.156214385,0.122695307,0.166076331,0.732314479,0.687167357,,,0.860905359,0.927919593,0.089612152,0.134668013,0.086251125,0.145366761,0.810705806,0.737338045,automl\Xgboost_AutoMl2023_29
77,0.2,6,0.8,0.8,0.4,0.8,0.8,0.78413468,0.840684214,0.130145881,0.109164873,0.127738678,0.104319016,0.620135497,0.611037802,,,0.860899583,0.929670491,0.083742187,0.120862384,0.066395259,0.131943737,0.775307576,0.731419263,automl\Xgboost_AutoMl2023_77
141,0.2,7,1.5,1,0.3,0.8,0.8,0.869161145,0.948316686,0.114205794,0.174821135,0.133032984,0.191877675,0.928470143,0.760239954,,,0.860875398,0.921917574,0.099106779,0.140683847,0.079963913,0.156162353,0.843729765,0.719359588,automl\Xgboost_AutoMl2023_141
120,0.2,7,1.1,0.8,0.2,0.8,0.5,0.899670279,0.947417383,0.090218281,0.115551792,0.030645775,0.143782165,0.891602332,0.795417809,,,0.860732582,0.931665259,0.083676738,0.128342673,0.081677329,0.137427993,0.778113533,0.748313441,automl\Xgboost_AutoMl2023_120
121,0.2,7,1.1,0.8,0.2,0.8,0.8,0.899670279,0.947417383,0.090218281,0.115551792,0.030645775,0.143782165,0.891602332,0.795417809,,,0.860732582,0.931665259,0.083676738,0.128342673,0.081677329,0.137427993,0.778113533,0.748313441,automl\Xgboost_AutoMl2023_121
201,0.3,5,1.1,1,0.3,0.8,0.8,0.876633026,0.939852277,0.095292623,0.122560783,0.078302071,0.136770733,0.848274775,0.767826583,,,0.860520208,0.926180841,0.085183651,0.114457223,0.05814469,0.126212933,0.77336499,0.721360982,automl\Xgboost_AutoMl2023_201
244,0.3,6,1.5,0.8,0.4,0.8,0.5,0.788283676,0.869611094,0.124454781,0.112620299,0.166482356,0.094205607,0.671498346,0.592150052,,,0.860436969,0.931529795,0.07744886,0.093168046,0.06967643,0.097797473,0.751996547,0.719388809,automl\Xgboost_AutoMl2023_244
161,0.3,4,1.1,0.8,0.4,0.8,0.8,0.855770996,0.921544803,0.106538785,0.13723091,0.099586997,0.148963956,0.812194738,0.744243124,,,0.860362708,0.929417569,0.08354828,0.116674269,0.077373747,0.124852403,0.780919491,0.729435484,automl\Xgboost_AutoMl2023_161
83,0.2,6,0.8,1,0.4,0.8,0.8,0.767918481,0.84345298,0.145954515,0.152671901,0.202828714,0.1307799,0.704584843,0.560928191,,,0.860320583,0.929859061,0.088089208,0.124480354,0.082786476,0.134619279,0.816317721,0.711102755,automl\Xgboost_AutoMl2023_83
484,0.4,5,1.1,0.8,0.4,0.8,0.5,0.826498886,0.886169396,0.122793,0.119844561,0.102122701,0.125792812,0.75059083,0.66699335,,,0.860304441,0.934508433,0.081937634,0.1125562,0.09971749,0.115629921,0.810489963,0.711039576,automl\Xgboost_AutoMl2023_484
308,0.35,4,1.1,1,0.3,0.8,0.5,0.886019444,0.94634439,0.093905168,0.138229707,0.083187936,0.1569725,0.894753427,0.79034166,,,0.860135239,0.93210644,0.082452339,0.120518668,0.094073688,0.126619888,0.806388949,0.719360739,automl\Xgboost_AutoMl2023_308
467,0.4,4,1.5,1,0.4,0.8,0.8,0.864921598,0.931277403,0.111989158,0.143916994,0.099282888,0.161975855,0.885615251,0.727825974,,,0.859978152,0.923901558,0.088309246,0.116340327,0.081794484,0.124640375,0.811569178,0.710842235,automl\Xgboost_AutoMl2023_467
107,0.2,6,1.5,1,0.4,0.8,0.8,0.77239431,0.847295818,0.134807851,0.12066291,0.14055984,0.114996339,0.606428234,0.57667241,,,0.85995159,0.926129876,0.087933562,0.118694207,0.059223515,0.132177971,0.789553205,0.709877741,automl\Xgboost_AutoMl2023_107
336,0.35,5,1.1,0.8,0.2,0.8,0.5,0.886199849,0.949593257,0.098090256,0.140334937,0.081865996,0.162722178,0.916811092,0.771085934,,,0.859858919,0.928873862,0.08930905,0.139709715,0.095493375,0.149871785,0.821066264,0.733725528,automl\Xgboost_AutoMl2023_336
337,0.35,5,1.1,0.8,0.2,0.8,0.8,0.886199849,0.949593257,0.098090256,0.140334937,0.081865996,0.162722178,0.916811092,0.771085934,,,0.859858919,0.928873862,0.08930905,0.139709715,0.095493375,0.149871785,0.821066264,0.733725528,automl\Xgboost_AutoMl2023_337
492,0.4,5,1.5,0.8,0.2,0.8,0.5,0.88743558,0.948884207,0.096524883,0.1372689,0.06882444,0.162047258,0.901843391,0.776504104,,,0.859814131,0.929772855,0.087405429,0.134247736,0.080626888,0.145428774,0.79214332,0.739248666,automl\Xgboost_AutoMl2023_492
493,0.4,5,1.5,0.8,0.2,0.8,0.8,0.88743558,0.948884207,0.096524883,0.1372689,0.06882444,0.162047258,0.901843391,0.776504104,,,0.859814131,0.929772855,0.087405429,0.134247736,0.080626888,0.145428774,0.79214332,0.739248666,automl\Xgboost_AutoMl2023_493
204,0.3,5,1.5,0.8,0.2,0.8,0.5,0.893542524,0.948276672,0.097787209,0.133403508,0.05519773,0.162413741,0.917441311,0.781925608,,,0.859783527,0.927517616,0.091168763,0.142628853,0.094432736,0.153606,0.821929635,0.737484265,automl\Xgboost_AutoMl2023_204
205,0.3,5,1.5,0.8,0.2,0.8,0.8,0.893542524,0.948276672,0.097787209,0.133403508,0.05519773,0.162413741,0.917441311,0.781925608,,,0.859783527,0.927517616,0.091168763,0.142628853,0.094432736,0.153606,0.821929635,0.737484265,automl\Xgboost_AutoMl2023_205
129,0.2,7,1.1,1,0.3,0.8,0.8,0.882287498,0.954791075,0.097808865,0.155897809,0.120327526,0.169718449,0.933039231,0.779928882,,,0.859315547,0.926800442,0.092464338,0.135210465,0.086948529,0.146898017,0.824303907,0.719412263,automl\Xgboost_AutoMl2023_129
408,0.35,7,1.1,0.8,0.2,0.8,0.5,0.890748942,0.949660596,0.092182471,0.133272129,0.073252756,0.153573547,0.898062077,0.795478334,,,0.85921424,0.924017762,0.082763267,0.117343781,0.070699708,0.125994516,0.757824304,0.744250132,automl\Xgboost_AutoMl2023_408
409,0.35,7,1.1,0.8,0.2,0.8,0.8,0.890748942,0.949660596,0.092182471,0.133272129,0.073252756,0.153573547,0.898062077,0.795478334,,,0.85921424,0.924017762,0.082763267,0.117343781,0.070699708,0.125994516,0.757824304,0.744250132,automl\Xgboost_AutoMl2023_409
11,0.2,4,0.8,1,0.4,0.8,0.8,0.849776875,0.919752196,0.106304752,0.112367038,0.049251627,0.130056134,0.739246888,0.707585583,,,0.859208895,0.930868957,0.085233012,0.132910341,0.096161228,0.140423403,0.792575005,0.74611399,automl\Xgboost_AutoMl2023_11
340,0.35,5,1.1,0.8,0.4,0.8,0.5,0.818847699,0.883749481,0.127021643,0.138739395,0.097186269,0.150804739,0.71640145,0.675882572,,,0.859092404,0.927917523,0.084962151,0.122256793,0.088974933,0.129659684,0.798618606,0.724212175,automl\Xgboost_AutoMl2023_340
72,0.2,6,0.8,0.8,0.2,0.8,0.5,0.896266723,0.947107158,0.091290368,0.121815246,0.047613508,0.146775183,0.89585631,0.795355994,,,0.859088552,0.93012938,0.087540666,0.133223105,0.075623053,0.144798106,0.780487805,0.740300952,automl\Xgboost_AutoMl2023_72
73,0.2,6,0.8,0.8,0.2,0.8,0.8,0.896266723,0.947107158,0.091290368,0.121815246,0.047613508,0.146775183,0.89585631,0.795355994,,,0.859088552,0.93012938,0.087540666,0.133223105,0.075623053,0.144798106,0.780487805,0.740300952,automl\Xgboost_AutoMl2023_73
291,0.35,4,0.8,0.8,0.3,0.8,0.8,0.83800945,0.899757227,0.128971894,0.150167785,0.104250282,0.168095783,0.824168899,0.687520536,,,0.858810132,0.923687455,0.087884349,0.114405095,0.041504391,0.129405641,0.75976689,0.713200284,automl\Xgboost_AutoMl2023_291
304,0.35,4,1.1,0.8,0.4,0.8,0.5,0.859747786,0.916609859,0.114151861,0.150875332,0.081972442,0.173614737,0.838506381,0.750370109,,,0.858614812,0.929567419,0.087688049,0.13241513,0.100131423,0.140092552,0.820418735,0.721937322,automl\Xgboost_AutoMl2023_304
504,0.4,6,0.8,0.8,0.2,0.8,0.5,0.883513616,0.939876577,0.096625607,0.120749968,0.053617968,0.1434458,0.865448243,0.766750419,,,0.858556584,0.933685056,0.078166438,0.113815404,0.091595398,0.118047745,0.761709476,0.739522213,automl\Xgboost_AutoMl2023_504
505,0.4,6,0.8,0.8,0.2,0.8,0.8,0.883513616,0.939876577,0.096625607,0.120749968,0.053617968,0.1434458,0.865448243,0.766750419,,,0.858556584,0.933685056,0.078166438,0.113815404,0.091595398,0.118047745,0.761709476,0.739522213,automl\Xgboost_AutoMl2023_505
100,0.2,6,1.5,0.8,0.4,0.8,0.5,0.772334418,0.838721194,0.139621688,0.120843358,0.157258441,0.107309262,0.655112652,0.557896149,,,0.858525148,0.925951817,0.084894761,0.111764514,0.079734951,0.118857694,0.786747248,0.714846048,automl\Xgboost_AutoMl2023_100
554,0.4,7,1.1,0.8,0.3,0.8,0.5,0.76002475,0.855085627,0.139350597,0.137262568,0.229363747,0.095646229,0.678588309,0.532451477,,,0.858460905,0.939623588,0.086076585,0.12456832,0.139748303,0.120023707,0.871573494,0.689961555,automl\Xgboost_AutoMl2023_554
376,0.35,6,1.1,0.8,0.4,0.8,0.5,0.724467532,0.811048238,0.15609725,0.147005192,0.313707635,0.066719043,0.653379549,0.499187481,,,0.858255307,0.927797116,0.083438253,0.113984818,0.085320383,0.120147053,0.783293762,0.72118442,automl\Xgboost_AutoMl2023_376
149,0.3,4,0.8,0.8,0.4,0.8,0.8,0.790831824,0.891937413,0.115553139,0.129250032,0.158678542,0.12229973,0.620450607,0.636084639,,,0.858251116,0.933721415,0.08057709,0.12048446,0.09442038,0.125373365,0.76429959,0.746967619,automl\Xgboost_AutoMl2023_149
88,0.2,6,1.1,0.8,0.4,0.8,0.5,0.783417643,0.85396404,0.138628045,0.133878372,0.141191164,0.131269061,0.67527966,0.584959738,,,0.857967545,0.926703507,0.089113981,0.130659086,0.066707226,0.144134585,0.781567019,0.726015038,automl\Xgboost_AutoMl2023_88
52,0.2,5,1.1,0.8,0.4,0.8,0.5,0.843490276,0.913887734,0.110112164,0.134885083,0.11141388,0.141748496,0.774696707,0.728768341,,,0.857764947,0.932425703,0.082908786,0.124011207,0.110369748,0.127291465,0.816533564,0.714920155,automl\Xgboost_AutoMl2023_52
297,0.35,4,0.8,1,0.3,0.8,0.8,0.895943763,0.95504127,0.097750863,0.150886413,0.069862893,0.180701356,0.937450764,0.801670709,,,0.857576941,0.921828333,0.096275917,0.138064443,0.071011956,0.153869922,0.811785021,0.71720061,automl\Xgboost_AutoMl2023_297
142,0.2,7,1.5,1,0.4,0.8,0.5,0.776159299,0.85467695,0.133881979,0.117292959,0.140882806,0.109581618,0.629116118,0.565220469,,,0.857398034,0.927187077,0.088742971,0.127037858,0.096755909,0.13473238,0.825167278,0.704570586,automl\Xgboost_AutoMl2023_142
203,0.3,5,1.1,1,0.4,0.8,0.8,0.779852326,0.847067878,0.130342641,0.10652463,0.106940368,0.10641748,0.590830314,0.585023401,,,0.857276026,0.926712228,0.087190912,0.120961751,0.081935512,0.129963714,0.796460177,0.710571924,automl\Xgboost_AutoMl2023_203
179,0.3,4,1.5,1,0.4,0.8,0.8,0.809202123,0.875761438,0.126279157,0.135044954,0.130868102,0.13632958,0.713880573,0.657762938,,,0.857173102,0.925894015,0.089765246,0.133921939,0.092865307,0.143258888,0.808115692,0.725581395,automl\Xgboost_AutoMl2023_179
387,0.35,6,1.5,0.8,0.3,0.8,0.8,0.831755916,0.895970711,0.118499424,0.123755857,0.075200933,0.139444584,0.742082874,0.669938127,,,0.857120912,0.924759091,0.083822453,0.108594514,0.07231657,0.116216243,0.768184761,0.714515158,automl\Xgboost_AutoMl2023_387
216,0.3,6,0.8,0.8,0.2,0.8,0.5,0.878761268,0.937048872,0.101224138,0.129395657,0.07021145,0.151146154,0.881833937,0.754516042,,,0.856872975,0.926023968,0.089901642,0.135422232,0.087603158,0.146033041,0.800992877,0.727148036,automl\Xgboost_AutoMl2023_216
217,0.3,6,0.8,0.8,0.2,0.8,0.8,0.878761268,0.937048872,0.101224138,0.129395657,0.07021145,0.151146154,0.881833937,0.754516042,,,0.856872975,0.926023968,0.089901642,0.135422232,0.087603158,0.146033041,0.800992877,0.727148036,automl\Xgboost_AutoMl2023_217
23,0.2,4,1.1,1,0.4,0.8,0.8,0.862072258,0.925332715,0.103303006,0.123580157,0.064121282,0.141652219,0.798645029,0.739460248,,,0.856759009,0.927253777,0.084917497,0.126765817,0.077136328,0.136497545,0.766889704,0.735230212,automl\Xgboost_AutoMl2023_23
542,0.4,7,0.8,0.8,0.3,0.8,0.5,0.752906973,0.842704971,0.142806364,0.142145752,0.252145359,0.084602681,0.69717977,0.514654571,,,0.856516358,0.937236305,0.078693525,0.099604157,0.138006182,0.089347341,0.82754155,0.690624156,automl\Xgboost_AutoMl2023_542
180,0.3,5,0.8,0.8,0.2,0.8,0.5,0.889473743,0.945693363,0.097318417,0.130307395,0.05618145,0.157107759,0.899795179,0.775161181,,,0.856298607,0.926718813,0.08904994,0.134759236,0.088716897,0.144504974,0.79063242,0.732966483,automl\Xgboost_AutoMl2023_180
181,0.3,5,0.8,0.8,0.2,0.8,0.8,0.889473743,0.945693363,0.097318417,0.130307395,0.05618145,0.157107759,0.899795179,0.775161181,,,0.856298607,0.926718813,0.08904994,0.134759236,0.088716897,0.144504974,0.79063242,0.732966483,automl\Xgboost_AutoMl2023_181
468,0.4,5,0.8,0.8,0.2,0.8,0.5,0.880931521,0.942672714,0.102719506,0.141928897,0.079298046,0.164400783,0.894123208,0.772739651,,,0.855774571,0.924788108,0.089263742,0.133017854,0.084540636,0.143313781,0.787610619,0.729070929,automl\Xgboost_AutoMl2023_468
469,0.4,5,0.8,0.8,0.2,0.8,0.8,0.880931521,0.942672714,0.102719506,0.141928897,0.079298046,0.164400783,0.894123208,0.772739651,,,0.855774571,0.924788108,0.089263742,0.133017854,0.084540636,0.143313781,0.787610619,0.729070929,automl\Xgboost_AutoMl2023_469
209,0.3,5,1.5,0.8,0.4,0.8,0.8,0.846497088,0.902034815,0.110478521,0.104071166,0.062672402,0.117216893,0.761619663,0.692550143,,,0.855253258,0.927496107,0.083578197,0.10478921,0.073621902,0.111452072,0.762357004,0.703655743,automl\Xgboost_AutoMl2023_209
324,0.35,5,0.8,0.8,0.2,0.8,0.5,0.881174748,0.944637342,0.101835928,0.140442573,0.082474634,0.163075535,0.908933354,0.758230926,,,0.855114037,0.926663346,0.09080233,0.139510979,0.104137931,0.14775247,0.814806821,0.723665293,automl\Xgboost_AutoMl2023_324
325,0.35,5,0.8,0.8,0.2,0.8,0.8,0.881174748,0.944637342,0.101835928,0.140442573,0.082474634,0.163075535,0.908933354,0.758230926,,,0.855114037,0.926663346,0.09080233,0.139510979,0.104137931,0.14775247,0.814806821,0.723665293,automl\Xgboost_AutoMl2023_325
117,0.2,7,0.8,1,0.3,0.8,0.8,0.870731174,0.934761379,0.107737508,0.139991452,0.088422666,0.159924502,0.884669923,0.741107371,,,0.854983982,0.922579716,0.09729589,0.138729068,0.096938696,0.149797049,0.83811785,0.702169982,automl\Xgboost_AutoMl2023_117
220,0.3,6,0.8,0.8,0.4,0.8,0.5,0.749575392,0.825915452,0.148805907,0.134250348,0.221535083,0.098266419,0.647865133,0.528263104,,,0.854948322,0.922665346,0.089209864,0.11660748,0.069905729,0.126838907,0.775091733,0.707655927,automl\Xgboost_AutoMl2023_220
