,学习率,最大树深度,最小采样叶子节点,样本采样率,最大叶子节点,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,13
236,0.05,7,7,0.9,14,0.871633603,0.931822685,0.094253121,0.132841752,0.047147203,0.156507663,0.828415301,0.743805708,automl\GBM_AutoMl_236
199,0.05,7,5,0.7,13,0.871629455,0.932648861,0.090528241,0.135051058,0.069188881,0.15194946,0.826229508,0.76566654,automl\GBM_AutoMl_199
154,0.05,6,6,0.7,13,0.871622454,0.933549356,0.088993771,0.125155743,0.058539227,0.141825919,0.81010929,0.758764821,automl\GBM_AutoMl_154
1071,0.0875,6,7,0.8,12,0.871584721,0.932676786,0.092920244,0.131441669,0.064970425,0.14988053,0.836520947,0.74964293,automl\GBM_AutoMl_1071
360,0.0625,5,4,0.6,12,0.871571228,0.93779043,0.087276389,0.11773787,0.068250431,0.131238122,0.822495446,0.742406182,automl\GBM_AutoMl_360
984,0.0875,5,5,0.9,12,0.87156011,0.937549126,0.091439818,0.122081821,0.080243072,0.134827395,0.852276867,0.733299377,automl\GBM_AutoMl_984
266,0.05,8,5,0.9,14,0.871550145,0.933586674,0.088593572,0.123749237,0.046525797,0.1426934,0.799453552,0.755129253,automl\GBM_AutoMl_266
405,0.0625,5,7,0.6,12,0.871529502,0.929031566,0.097793647,0.130993706,0.044031378,0.154367666,0.824225865,0.748738314,automl\GBM_AutoMl_405
198,0.05,7,5,0.7,12,0.871467158,0.934015591,0.090228535,0.13314521,0.06071141,0.151185749,0.814480874,0.764391641,automl\GBM_AutoMl_198
776,0.075,6,7,0.9,14,0.871440242,0.928865822,0.098850033,0.135639511,0.048760272,0.161101192,0.844262295,0.73876315,automl\GBM_AutoMl_776
280,0.05,8,6,0.9,13,0.871420576,0.936320509,0.087251734,0.123165602,0.058961223,0.139591483,0.810018215,0.751563292,automl\GBM_AutoMl_280
466,0.0625,6,7,0.6,13,0.871401716,0.928707364,0.093247448,0.116727144,0.038256506,0.137634458,0.809653916,0.738280115,automl\GBM_AutoMl_466
113,0.05,5,7,0.8,14,0.871400675,0.929369326,0.095461605,0.127250249,0.042836572,0.149563042,0.817030965,0.747552185,automl\GBM_AutoMl_113
1420,0.1,7,6,0.9,13,0.87138202,0.930500783,0.094592078,0.123156771,0.048055454,0.144166992,0.826047359,0.737548282,automl\GBM_AutoMl_1420
993,0.0875,5,6,0.7,12,0.871367726,0.928748917,0.098780378,0.130073697,0.04986086,0.152980061,0.837249545,0.740922829,automl\GBM_AutoMl_993
771,0.075,6,7,0.8,12,0.871258313,0.929551844,0.091428999,0.116997688,0.044816419,0.136990241,0.817850638,0.733390502,automl\GBM_AutoMl_771
511,0.0625,7,6,0.6,13,0.871257266,0.930837399,0.08995674,0.115400918,0.048560564,0.13228004,0.802185792,0.748438629,automl\GBM_AutoMl_511
1046,0.0875,6,5,0.9,14,0.871216817,0.940671588,0.089627077,0.131551652,0.098104951,0.141869052,0.865391621,0.740521373,automl\GBM_AutoMl_1046
1418,0.1,7,6,0.8,14,0.871215694,0.933578637,0.090024512,0.121905205,0.062945776,0.138506729,0.829781421,0.738809601,automl\GBM_AutoMl_1418
1190,0.0875,8,7,0.7,14,0.871212546,0.929300768,0.100341358,0.135234097,0.066568945,0.156708962,0.864663024,0.735455883,automl\GBM_AutoMl_1190
1030,0.0875,6,4,0.9,13,0.871183384,0.935659231,0.091618809,0.122728878,0.067919667,0.13886545,0.84007286,0.733635568,automl\GBM_AutoMl_1030
706,0.075,5,7,0.6,13,0.871182132,0.926882763,0.097757089,0.128989917,0.055392228,0.149925241,0.838797814,0.743551447,automl\GBM_AutoMl_706
201,0.05,7,5,0.8,12,0.871153346,0.935318837,0.087314842,0.11697521,0.060929609,0.13129107,0.807285974,0.749534923,automl\GBM_AutoMl_201
336,0.0625,4,6,0.8,12,0.871143978,0.925308342,0.096317212,0.126749302,0.04832518,0.146783346,0.815664845,0.757282374,automl\GBM_AutoMl_336
21,0.05,4,5,0.8,12,0.871138495,0.926895591,0.09446781,0.123225009,0.046677368,0.142368833,0.807650273,0.75665529,automl\GBM_AutoMl_21
1068,0.0875,6,7,0.7,12,0.87112376,0.931561415,0.097063514,0.134244244,0.064506612,0.154588726,0.847723133,0.743272379,automl\GBM_AutoMl_1068
334,0.0625,4,6,0.7,13,0.871113277,0.929121318,0.096418046,0.130667769,0.056473733,0.150060758,0.823770492,0.7573474,automl\GBM_AutoMl_334
1106,0.0875,7,5,0.9,14,0.87111272,0.931463104,0.090773371,0.123270768,0.05050015,0.143022496,0.818943534,0.740813973,automl\GBM_AutoMl_1106
93,0.05,5,6,0.7,12,0.871099304,0.929760168,0.095406919,0.128130118,0.059515937,0.147044938,0.832149362,0.747739269,automl\GBM_AutoMl_93
212,0.05,7,6,0.6,14,0.871088012,0.93528524,0.087536148,0.125977811,0.061994576,0.14151335,0.804007286,0.762744082,automl\GBM_AutoMl_212
172,0.05,6,7,0.8,13,0.87107814,0.927137108,0.097623733,0.126448252,0.046086134,0.149207805,0.831238616,0.738251234,automl\GBM_AutoMl_172
1479,0.1,8,6,0.9,12,0.871055969,0.928852812,0.095685985,0.13240262,0.047341833,0.156185668,0.830874317,0.742039123,automl\GBM_AutoMl_1479
144,0.05,6,5,0.9,12,0.870960718,0.932631021,0.08940815,0.116296843,0.048172898,0.133202569,0.797449909,0.749561272,automl\GBM_AutoMl_144
77,0.05,5,5,0.6,14,0.870942543,0.935484204,0.08891618,0.124881988,0.052997259,0.142756972,0.80291439,0.754052089,automl\GBM_AutoMl_77
483,0.0625,7,4,0.7,12,0.870933101,0.933576677,0.089673391,0.130066472,0.058237433,0.148125841,0.81147541,0.758523816,automl\GBM_AutoMl_483
369,0.0625,5,4,0.9,12,0.870917393,0.935101516,0.091049639,0.120479432,0.06851216,0.135520268,0.835428051,0.735016026,automl\GBM_AutoMl_369
259,0.05,8,5,0.7,13,0.870915091,0.932119762,0.091569694,0.134619954,0.060931843,0.153505729,0.820127505,0.760364772,automl\GBM_AutoMl_259
155,0.05,6,6,0.7,14,0.870892935,0.929750287,0.093714375,0.131929771,0.060484229,0.151712933,0.833879781,0.747855918,automl\GBM_AutoMl_155
709,0.075,5,7,0.7,13,0.870876057,0.929978309,0.097170349,0.135126521,0.058026643,0.157637376,0.844990893,0.740610657,automl\GBM_AutoMl_709
575,0.0625,8,6,0.7,14,0.870852223,0.934379198,0.086728431,0.120686555,0.057743508,0.136030454,0.799089253,0.756803381,automl\GBM_AutoMl_575
83,0.05,5,5,0.8,14,0.870832492,0.928768836,0.09756428,0.131531582,0.045332452,0.154791832,0.823679417,0.746975015,automl\GBM_AutoMl_83
1175,0.0875,8,6,0.7,14,0.870818774,0.930449656,0.093850138,0.13073119,0.073262375,0.148084642,0.854371585,0.737935103,automl\GBM_AutoMl_1175
167,0.05,6,7,0.6,14,0.870818091,0.93575445,0.087693377,0.127156321,0.064526839,0.143000483,0.811748634,0.756782,automl\GBM_AutoMl_167
274,0.05,8,6,0.7,13,0.870816751,0.932005147,0.092307401,0.135876337,0.061940328,0.154913788,0.822222222,0.760797202,automl\GBM_AutoMl_274
185,0.05,7,4,0.7,14,0.870814971,0.930642481,0.093996486,0.137290068,0.062558903,0.156897967,0.828051002,0.760041797,automl\GBM_AutoMl_185
293,0.05,8,7,0.8,14,0.870794589,0.931587127,0.093133817,0.134131852,0.061744046,0.153807866,0.830965392,0.751224733,automl\GBM_AutoMl_293
1395,0.1,7,5,0.6,12,0.87079067,0.932614015,0.089777543,0.122336309,0.060929357,0.139841332,0.830054645,0.735118568,automl\GBM_AutoMl_1395
302,0.0625,4,4,0.6,14,0.870749783,0.929383269,0.093845205,0.131438457,0.056494328,0.14979362,0.810655738,0.766237679,automl\GBM_AutoMl_302
322,0.0625,4,5,0.8,13,0.87071464,0.925935552,0.099105633,0.131361389,0.046702389,0.153730336,0.822677596,0.752844106,automl\GBM_AutoMl_322
1022,0.0875,6,4,0.6,14,0.870709138,0.937122077,0.092869839,0.138063164,0.085439261,0.1542644,0.863752277,0.73975274,automl\GBM_AutoMl_1022
1028,0.0875,6,4,0.8,14,0.870707479,0.933410434,0.090428369,0.117126939,0.067506889,0.131718403,0.835701275,0.730195361,automl\GBM_AutoMl_1028
982,0.0875,5,5,0.8,13,0.870674375,0.930994789,0.095739753,0.13152516,0.059343037,0.152418687,0.840346084,0.739313329,automl\GBM_AutoMl_982
825,0.075,7,7,0.6,12,0.870674293,0.931576967,0.088020816,0.114028933,0.052079256,0.129218481,0.795264117,0.751333678,automl\GBM_AutoMl_825
744,0.075,6,5,0.9,12,0.870665927,0.935838438,0.093194334,0.133219068,0.065295448,0.15318382,0.843078324,0.736787647,automl\GBM_AutoMl_744
540,0.0625,8,4,0.6,12,0.870664986,0.935755001,0.085419713,0.112573456,0.059528442,0.125333632,0.791712204,0.754044325,automl\GBM_AutoMl_540
70,0.05,5,4,0.9,13,0.870651875,0.930996423,0.093735066,0.130167625,0.044759356,0.152258857,0.811839709,0.749737163,automl\GBM_AutoMl_70
1126,0.0875,7,7,0.6,13,0.870651662,0.92773375,0.09518368,0.125175813,0.046037921,0.146536783,0.819489982,0.743083657,automl\GBM_AutoMl_1126
741,0.075,6,5,0.8,12,0.870642158,0.932133315,0.096519551,0.136954497,0.057402074,0.159784271,0.840437158,0.742158597,automl\GBM_AutoMl_741
811,0.075,7,6,0.6,13,0.870638609,0.92987498,0.09203238,0.123001028,0.040395678,0.144504027,0.806557377,0.742828384,automl\GBM_AutoMl_811
547,0.0625,8,4,0.8,13,0.870606449,0.935430082,0.086063579,0.117745898,0.053534031,0.134040583,0.800364299,0.745187823,automl\GBM_AutoMl_547
1140,0.0875,8,4,0.6,12,0.870589419,0.929614093,0.095419088,0.130195723,0.049051534,0.153830883,0.835519126,0.733069639,automl\GBM_AutoMl_1140
590,0.0625,8,7,0.7,14,0.870587724,0.936420715,0.084008047,0.113757586,0.052613131,0.128216136,0.784699454,0.752784937,automl\GBM_AutoMl_590
1410,0.1,7,6,0.6,12,0.870586432,0.930877295,0.093328801,0.120006583,0.061584255,0.137383343,0.83852459,0.729036345,automl\GBM_AutoMl_1410
84,0.05,5,5,0.9,12,0.870583817,0.929125883,0.097651271,0.129510131,0.043620116,0.152682522,0.820765027,0.744393508,automl\GBM_AutoMl_84
895,0.075,8,7,0.9,13,0.870575638,0.929522284,0.097529325,0.134299637,0.055750614,0.157613946,0.845628415,0.735882703,automl\GBM_AutoMl_895
800,0.075,7,5,0.7,14,0.870545228,0.930263795,0.094631532,0.132054205,0.062359168,0.152142325,0.840892532,0.741159944,automl\GBM_AutoMl_800
675,0.075,5,5,0.6,12,0.870543393,0.929563941,0.094714616,0.123654507,0.048093869,0.144350187,0.820673953,0.739485454,automl\GBM_AutoMl_675
872,0.075,8,6,0.6,14,0.870529673,0.934397769,0.086513598,0.114427122,0.053337108,0.130234544,0.802276867,0.74078123,automl\GBM_AutoMl_872
454,0.0625,6,6,0.7,13,0.870513256,0.933043098,0.088160652,0.118070229,0.046508537,0.13588818,0.795810565,0.746965293,automl\GBM_AutoMl_454
497,0.0625,7,5,0.6,14,0.870487912,0.928854531,0.092444758,0.122455926,0.04076383,0.144074499,0.809471767,0.740265689,automl\GBM_AutoMl_497
1296,0.1,5,6,0.8,12,0.870466924,0.929737611,0.09979883,0.134359044,0.069523066,0.1538842,0.856284153,0.740460721,automl\GBM_AutoMl_1296
1390,0.1,7,4,0.9,13,0.870431369,0.929634399,0.09281008,0.11499711,0.041285586,0.135170965,0.811020036,0.731026557,automl\GBM_AutoMl_1390
139,0.05,6,5,0.7,13,0.870417745,0.931602447,0.090937011,0.126683472,0.05754031,0.144309893,0.811748634,0.754316181,automl\GBM_AutoMl_139
831,0.075,7,7,0.8,12,0.870405463,0.931057619,0.099515847,0.14104637,0.059328983,0.165464622,0.852003643,0.739262713,automl\GBM_AutoMl_831
465,0.0625,6,7,0.6,12,0.870398844,0.930796674,0.090138282,0.11140779,0.041774596,0.129450622,0.798269581,0.736647477,automl\GBM_AutoMl_465
563,0.0625,8,5,0.8,14,0.870390085,0.929270113,0.095669874,0.130316143,0.039532728,0.154766442,0.817030965,0.741558173,automl\GBM_AutoMl_563
1072,0.0875,6,7,0.8,13,0.870388481,0.929881405,0.094380378,0.12697248,0.042145536,0.150071499,0.817486339,0.738461538,automl\GBM_AutoMl_1072
426,0.0625,6,4,0.8,12,0.870387656,0.927674243,0.096610462,0.123146334,0.048671635,0.144783055,0.832149362,0.730930763,automl\GBM_AutoMl_426
112,0.05,5,7,0.8,13,0.870346579,0.93355863,0.092581492,0.12893051,0.06247623,0.146711611,0.823224044,0.749285033,automl\GBM_AutoMl_112
635,0.075,4,6,0.7,14,0.87033848,0.923187764,0.097263004,0.116219775,0.027607467,0.139815493,0.805373406,0.734559953,automl\GBM_AutoMl_635
442,0.0625,6,5,0.8,13,0.870308649,0.93067539,0.09160433,0.119695096,0.052104083,0.137790816,0.813934426,0.740645589,automl\GBM_AutoMl_442
1490,0.1,8,7,0.7,14,0.870286219,0.930540768,0.096975563,0.136617321,0.070118497,0.156748206,0.856193078,0.738694849,automl\GBM_AutoMl_1490
586,0.0625,8,7,0.6,13,0.870284508,0.929830051,0.09304679,0.131450499,0.060015576,0.150002023,0.820218579,0.756171285,automl\GBM_AutoMl_586
150,0.05,6,6,0.6,12,0.870270569,0.936894504,0.085402348,0.126732443,0.080054972,0.137983959,0.808014572,0.768904104,automl\GBM_AutoMl_150
557,0.0625,8,5,0.6,14,0.870261483,0.931183898,0.091047204,0.124428406,0.057984233,0.142175961,0.818397086,0.745447758,automl\GBM_AutoMl_557
803,0.075,7,5,0.8,14,0.870230191,0.930083019,0.0923632,0.126558235,0.047900092,0.147452754,0.814480874,0.743638783,automl\GBM_AutoMl_803
1326,0.1,6,4,0.8,12,0.870227305,0.932705961,0.094051933,0.120335731,0.08344052,0.132045709,0.859836066,0.72664999,automl\GBM_AutoMl_1326
15,0.05,4,5,0.6,12,0.870199355,0.934873969,0.089196643,0.125831701,0.072522989,0.138647408,0.806010929,0.767862566,automl\GBM_AutoMl_15
1415,0.1,7,6,0.7,14,0.870192508,0.934236354,0.096282007,0.138648406,0.081260032,0.156777942,0.868032787,0.735076354,automl\GBM_AutoMl_1415
1090,0.0875,7,4,0.9,13,0.870157826,0.933727098,0.091219106,0.123877685,0.063607689,0.140391617,0.823770492,0.742153846,automl\GBM_AutoMl_1090
722,0.075,6,4,0.6,14,0.870149164,0.928292201,0.096042431,0.135448444,0.045210388,0.159196649,0.818761384,0.750542662,automl\GBM_AutoMl_722
79,0.05,5,5,0.7,13,0.870147524,0.932809301,0.092505853,0.12530667,0.061822437,0.142455543,0.822313297,0.745397507,automl\GBM_AutoMl_79
952,0.0875,4,7,0.8,13,0.870145781,0.923507495,0.100649512,0.129588003,0.038663396,0.154636494,0.824863388,0.741404715,automl\GBM_AutoMl_952
1044,0.0875,6,5,0.9,12,0.870115649,0.937211149,0.087701277,0.117502649,0.07825775,0.128815207,0.83287796,0.734066463,automl\GBM_AutoMl_1044
1150,0.0875,8,4,0.9,13,0.870113753,0.932709587,0.090399007,0.119373976,0.058407402,0.136608246,0.823861566,0.732291751,automl\GBM_AutoMl_1150
847,0.075,8,4,0.8,13,0.870112783,0.931929757,0.088234091,0.112047622,0.03690382,0.131186668,0.790801457,0.735131016,automl\GBM_AutoMl_847
1074,0.0875,6,7,0.9,12,0.870073194,0.936965344,0.090323471,0.122976944,0.082266977,0.135205658,0.846357013,0.732684196,automl\GBM_AutoMl_1074
1432,0.1,7,7,0.8,13,0.870065697,0.930813207,0.092161728,0.121893966,0.059983911,0.139820796,0.831876138,0.731744442,automl\GBM_AutoMl_1432
435,0.0625,6,5,0.6,12,0.870040962,0.932110517,0.087788207,0.109574998,0.047057765,0.125271177,0.791894353,0.740661868,automl\GBM_AutoMl_435
753,0.075,6,6,0.7,12,0.870035119,0.934581089,0.093163235,0.127081661,0.075666244,0.14224396,0.844535519,0.737005246,automl\GBM_AutoMl_753
645,0.075,4,7,0.6,12,0.870030481,0.926001643,0.098907708,0.129377669,0.044333035,0.152666537,0.824134791,0.742664861,automl\GBM_AutoMl_645
460,0.0625,6,6,0.9,13,0.870029458,0.932449313,0.093760265,0.12229938,0.05891122,0.141199429,0.836338798,0.726359502,automl\GBM_AutoMl_460
1173,0.0875,8,6,0.7,12,0.869964155,0.93064724,0.097225016,0.130733599,0.074834325,0.148138712,0.859471767,0.732458864,automl\GBM_AutoMl_1173
1008,0.0875,5,7,0.7,12,0.869939258,0.931173591,0.096228829,0.128753091,0.061009698,0.148439637,0.838251366,0.736202208,automl\GBM_AutoMl_1008
187,0.05,7,4,0.8,13,0.86990618,0.927892404,0.095669847,0.128931312,0.041883611,0.152200122,0.815482696,0.742546751,automl\GBM_AutoMl_187
1100,0.0875,7,5,0.7,14,0.869898187,0.935074746,0.095239306,0.137373559,0.082149474,0.155067417,0.868306011,0.730770705,automl\GBM_AutoMl_1100
710,0.075,5,7,0.7,14,0.869884911,0.927097405,0.093942025,0.119785813,0.059859052,0.136561858,0.827322404,0.738476547,automl\GBM_AutoMl_710
67,0.05,5,4,0.8,13,0.869884815,0.933168914,0.090836693,0.122154876,0.059518249,0.138089364,0.807559199,0.751090593,automl\GBM_AutoMl_67
711,0.075,5,7,0.8,12,0.869793946,0.926417267,0.098730962,0.129192222,0.044425576,0.152748369,0.825500911,0.739194259,automl\GBM_AutoMl_711
894,0.075,8,7,0.9,12,0.869757746,0.926945682,0.093711651,0.119299316,0.026538342,0.143462488,0.797176685,0.733973418,automl\GBM_AutoMl_894
541,0.0625,8,4,0.6,13,0.869741673,0.935014973,0.087192083,0.115514113,0.068584747,0.127997195,0.812932605,0.741793401,automl\GBM_AutoMl_541
1160,0.0875,8,5,0.7,14,0.869723125,0.933060991,0.098618371,0.147140426,0.080350966,0.167857143,0.869307832,0.742079689,automl\GBM_AutoMl_1160
775,0.075,6,7,0.9,13,0.869708054,0.934893405,0.092830318,0.13041569,0.074364785,0.147519908,0.850091075,0.730874638,automl\GBM_AutoMl_775
216,0.05,7,6,0.8,12,0.869697813,0.933664943,0.09004135,0.12296731,0.067364153,0.137650443,0.817030965,0.747863782,automl\GBM_AutoMl_216
520,0.0625,7,6,0.9,13,0.869658468,0.927317742,0.09525071,0.126117498,0.035144112,0.15087369,0.812750455,0.734394931,automl\GBM_AutoMl_520
410,0.0625,5,7,0.7,14,0.869648644,0.931209549,0.092254377,0.125236826,0.045324887,0.14604278,0.806648452,0.742849954,automl\GBM_AutoMl_410
1459,0.1,8,5,0.7,13,0.869633941,0.931412246,0.098555047,0.142828586,0.076209214,0.16359917,0.866211293,0.737772951,automl\GBM_AutoMl_1459
35,0.05,4,6,0.7,14,0.869623771,0.926247153,0.096845704,0.121226036,0.038840817,0.14259615,0.805464481,0.742943548,automl\GBM_AutoMl_35
231,0.05,7,7,0.8,12,0.869618769,0.930476285,0.092056656,0.121840179,0.056983471,0.139467451,0.818306011,0.739810622,automl\GBM_AutoMl_231
846,0.075,8,4,0.8,12,0.869615707,0.929933241,0.093679632,0.128969847,0.054301978,0.149428785,0.823132969,0.741579487,automl\GBM_AutoMl_846
828,0.075,7,7,0.7,12,0.869591507,0.929997931,0.095272325,0.138780065,0.06538577,0.158754443,0.833697632,0.753291639,automl\GBM_AutoMl_828
168,0.05,6,7,0.7,12,0.869586989,0.933444878,0.091369764,0.129743746,0.059464177,0.148600986,0.819581056,0.745073688,automl\GBM_AutoMl_168
840,0.075,8,4,0.6,12,0.869569437,0.938140131,0.08340044,0.114700074,0.084355605,0.122744307,0.816029144,0.745703466,automl\GBM_AutoMl_840
472,0.0625,6,7,0.8,13,0.869537344,0.925876018,0.095925776,0.121907614,0.044860524,0.143187407,0.818852459,0.735189501,automl\GBM_AutoMl_472
965,0.0875,5,4,0.7,14,0.869480681,0.931270257,0.101268544,0.142123728,0.069275572,0.164246243,0.85856102,0.739720653,automl\GBM_AutoMl_965
1450,0.1,8,4,0.9,13,0.869474029,0.939198632,0.09034165,0.129945249,0.096892406,0.140176619,0.860018215,0.73480663,automl\GBM_AutoMl_1450
277,0.05,8,6,0.8,13,0.869426857,0.930721672,0.09355877,0.133321827,0.059365441,0.15360124,0.827140255,0.744945249,automl\GBM_AutoMl_277
81,0.05,5,5,0.8,12,0.869395164,0.927994136,0.097895637,0.13119842,0.049849284,0.1532237,0.822495446,0.744824742,automl\GBM_AutoMl_81
206,0.05,7,5,0.9,14,0.869393328,0.929835919,0.094672128,0.127603481,0.038014017,0.151036582,0.806010929,0.740802746,automl\GBM_AutoMl_206
141,0.05,6,5,0.8,12,0.869381627,0.931074969,0.092184548,0.120867988,0.045698116,0.139996576,0.8,0.743965444,automl\GBM_AutoMl_141
1038,0.0875,6,5,0.7,12,0.869366595,0.932183095,0.097216593,0.135576089,0.077941789,0.152902727,0.854918033,0.739832913,automl\GBM_AutoMl_1038
362,0.0625,5,4,0.6,14,0.869358823,0.936568422,0.089155601,0.121986288,0.07275547,0.135352571,0.820947177,0.742534701,automl\GBM_AutoMl_362
487,0.0625,7,4,0.8,13,0.869317369,0.928205226,0.095624905,0.125973797,0.04613365,0.148915874,0.826229508,0.729201833,automl\GBM_AutoMl_487
1358,0.1,6,6,0.8,14,0.869308781,0.930854889,0.087761118,0.112445008,0.06059252,0.126545971,0.811930783,0.733865657,automl\GBM_AutoMl_1358
1470,0.1,8,6,0.6,12,0.869272352,0.932746767,0.092294099,0.130879708,0.081467458,0.146088107,0.855100182,0.732428427,automl\GBM_AutoMl_1470
146,0.05,6,5,0.9,14,0.869178057,0.937484452,0.087916742,0.126241129,0.076436166,0.140080326,0.827322404,0.740855523,automl\GBM_AutoMl_146
1011,0.0875,5,7,0.8,12,0.869172246,0.927443379,0.09596433,0.130898173,0.054575597,0.152163827,0.828233151,0.740795047,automl\GBM_AutoMl_1011
1036,0.0875,6,5,0.6,13,0.869161278,0.927771398,0.091790605,0.116002216,0.035656781,0.137928938,0.804553734,0.726092138,automl\GBM_AutoMl_1036
1185,0.0875,8,7,0.6,12,0.869142551,0.927983431,0.096937289,0.133551427,0.063971052,0.154226283,0.84571949,0.735612152,automl\GBM_AutoMl_1185
697,0.075,5,6,0.8,13,0.869142388,0.932287358,0.096915752,0.131718635,0.066960114,0.151090403,0.845173042,0.732988429,automl\GBM_AutoMl_697
457,0.0625,6,6,0.8,13,0.869118499,0.927431138,0.097016838,0.124143412,0.052273715,0.144619574,0.827595628,0.733118193,automl\GBM_AutoMl_457
666,0.075,5,4,0.8,12,0.86911604,0.927502516,0.100497131,0.135716579,0.050366359,0.160439919,0.837340619,0.736433177,automl\GBM_AutoMl_666
157,0.05,6,6,0.8,13,0.869100543,0.925617546,0.09771819,0.124898044,0.045775531,0.146902319,0.821766849,0.735610631,automl\GBM_AutoMl_157
243,0.05,8,4,0.7,12,0.869098696,0.934688458,0.087350881,0.124731865,0.067956082,0.13866554,0.802276867,0.757665678,automl\GBM_AutoMl_243
82,0.05,5,5,0.8,13,0.869093569,0.932320572,0.092858665,0.12714749,0.061659337,0.144741104,0.819398907,0.744507427,automl\GBM_AutoMl_82
166,0.05,6,7,0.6,13,0.869087822,0.93477894,0.086170091,0.121070293,0.071197797,0.133174708,0.799544627,0.758641549,automl\GBM_AutoMl_166
1387,0.1,7,4,0.8,13,0.869080967,0.92838557,0.094886782,0.126031598,0.069523898,0.141662226,0.830965392,0.74557712,automl\GBM_AutoMl_1387
667,0.075,5,4,0.8,13,0.869072676,0.931298252,0.095254938,0.121287852,0.064522353,0.138333264,0.838342441,0.725860505,automl\GBM_AutoMl_667
1091,0.0875,7,4,0.9,14,0.869071238,0.934487906,0.095348449,0.139111621,0.078382534,0.15776318,0.857559199,0.735222925,automl\GBM_AutoMl_1091
452,0.0625,6,6,0.6,14,0.869056576,0.928728472,0.094149963,0.124991972,0.062614775,0.143526502,0.838251366,0.729116331,automl\GBM_AutoMl_452
766,0.075,6,7,0.6,13,0.869034298,0.928527491,0.099060049,0.13367265,0.066958522,0.154030805,0.852459016,0.7329105,automl\GBM_AutoMl_766
63,0.05,5,4,0.7,12,0.869005883,0.931401905,0.091326737,0.123126264,0.060884477,0.138700143,0.804462659,0.753508211,automl\GBM_AutoMl_63
106,0.05,5,7,0.6,13,0.86899623,0.930784575,0.092343633,0.124629909,0.043855745,0.144853045,0.797358834,0.746663255,automl\GBM_AutoMl_106
427,0.0625,6,4,0.8,13,0.868994214,0.923669409,0.096488147,0.116068848,0.038121598,0.137462911,0.810928962,0.730045505,automl\GBM_AutoMl_427
976,0.0875,5,5,0.6,13,0.868960215,0.932697658,0.092350123,0.121990302,0.064535384,0.138568842,0.829326047,0.730613391,automl\GBM_AutoMl_976
228,0.05,7,7,0.7,12,0.868955269,0.930572838,0.092801264,0.1328843,0.051382809,0.153482209,0.807285974,0.752941176,automl\GBM_AutoMl_228
1291,0.1,5,6,0.6,13,0.868919165,0.930583867,0.096651702,0.127044732,0.072097924,0.143858647,0.849362477,0.729363,automl\GBM_AutoMl_1291
69,0.05,5,4,0.9,12,0.868918352,0.930787026,0.096156156,0.134529238,0.065018839,0.15334918,0.828324226,0.750103093,automl\GBM_AutoMl_69
802,0.075,7,5,0.8,13,0.868891949,0.926299016,0.099670612,0.135775184,0.048624002,0.160811132,0.834517304,0.736605169,automl\GBM_AutoMl_802
234,0.05,7,7,0.9,12,0.868889595,0.933894379,0.088278569,0.122942423,0.052664602,0.140187962,0.793715847,0.749612937,automl\GBM_AutoMl_234
450,0.0625,6,6,0.6,12,0.868883376,0.932859857,0.088535444,0.11362673,0.047298117,0.130067019,0.788433515,0.741467175,automl\GBM_AutoMl_450
713,0.075,5,7,0.8,14,0.868861903,0.929280372,0.097368957,0.134273948,0.061141726,0.154549043,0.831420765,0.745254908,automl\GBM_AutoMl_713
992,0.0875,5,6,0.6,14,0.868849852,0.929890657,0.09273499,0.116264731,0.062987861,0.131954461,0.830236794,0.724959243,automl\GBM_AutoMl_992
66,0.05,5,4,0.8,12,0.868825562,0.931180663,0.09588255,0.13270367,0.057921984,0.152597317,0.82003643,0.748244484,automl\GBM_AutoMl_66
879,0.075,8,6,0.9,12,0.868809641,0.927657015,0.094787807,0.125272149,0.031275553,0.149978203,0.801457195,0.735079146,automl\GBM_AutoMl_879
265,0.05,8,5,0.9,13,0.868781739,0.936593216,0.08509111,0.114943322,0.045488768,0.131781504,0.780601093,0.741019323,automl\GBM_AutoMl_265
1042,0.0875,6,5,0.8,13,0.868778985,0.928003339,0.097246987,0.128362127,0.057043456,0.148588755,0.830327869,0.736995271,automl\GBM_AutoMl_1042
131,0.05,6,4,0.9,14,0.868752984,0.932057945,0.089991519,0.117780418,0.040757119,0.137328133,0.791803279,0.737185738,automl\GBM_AutoMl_131
781,0.075,7,4,0.6,13,0.868749385,0.931535029,0.087908412,0.11588581,0.063504902,0.128697894,0.79571949,0.752540913,automl\GBM_AutoMl_781
726,0.075,6,4,0.8,12,0.868739438,0.934399182,0.094331953,0.137212999,0.079833251,0.154132622,0.848724954,0.740690697,automl\GBM_AutoMl_726
1087,0.0875,7,4,0.8,13,0.868720821,0.927146204,0.095979015,0.125997078,0.046522986,0.148553481,0.823224044,0.730453756,automl\GBM_AutoMl_1087
1399,0.1,7,5,0.7,13,0.868719489,0.92999793,0.099321901,0.144052856,0.072824884,0.165588211,0.857923497,0.740595149,automl\GBM_AutoMl_1399
445,0.0625,6,5,0.9,13,0.868701166,0.933765712,0.093292601,0.132846569,0.0708142,0.151091383,0.840801457,0.734593197,automl\GBM_AutoMl_445
967,0.0875,5,4,0.8,13,0.868651116,0.928589644,0.095940977,0.12217896,0.057758621,0.140770798,0.828961749,0.730233864,automl\GBM_AutoMl_967
