,学习率,最大树深度,最小采样叶子节点,样本采样率,最大叶子节点,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,13
782,0.075,7,4,0.6,14,0.889390689,0.941880758,0.084943645,0.127205292,0.033836922,0.15173188,0.855555556,0.784893679,automl\GBM_AutoMl_782
566,0.0625,8,5,0.9,14,0.889269759,0.941469072,0.082567653,0.105836357,0.026000776,0.126671323,0.837795993,0.770758274,automl\GBM_AutoMl_566
855,0.075,8,5,0.6,12,0.888982495,0.941770991,0.080494803,0.106480203,0.037439632,0.124406399,0.841074681,0.775463935,automl\GBM_AutoMl_855
551,0.0625,8,4,0.9,14,0.887578206,0.940436308,0.085920852,0.12079413,0.023383662,0.146858146,0.845537341,0.769594231,automl\GBM_AutoMl_551
789,0.075,7,4,0.9,12,0.886844866,0.94239434,0.084122518,0.120420828,0.038157895,0.141593988,0.842076503,0.779299591,automl\GBM_AutoMl_789
596,0.0625,8,7,0.9,14,0.886634578,0.941298367,0.086537755,0.121828137,0.051387385,0.141985028,0.869489982,0.768772396,automl\GBM_AutoMl_596
682,0.075,5,5,0.8,13,0.886623315,0.941249143,0.08509417,0.109089303,0.034234916,0.129885004,0.847723133,0.759186004,automl\GBM_AutoMl_682
580,0.0625,8,6,0.9,13,0.886241434,0.941282217,0.085964198,0.121584085,0.039703875,0.143577248,0.850546448,0.772872098,automl\GBM_AutoMl_580
858,0.075,8,5,0.7,12,0.886210074,0.939572163,0.085957312,0.122504094,0.028116994,0.147114937,0.840619308,0.773647374,automl\GBM_AutoMl_858
1174,0.0875,8,6,0.7,13,0.885958957,0.939406106,0.087183102,0.125553932,0.046181608,0.148260304,0.867850638,0.76741564,automl\GBM_AutoMl_1174
504,0.0625,7,5,0.9,12,0.885542014,0.942987293,0.08276597,0.115552648,0.054084074,0.132031457,0.849817851,0.772849629,automl\GBM_AutoMl_504
878,0.075,8,6,0.8,14,0.885448709,0.939204541,0.084717684,0.118066215,0.027027342,0.141787767,0.834790528,0.768508426,automl\GBM_AutoMl_878
723,0.075,6,4,0.7,12,0.885419037,0.941688301,0.082803873,0.112193732,0.047382075,0.128827529,0.837340619,0.775864979,automl\GBM_AutoMl_723
720,0.075,6,4,0.6,12,0.885332021,0.937793305,0.085762464,0.114419094,0.036738219,0.134673893,0.838979964,0.772138636,automl\GBM_AutoMl_720
708,0.075,5,7,0.7,12,0.88525061,0.938920963,0.089933579,0.122962493,0.03351813,0.147360731,0.850910747,0.768086156,automl\GBM_AutoMl_708
738,0.075,6,5,0.7,12,0.885197334,0.939975853,0.087198025,0.126425773,0.034166285,0.150966542,0.846539162,0.772459071,automl\GBM_AutoMl_738
1101,0.0875,7,5,0.8,12,0.885069577,0.940502587,0.083755026,0.119705533,0.043098373,0.139737098,0.842258652,0.774215153,automl\GBM_AutoMl_1101
886,0.075,8,7,0.6,13,0.88503036,0.935193551,0.087749623,0.117614238,0.035101623,0.139775134,0.846357013,0.769097079,automl\GBM_AutoMl_886
1023,0.0875,6,4,0.7,12,0.884731929,0.939909686,0.086041206,0.116985646,0.038522036,0.138329453,0.84571949,0.764311289,automl\GBM_AutoMl_1023
841,0.075,8,4,0.6,13,0.884537936,0.940364515,0.082888576,0.113593815,0.048289954,0.130159018,0.834517304,0.777118141,automl\GBM_AutoMl_841
1413,0.1,7,6,0.7,12,0.884517218,0.938384444,0.09043421,0.12570245,0.051149733,0.147369812,0.871038251,0.764967007,automl\GBM_AutoMl_1413
804,0.075,7,5,0.9,12,0.884324595,0.939881937,0.086579826,0.119140362,0.035323289,0.14169927,0.842349727,0.764759385,automl\GBM_AutoMl_804
1133,0.0875,7,7,0.8,14,0.884104214,0.937465531,0.085531932,0.11928326,0.037239982,0.141085437,0.841256831,0.767958098,automl\GBM_AutoMl_1133
834,0.075,7,7,0.9,12,0.884071425,0.939813677,0.088120466,0.130874892,0.039086629,0.155738466,0.851639344,0.771057514,automl\GBM_AutoMl_834
1148,0.0875,8,4,0.8,14,0.884023781,0.936455654,0.087747257,0.122234353,0.030454406,0.146614509,0.840619308,0.767503742,automl\GBM_AutoMl_1148
550,0.0625,8,4,0.9,13,0.88387048,0.938091225,0.088235967,0.12423734,0.030562255,0.149595014,0.843897996,0.764269218,automl\GBM_AutoMl_550
849,0.075,8,4,0.9,12,0.883696006,0.941679853,0.083371639,0.114529077,0.042117884,0.133496778,0.83424408,0.766270704,automl\GBM_AutoMl_849
873,0.075,8,6,0.7,12,0.883428062,0.93754276,0.086864373,0.120094891,0.031993088,0.143057889,0.834153005,0.767824957,automl\GBM_AutoMl_873
1489,0.1,8,7,0.7,13,0.883389857,0.933575692,0.091744355,0.124832215,0.023942678,0.152072246,0.84298725,0.764295446,automl\GBM_AutoMl_1489
378,0.0625,5,5,0.7,12,0.883226847,0.93971949,0.087958228,0.123055618,0.050170244,0.1432451,0.854553734,0.766271948,automl\GBM_AutoMl_378
864,0.075,8,5,0.9,12,0.883173051,0.939979748,0.084327385,0.124446068,0.040170807,0.146418161,0.837340619,0.770662196,automl\GBM_AutoMl_864
1398,0.1,7,5,0.7,12,0.883164011,0.939618071,0.088448596,0.129093478,0.052830603,0.150543098,0.861930783,0.767807886,automl\GBM_AutoMl_1398
843,0.075,8,4,0.7,12,0.883090995,0.939345949,0.085309463,0.128766738,0.050855948,0.148675563,0.842258652,0.78187352,automl\GBM_AutoMl_843
534,0.0625,7,7,0.9,12,0.882965409,0.939143842,0.086164875,0.119706336,0.04808693,0.138723737,0.842896175,0.769710579,automl\GBM_AutoMl_534
819,0.075,7,6,0.9,12,0.88291931,0.938527409,0.087089628,0.118501333,0.036532733,0.141029066,0.8428051,0.758307043,automl\GBM_AutoMl_819
870,0.075,8,6,0.6,12,0.882887773,0.939864169,0.080973501,0.10835153,0.053682263,0.122170874,0.828142077,0.772327685,automl\GBM_AutoMl_870
693,0.075,5,6,0.7,12,0.882857809,0.937574337,0.088049593,0.119196558,0.038854861,0.140180018,0.836429872,0.769243655,automl\GBM_AutoMl_693
1116,0.0875,7,6,0.8,12,0.882851714,0.936190241,0.090832398,0.127528821,0.032016954,0.153684065,0.847540984,0.763757233,automl\GBM_AutoMl_1116
561,0.0625,8,5,0.8,12,0.882840385,0.937277149,0.086157375,0.11169439,0.028938765,0.133522208,0.828142077,0.758413612,automl\GBM_AutoMl_561
363,0.0625,5,4,0.7,12,0.882726271,0.938294287,0.087381501,0.121152179,0.051166038,0.140064652,0.84863388,0.769129179,automl\GBM_AutoMl_363
1103,0.0875,7,5,0.8,14,0.882717508,0.937274035,0.086811147,0.118488488,0.041357018,0.139206131,0.841256831,0.764430835,automl\GBM_AutoMl_1103
889,0.075,8,7,0.7,13,0.882599771,0.934908622,0.088900045,0.125052182,0.042228115,0.147730805,0.850455373,0.76641497,automl\GBM_AutoMl_889
827,0.075,7,7,0.6,14,0.882544802,0.934593754,0.089467136,0.127128223,0.029354019,0.152889804,0.838433515,0.768190921,automl\GBM_AutoMl_827
805,0.075,7,5,0.9,13,0.882417247,0.937855212,0.085316094,0.115734883,0.026755814,0.138978778,0.825409836,0.759045226,automl\GBM_AutoMl_805
1086,0.0875,7,4,0.8,12,0.882294464,0.937288299,0.087486436,0.123296458,0.043352482,0.145038803,0.845992714,0.764621147,automl\GBM_AutoMl_1086
962,0.0875,5,4,0.6,14,0.882149638,0.937051964,0.086901055,0.113475001,0.030804273,0.134717457,0.823952641,0.763073549,automl\GBM_AutoMl_962
1466,0.1,8,5,0.9,14,0.882147222,0.934274002,0.087595758,0.115667448,0.017605825,0.141221386,0.822404372,0.757073989,automl\GBM_AutoMl_1466
1370,0.1,6,7,0.7,14,0.882124752,0.935687511,0.090755945,0.114487332,0.043798519,0.13506198,0.855373406,0.750729387,automl\GBM_AutoMl_1370
256,0.05,8,5,0.6,13,0.881991335,0.940602429,0.085732549,0.131113323,0.054920893,0.151005305,0.845446266,0.77766608,automl\GBM_AutoMl_256
468,0.0625,6,7,0.7,12,0.881953023,0.936156481,0.088932663,0.123330176,0.035883127,0.147085877,0.842167577,0.761540045,automl\GBM_AutoMl_468
830,0.075,7,7,0.7,14,0.881854207,0.934891592,0.093767646,0.13746267,0.038053097,0.165721915,0.861566485,0.763950577,automl\GBM_AutoMl_830
257,0.05,8,5,0.6,14,0.881833004,0.939474708,0.086378715,0.12764041,0.050295996,0.147722676,0.840710383,0.775128054,automl\GBM_AutoMl_257
565,0.0625,8,5,0.9,13,0.881706011,0.938599217,0.085631028,0.115676279,0.042635094,0.134996142,0.833333333,0.762245918,automl\GBM_AutoMl_565
137,0.05,6,5,0.6,14,0.881561572,0.943186804,0.084570837,0.124463729,0.058078144,0.141308352,0.835428051,0.777867289,automl\GBM_AutoMl_137
798,0.075,7,5,0.7,12,0.881502372,0.936414239,0.088503657,0.124760766,0.038528032,0.147989911,0.841074681,0.763317767,automl\GBM_AutoMl_798
595,0.0625,8,7,0.9,13,0.881475833,0.937940806,0.08604189,0.117314794,0.04647458,0.136076136,0.836247723,0.764497731,automl\GBM_AutoMl_595
806,0.075,7,5,0.9,14,0.881359143,0.937482855,0.090179753,0.123006647,0.04810097,0.144556723,0.856466302,0.755493071,automl\GBM_AutoMl_806
578,0.0625,8,6,0.8,14,0.881351819,0.937673166,0.088273937,0.126818342,0.044281492,0.149002811,0.843533698,0.766277819,automl\GBM_AutoMl_578
721,0.075,6,4,0.6,13,0.881295139,0.936184572,0.08745436,0.122128384,0.038211462,0.143778404,0.831056466,0.768324001,automl\GBM_AutoMl_721
482,0.0625,7,4,0.6,14,0.881228263,0.936988439,0.086674305,0.119921486,0.038089127,0.141210748,0.830236794,0.764829264,automl\GBM_AutoMl_482
555,0.0625,8,5,0.6,12,0.881178993,0.938929622,0.084621349,0.115771812,0.045614315,0.133419741,0.824043716,0.770108094,automl\GBM_AutoMl_555
528,0.0625,7,7,0.7,12,0.881068246,0.939166125,0.082166671,0.115697152,0.050086021,0.132166817,0.824225865,0.77096733,automl\GBM_AutoMl_528
152,0.05,6,6,0.6,14,0.881020859,0.937992516,0.089671057,0.130731993,0.040992717,0.154822203,0.843169399,0.766359008,automl\GBM_AutoMl_152
1371,0.1,6,7,0.8,12,0.880974871,0.937290975,0.08666027,0.113764009,0.05097757,0.130934733,0.841347905,0.758612195,automl\GBM_AutoMl_1371
519,0.0625,7,6,0.9,12,0.880807845,0.940538614,0.087907503,0.130044796,0.053618107,0.151433841,0.853734062,0.762144803,automl\GBM_AutoMl_519
754,0.075,6,6,0.7,13,0.880790587,0.937463391,0.091333412,0.130741627,0.049159574,0.154615832,0.862932605,0.755582137,automl\GBM_AutoMl_754
1053,0.0875,6,6,0.7,12,0.880751216,0.937744766,0.086637681,0.114223211,0.043474678,0.133521682,0.836247723,0.754850378,automl\GBM_AutoMl_1053
510,0.0625,7,6,0.6,12,0.880527486,0.93968518,0.081869396,0.107891526,0.051902563,0.122037409,0.820127505,0.765015717,automl\GBM_AutoMl_510
379,0.0625,5,5,0.7,13,0.880455364,0.935879692,0.089231983,0.121846601,0.027001546,0.146719833,0.826320583,0.75861204,automl\GBM_AutoMl_379
1073,0.0875,6,7,0.8,14,0.88044936,0.937171427,0.090286662,0.129253235,0.047178276,0.152296469,0.852367942,0.759874964,automl\GBM_AutoMl_1073
844,0.075,8,4,0.7,13,0.880304696,0.933079006,0.088369902,0.116552937,0.045817745,0.13538833,0.836520947,0.762968808,automl\GBM_AutoMl_844
489,0.0625,7,4,0.9,12,0.880166332,0.938549776,0.086890899,0.115873768,0.043126148,0.135183266,0.830145719,0.758193312,automl\GBM_AutoMl_489
1102,0.0875,7,5,0.8,13,0.880068873,0.932848963,0.093029354,0.126026781,0.033085642,0.152716122,0.849635701,0.750070352,automl\GBM_AutoMl_1102
735,0.075,6,5,0.6,12,0.880055421,0.934797806,0.089840664,0.117523522,0.046089575,0.138299758,0.851457195,0.747531284,automl\GBM_AutoMl_735
790,0.075,7,4,0.9,13,0.880032098,0.93613026,0.089678081,0.125666324,0.039101148,0.149813134,0.843989071,0.754518808,automl\GBM_AutoMl_790
770,0.075,6,7,0.7,14,0.880025633,0.938622982,0.091004513,0.137724383,0.06398052,0.159237597,0.870765027,0.763475206,automl\GBM_AutoMl_770
769,0.075,6,7,0.7,13,0.879945982,0.936675814,0.092213517,0.123922642,0.04988653,0.146029587,0.861384335,0.747638433,automl\GBM_AutoMl_769
593,0.0625,8,7,0.8,14,0.879875367,0.936254584,0.088442645,0.124766385,0.048292555,0.145578864,0.842896175,0.761603028,automl\GBM_AutoMl_593
893,0.075,8,7,0.8,14,0.879856102,0.93491055,0.094126625,0.135142577,0.043629073,0.161441431,0.859016393,0.758107945,automl\GBM_AutoMl_893
443,0.0625,6,5,0.8,14,0.879761761,0.934937881,0.090653731,0.119120292,0.037078028,0.141841965,0.83852459,0.751960144,automl\GBM_AutoMl_443
835,0.075,7,7,0.9,13,0.879747769,0.934154417,0.090918348,0.124303169,0.036664353,0.148987036,0.844444444,0.751773625,automl\GBM_AutoMl_835
564,0.0625,8,5,0.9,12,0.879692838,0.935935925,0.087416632,0.112392826,0.036448725,0.132233551,0.822313297,0.75616599,automl\GBM_AutoMl_564
579,0.0625,8,6,0.9,12,0.879687056,0.933356342,0.089465614,0.110735044,0.022057246,0.134238722,0.818761384,0.748262516,automl\GBM_AutoMl_579
188,0.05,7,4,0.8,14,0.87968055,0.937926018,0.088797767,0.129937221,0.053363514,0.150856535,0.847632058,0.764623727,automl\GBM_AutoMl_188
1115,0.0875,7,6,0.7,14,0.87966849,0.93416754,0.091229384,0.126274044,0.036579879,0.151232452,0.843260474,0.754666232,automl\GBM_AutoMl_1115
820,0.075,7,6,0.9,13,0.879658486,0.933562835,0.09232302,0.120629556,0.029815854,0.14587805,0.837431694,0.749724816,automl\GBM_AutoMl_820
725,0.075,6,4,0.7,14,0.879619527,0.93076344,0.093536009,0.129351177,0.030326281,0.156558803,0.842258652,0.75790854,automl\GBM_AutoMl_725
888,0.075,8,7,0.7,12,0.879533542,0.937135254,0.086334321,0.120175974,0.03929347,0.141292419,0.826047359,0.759822401,automl\GBM_AutoMl_888
543,0.0625,8,4,0.7,12,0.879458826,0.935619405,0.087652314,0.120326097,0.046026712,0.140697627,0.839253188,0.755885489,automl\GBM_AutoMl_543
174,0.05,6,7,0.9,12,0.879415051,0.938002474,0.086930652,0.129419415,0.051034092,0.149674196,0.834699454,0.771172536,automl\GBM_AutoMl_174
1083,0.0875,7,4,0.7,12,0.879370214,0.936211424,0.092143111,0.126388041,0.054092653,0.147494192,0.859380692,0.753252974,automl\GBM_AutoMl_1083
1041,0.0875,6,5,0.8,12,0.879307768,0.936000405,0.089345095,0.125712084,0.045615643,0.147029884,0.836976321,0.763542705,automl\GBM_AutoMl_1041
197,0.05,7,5,0.6,14,0.879220599,0.937812355,0.088417297,0.13295013,0.046956888,0.154497219,0.829417122,0.776418432,automl\GBM_AutoMl_197
281,0.05,8,6,0.9,14,0.879208447,0.932694789,0.08995602,0.12163707,0.024759764,0.146954109,0.822586521,0.756322224,automl\GBM_AutoMl_281
151,0.05,6,6,0.6,13,0.87907425,0.938242738,0.083809389,0.115982146,0.055740151,0.131207132,0.823588342,0.768146103,automl\GBM_AutoMl_151
907,0.0875,4,4,0.8,13,0.878967712,0.933954544,0.091221642,0.119920683,0.045807666,0.139754849,0.835974499,0.76082722,automl\GBM_AutoMl_907
431,0.0625,6,4,0.9,14,0.878901289,0.939078505,0.089824224,0.123571819,0.059807858,0.141972525,0.854644809,0.752888318,automl\GBM_AutoMl_431
739,0.075,6,5,0.7,13,0.87885765,0.93413151,0.088449359,0.116405221,0.054492647,0.133701368,0.84417122,0.754190399,automl\GBM_AutoMl_739
559,0.0625,8,5,0.7,13,0.878647033,0.937193191,0.08522713,0.123541312,0.046824883,0.142508411,0.819125683,0.771156649,automl\GBM_AutoMl_559
1267,0.1,5,4,0.8,13,0.878638651,0.939452341,0.089671846,0.12487958,0.070307512,0.14084518,0.862204007,0.755034494,automl\GBM_AutoMl_1267
892,0.075,8,7,0.8,13,0.878623958,0.932907389,0.088482728,0.113743136,0.028477309,0.136769204,0.823224044,0.746315485,automl\GBM_AutoMl_892
676,0.075,5,5,0.6,13,0.878603857,0.932773114,0.091333639,0.120053948,0.03237481,0.143588856,0.829052823,0.753559603,automl\GBM_AutoMl_676
1428,0.1,7,7,0.7,12,0.878410644,0.935621575,0.090837212,0.125108378,0.065683491,0.142762459,0.864480874,0.751990493,automl\GBM_AutoMl_1428
123,0.05,6,4,0.7,12,0.878365759,0.938936391,0.086058757,0.126111075,0.053184701,0.144633761,0.826958106,0.769654588,automl\GBM_AutoMl_123
241,0.05,8,4,0.6,13,0.878349882,0.940075634,0.08648499,0.132075881,0.063379814,0.149847921,0.838069217,0.773895126,automl\GBM_AutoMl_241
129,0.05,6,4,0.9,12,0.878194392,0.938119923,0.085711134,0.116151537,0.047022707,0.133368931,0.815027322,0.764904483,automl\GBM_AutoMl_129
122,0.05,6,4,0.6,14,0.878163627,0.939631625,0.086356631,0.12926046,0.052435404,0.148477519,0.824772313,0.772630322,automl\GBM_AutoMl_122
545,0.0625,8,4,0.7,14,0.878130865,0.937961719,0.088211857,0.129090267,0.046772112,0.150357107,0.828961749,0.765935962,automl\GBM_AutoMl_545
182,0.05,7,4,0.6,14,0.878075575,0.937640052,0.088506715,0.133578723,0.053784367,0.153638738,0.830418944,0.77626426,automl\GBM_AutoMl_182
1013,0.0875,5,7,0.8,14,0.878060327,0.938618395,0.088711644,0.124957452,0.063067171,0.142065623,0.846630237,0.759849599,automl\GBM_AutoMl_1013
765,0.075,6,7,0.6,12,0.878026113,0.928805157,0.094101069,0.1212156,0.038413472,0.144441189,0.842076503,0.751005158,automl\GBM_AutoMl_765
1110,0.0875,7,6,0.6,12,0.877971024,0.934329152,0.085707599,0.108663819,0.042679838,0.125784615,0.817030965,0.753517282,automl\GBM_AutoMl_1110
376,0.0625,5,5,0.6,13,0.877970152,0.934530645,0.091376309,0.127902123,0.034237648,0.153082345,0.83151184,0.755294507,automl\GBM_AutoMl_376
787,0.075,7,4,0.8,13,0.877936585,0.934025975,0.093972273,0.132710896,0.044412484,0.158092856,0.852459016,0.75223017,automl\GBM_AutoMl_787
513,0.0625,7,6,0.7,12,0.877904928,0.936830248,0.08633083,0.124848271,0.051167163,0.143844414,0.827595628,0.765349954,automl\GBM_AutoMl_513
848,0.075,8,4,0.8,14,0.877882874,0.932729544,0.092119262,0.124099258,0.027957458,0.149923108,0.827140255,0.751603426,automl\GBM_AutoMl_848
250,0.05,8,4,0.9,13,0.877881792,0.939647821,0.08476176,0.121584085,0.051537153,0.139414342,0.821584699,0.763941229,automl\GBM_AutoMl_250
1384,0.1,7,4,0.7,13,0.877878396,0.934576886,0.090589882,0.124324042,0.060857398,0.142769443,0.856375228,0.752089582,automl\GBM_AutoMl_1384
364,0.0625,5,4,0.7,13,0.877865444,0.937455137,0.091483891,0.135738255,0.050278363,0.158925291,0.843806922,0.763431114,automl\GBM_AutoMl_364
663,0.075,5,4,0.7,12,0.877803376,0.933612336,0.093180688,0.127682958,0.048317952,0.149513778,0.843624772,0.758764744,automl\GBM_AutoMl_663
255,0.05,8,5,0.6,12,0.87776162,0.941382411,0.083113868,0.129238785,0.070064519,0.143605208,0.824954463,0.782650019,automl\GBM_AutoMl_255
218,0.05,7,6,0.8,14,0.877752282,0.934336606,0.092143285,0.130749655,0.044140799,0.154640896,0.842440801,0.756770024,automl\GBM_AutoMl_218
506,0.0625,7,5,0.9,14,0.877714016,0.937277856,0.090383607,0.126521306,0.046995192,0.149006261,0.843351548,0.7495548,automl\GBM_AutoMl_506
126,0.05,6,4,0.8,12,0.877656133,0.934417524,0.089467406,0.119147587,0.037925648,0.140166337,0.820491803,0.757568113,automl\GBM_AutoMl_126
573,0.0625,8,6,0.7,12,0.877596744,0.936921401,0.086330579,0.11766642,0.037915851,0.138245602,0.816120219,0.754451694,automl\GBM_AutoMl_573
458,0.0625,6,6,0.8,14,0.877574557,0.929836516,0.096283186,0.124929354,0.032992217,0.151283932,0.844080146,0.745735436,automl\GBM_AutoMl_458
861,0.075,8,5,0.8,12,0.877515581,0.933895937,0.088074654,0.114187887,0.041448716,0.132808341,0.817030965,0.757877841,automl\GBM_AutoMl_861
678,0.075,5,5,0.7,12,0.877476534,0.935796531,0.091903986,0.136244019,0.055785186,0.158003223,0.846265938,0.766729928,automl\GBM_AutoMl_678
558,0.0625,8,5,0.7,12,0.877445857,0.93609852,0.086007145,0.113763206,0.03904388,0.13284705,0.812750455,0.754640396,automl\GBM_AutoMl_558
1065,0.0875,6,7,0.6,12,0.877424901,0.934093158,0.087319825,0.113238175,0.048225708,0.130608342,0.826502732,0.752737226,automl\GBM_AutoMl_1065
437,0.0625,6,5,0.6,14,0.87736706,0.931601725,0.090143484,0.116768087,0.023875279,0.141226851,0.81575592,0.747631568,automl\GBM_AutoMl_437
1135,0.0875,7,7,0.9,13,0.87735873,0.933604509,0.091131876,0.120391927,0.037014268,0.142763613,0.827140255,0.751945686,automl\GBM_AutoMl_1135
473,0.0625,6,7,0.8,14,0.877349716,0.931370852,0.092221586,0.116378729,0.027070362,0.140700394,0.824043716,0.744354407,automl\GBM_AutoMl_473
999,0.0875,5,6,0.9,12,0.877340614,0.934277422,0.093187482,0.118407405,0.055415252,0.136902339,0.851912568,0.744863832,automl\GBM_AutoMl_999
856,0.075,8,5,0.6,13,0.877329637,0.931448796,0.091955528,0.114866253,0.034323149,0.137538837,0.832422587,0.741251369,automl\GBM_AutoMl_856
630,0.075,4,6,0.6,12,0.877322781,0.933171252,0.092799852,0.125288205,0.043981936,0.14721973,0.835245902,0.757589525,automl\GBM_AutoMl_630
964,0.0875,5,4,0.7,13,0.8773083,0.937649312,0.094165529,0.138969526,0.053142928,0.164129622,0.860018215,0.752460257,automl\GBM_AutoMl_964
1121,0.0875,7,6,0.9,14,0.877305905,0.932678639,0.089990048,0.120783694,0.032254242,0.144323171,0.823041894,0.751142881,automl\GBM_AutoMl_1121
1039,0.0875,6,5,0.7,13,0.877261994,0.933626763,0.094611525,0.130564208,0.064951355,0.150278752,0.868397086,0.751675207,automl\GBM_AutoMl_1039
451,0.0625,6,6,0.6,13,0.877200004,0.932179392,0.089946241,0.112982884,0.033801325,0.133831464,0.818032787,0.749718292,automl\GBM_AutoMl_451
263,0.05,8,5,0.8,14,0.877185734,0.934683166,0.09054278,0.122957676,0.045544706,0.143593159,0.830418944,0.757057456,automl\GBM_AutoMl_263
393,0.0625,5,6,0.7,12,0.877137347,0.934271286,0.091553221,0.131310812,0.047464261,0.153905852,0.838251366,0.760629726,automl\GBM_AutoMl_393
1414,0.1,7,6,0.7,13,0.877136406,0.932758719,0.090371419,0.120967535,0.040078514,0.142419302,0.826411658,0.755065529,automl\GBM_AutoMl_1414
661,0.075,5,4,0.6,13,0.877135505,0.930345163,0.095425589,0.130178061,0.025271555,0.15854615,0.830692168,0.752650906,automl\GBM_AutoMl_661
536,0.0625,7,7,0.9,14,0.877103402,0.935950412,0.091602786,0.125452779,0.057747221,0.144658278,0.84845173,0.753021056,automl\GBM_AutoMl_536
887,0.075,8,7,0.6,14,0.877040185,0.932370846,0.090356941,0.121437976,0.037553479,0.144265099,0.829599271,0.749619389,automl\GBM_AutoMl_887
291,0.05,8,7,0.8,12,0.87699712,0.935185804,0.089546434,0.126283677,0.046725985,0.147402828,0.830692168,0.758660844,automl\GBM_AutoMl_291
491,0.0625,7,4,0.9,14,0.876961975,0.937540059,0.089169554,0.121587296,0.06094328,0.13882823,0.845901639,0.750030282,automl\GBM_AutoMl_491
871,0.075,8,6,0.6,13,0.876763073,0.932873222,0.093721781,0.124971099,0.062842859,0.144339722,0.869034608,0.740206346,automl\GBM_AutoMl_871
1446,0.1,8,4,0.8,12,0.87675571,0.935702376,0.089375502,0.116986449,0.063465364,0.132613002,0.849817851,0.744841349,automl\GBM_AutoMl_1446
229,0.05,7,7,0.7,13,0.87674929,0.934858868,0.090484807,0.135064706,0.053724879,0.156494066,0.837522769,0.767388493,automl\GBM_AutoMl_229
588,0.0625,8,7,0.7,12,0.876736339,0.933861773,0.091346741,0.128220834,0.049925717,0.149810528,0.840710383,0.75533917,automl\GBM_AutoMl_588
768,0.075,6,7,0.7,12,0.876727637,0.935649072,0.089365133,0.126062907,0.048949675,0.146869393,0.833333333,0.75576113,automl\GBM_AutoMl_768
845,0.075,8,4,0.7,14,0.876711573,0.93396141,0.089819341,0.129392923,0.065257039,0.147076565,0.84845173,0.7623256,automl\GBM_AutoMl_845
1163,0.0875,8,5,0.8,14,0.876704697,0.937985693,0.088728965,0.124389872,0.058595204,0.142475897,0.839071038,0.754885493,automl\GBM_AutoMl_1163
470,0.0625,6,7,0.7,14,0.876702791,0.932559027,0.095021619,0.129318262,0.051614524,0.151716791,0.852367942,0.75124418,automl\GBM_AutoMl_470
1405,0.1,7,5,0.9,13,0.876694667,0.937262684,0.088872796,0.123914614,0.055584028,0.142933745,0.839799636,0.75147712,automl\GBM_AutoMl_1405
549,0.0625,8,4,0.9,12,0.876635877,0.935381541,0.088651884,0.125093928,0.048769678,0.145395967,0.829781421,0.757167789,automl\GBM_AutoMl_549
276,0.05,8,6,0.8,12,0.876595914,0.936495165,0.087063623,0.121609775,0.042425481,0.142191957,0.819216758,0.754962441,automl\GBM_AutoMl_276
631,0.075,4,6,0.6,13,0.876565589,0.931956974,0.09379962,0.125482483,0.036475473,0.14897516,0.826502732,0.756691403,automl\GBM_AutoMl_631
480,0.0625,7,4,0.6,12,0.876547959,0.940620844,0.080769233,0.109091712,0.057095446,0.121375546,0.798907104,0.766716196,automl\GBM_AutoMl_480
780,0.075,7,4,0.6,12,0.876473776,0.937915785,0.082349326,0.111886259,0.066010076,0.122957109,0.810382514,0.770790021,automl\GBM_AutoMl_780
421,0.0625,6,4,0.6,13,0.876456664,0.935179877,0.086756467,0.109304454,0.035564054,0.12791675,0.804462659,0.750722421,automl\GBM_AutoMl_421
1125,0.0875,7,7,0.6,12,0.876415615,0.929259609,0.091099326,0.108949616,0.025743284,0.131438915,0.81575592,0.739270386,automl\GBM_AutoMl_1125
502,0.0625,7,5,0.8,13,0.876379098,0.932078217,0.090962878,0.113730291,0.035906589,0.135157466,0.825045537,0.741750594,automl\GBM_AutoMl_502
1172,0.0875,8,6,0.6,14,0.876357734,0.927228995,0.096838997,0.133553836,0.029706444,0.162589629,0.840437158,0.750579527,automl\GBM_AutoMl_1172
481,0.0625,7,4,0.6,13,0.876351045,0.937313861,0.085810333,0.116397193,0.045770677,0.133665028,0.806193078,0.762577533,automl\GBM_AutoMl_481
439,0.0625,6,5,0.7,13,0.876347403,0.933961042,0.089330917,0.123159179,0.052634895,0.142661406,0.837613843,0.751634521,automl\GBM_AutoMl_439
863,0.075,8,5,0.8,14,0.87633015,0.932580881,0.089623933,0.116299252,0.026670783,0.139845714,0.812568306,0.745425683,automl\GBM_AutoMl_863
616,0.075,4,5,0.6,13,0.876319967,0.931350528,0.09576117,0.128619023,0.037768158,0.152705667,0.830145719,0.758571904,automl\GBM_AutoMl_616
1155,0.0875,8,5,0.6,12,0.876312916,0.933667248,0.088162139,0.117191966,0.033110125,0.138794878,0.81129326,0.751381215,automl\GBM_AutoMl_1155
1445,0.1,8,4,0.7,14,0.876280852,0.935459566,0.091562593,0.134487492,0.077375122,0.151499333,0.869854281,0.755796471,automl\GBM_AutoMl_1445
742,0.075,6,5,0.8,13,0.876250756,0.935314395,0.089141592,0.121767927,0.045496549,0.142821508,0.831693989,0.746902221,automl\GBM_AutoMl_742
548,0.0625,8,4,0.8,14,0.876198223,0.933309647,0.097366483,0.143717286,0.040295715,0.172685699,0.848269581,0.756989597,automl\GBM_AutoMl_548
